myid = 10	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_nofrag_acc/rand11/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_nofrag_acc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1775	1.346535970685186e-03	4.216965034285821e-01	9.708806898348904e-02
2.000000e+06	  3	  3000	  2609	1.417176786819776e-03	9.999999999999994e-01	4.018421399691729e-02
3.000000e+06	  3	  3000	  1400	1.206385356487359e-03	1.333521432163323e+00	2.294961822159988e-01
4.000000e+06	  3	  3000	   876	1.531311627964977e-03	1.778279410038922e+00	3.076645457569698e-01
5.000000e+06	  3	  3000	  1458	1.291823731102454e-03	2.371373705661654e+00	2.377992029139068e-01
6.000000e+06	  3	  3000	  1261	1.561552887470500e-03	2.371373705661654e+00	7.618834791510913e-01
7.000000e+06	  3	  3000	  2008	1.415043197609048e-03	3.162277660168377e+00	4.934746077982732e-01
8.000000e+06	  3	  3000	   597	1.993669720800508e-03	3.162277660168377e+00	1.017181610394267e+00
9.000000e+06	  3	  3000	  1898	1.330636891887042e-03	4.216965034285820e+00	4.849892633761381e-01
1.000000e+07	  3	  3000	  1012	1.487454164882607e-03	4.216965034285820e+00	1.008747162230208e+00
1.100000e+07	  3	  3000	   196	1.592596640250062e-03	5.623413251903486e+00	1.251478622809900e-01
1.200000e+07	  3	  3000	  2856	2.247349344366600e-03	5.623413251903486e+00	6.488682848386995e-01
1.300000e+07	  3	  3000	  1854	1.343539765058940e-03	5.623413251903486e+00	1.172436804312248e+00
1.400000e+07	  3	  3000	    66	1.325562590391058e-03	5.623413251903486e+00	1.696813583906537e+00
1.500000e+07	  3	  3000	   276	1.506754415302024e-03	7.498942093324552e+00	3.429310413862517e-01
1.600000e+07	  3	  3000	  2525	1.855464643985775e-03	7.498942093324552e+00	8.670535177463070e-01
1.700000e+07	  3	  3000	   644	1.904764959199772e-03	7.498942093324552e+00	1.389602674720569e+00
1.800000e+07	  3	  3000	  2311	1.700390031857596e-03	7.498942093324552e+00	1.913134409625638e+00
1.900000e+07	  3	  3000	   615	1.022249629793972e-03	7.498942093324552e+00	2.436927229721817e+00
2.000000e+07	  3	  3000	   586	1.289885503180453e-03	9.999999999999991e+00	4.579416838918744e-01
2.100000e+07	  3	  3000	  2294	1.419737529349158e-03	9.999999999999991e+00	9.810642320682056e-01
2.200000e+07	  3	  3000	  1569	1.951263639942515e-03	9.999999999999991e+00	1.503660466786591e+00
2.300000e+07	  3	  3000	  2610	1.029635998331587e-03	9.999999999999991e+00	2.027836119031866e+00
2.400000e+07	  3	  3000	  1129	1.343921935275615e-03	9.999999999999991e+00	2.551458624220736e+00
2.500000e+07	  3	  3000	   445	2.130568488853153e-03	9.999999999999991e+00	3.075111820213591e+00
2.600000e+07	  3	  3000	   156	1.596203270038189e-03	1.333521432163323e+01	2.624476303978272e-01
2.700000e+07	  3	  3000	  1555	1.548558197357462e-03	1.333521432163323e+01	7.844087255646237e-01
2.800000e+07	  3	  3000	  2360	1.922977994032398e-03	1.333521432163323e+01	1.308469682133489e+00
2.900000e+07	  3	  3000	  1615	1.204041543062796e-03	1.333521432163323e+01	1.830988632246963e+00
3.000000e+07	  3	  3000	  2371	1.631650299056774e-03	1.333521432163323e+01	2.354214225369986e+00
3.100000e+07	  3	  3000	   759	1.382597806836468e-03	1.333521432163323e+01	2.878593320106213e+00
3.200000e+07	  3	  3000	  2790	1.840686972516050e-03	1.333521432163323e+01	3.400769253625341e+00
3.300000e+07	  3	  3000	  1323	1.611361403067364e-03	1.333521432163323e+01	3.925904022434691e+00
3.400000e+07	  3	  3000	  2507	1.840562851469770e-03	1.778279410038921e+01	1.000836107277033e-05
3.500000e+07	  3	  3000	  2175	1.203252500047189e-03	1.778279410038921e+01	5.221705974666000e-01
3.600000e+07	  3	  3000	   469	2.030079175239752e-03	1.778279410038921e+01	1.043871693607790e+00
3.700000e+07	  3	  3000	  2718	1.812108127581230e-03	1.778279410038921e+01	1.567843728720137e+00
3.800000e+07	  3	  3000	  1791	1.583865776310323e-03	1.778279410038921e+01	2.089693663152640e+00
3.900000e+07	  3	  3000	  1210	1.344174888035408e-03	1.778279410038921e+01	2.613762758724548e+00
4.000000e+07	  3	  3000	   309	1.129082651974233e-03	1.778279410038921e+01	3.136263988931681e+00
4.100000e+07	  3	  3000	  1444	1.121613910496177e-03	1.778279410038921e+01	3.660075373895528e+00
4.200000e+07	  3	  3000	  1721	1.894090448866171e-03	1.778279410038921e+01	4.182412641307585e+00
4.300000e+07	  3	  3000	   808	1.424391033968649e-03	1.778279410038921e+01	4.705198820533268e+00
4.400000e+07	  3	  3000	  1405	1.235870851352526e-03	1.778279410038921e+01	5.228556835224075e+00
4.500000e+07	  3	  3000	  2415	1.248032221759607e-03	1.778279410038921e+01	5.751270970979328e+00
4.600000e+07	  3	  3000	  1456	1.996841298310396e-03	2.371373705661653e+01	3.425430341008981e-01
4.700000e+07	  3	  3000	  2402	1.813144881523708e-03	2.371373705661653e+01	8.661700804546508e-01
4.800000e+07	  3	  3000	   829	1.462316658812761e-03	2.371373705661653e+01	1.387679077464818e+00
4.900000e+07	  3	  3000	  2598	1.118962363886904e-03	2.371373705661653e+01	1.911885403322779e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  2727	1.397594844659039e-03	2.371373705661653e+01	2.434128486955591e+00
5.100000e+07	  3	  3000	   538	1.932066585418730e-03	2.371373705661653e+01	2.957812275623956e+00
5.200000e+07	  3	  3000	   964	1.241784387439656e-03	2.371373705661653e+01	3.481103383668489e+00
5.300000e+07	  3	  3000	  1257	1.328855356407418e-03	2.371373705661653e+01	4.004578242854068e+00
5.400000e+07	  3	  3000	  1784	1.592433385885127e-03	2.371373705661653e+01	4.527231395245171e+00
5.500000e+07	  3	  3000	   700	1.150565240441972e-03	2.371373705661653e+01	5.048029811028378e+00
5.600000e+07	  3	  3000	  2958	1.451652013843011e-03	2.371373705661653e+01	5.571786771454057e+00
5.700000e+07	  3	  3000	  1212	1.754264420808709e-03	2.371373705661653e+01	6.092876264407711e+00
5.800000e+07	  3	  3000	  2988	1.204437495193052e-03	2.371373705661653e+01	6.615901654314046e+00
5.900000e+07	  3	  3000	   518	1.804229397112033e-03	2.371373705661653e+01	7.138144680525182e+00
6.000000e+07	  3	  3000	  1100	1.154268693424507e-03	2.371373705661653e+01	7.661064891099539e+00
6.100000e+07	  3	  3000	   361	1.197446336219482e-03	3.162277660168376e+01	2.743969366293563e-01
6.200000e+07	  3	  3000	   190	1.528857953427725e-03	3.162277660168376e+01	7.970440130821009e-01
6.300000e+07	  3	  3000	  1701	2.196151303075320e-03	3.162277660168376e+01	1.318612465637335e+00
6.400000e+07	  3	  3000	   899	1.288162303566188e-03	3.162277660168376e+01	1.841586085606443e+00
6.500000e+07	  3	  3000	   497	1.222146004464883e-03	3.162277660168376e+01	2.363942137669114e+00
6.600000e+07	  3	  3000	  2910	1.460125379672932e-03	3.162277660168376e+01	2.886813887389919e+00
6.700000e+07	  3	  3000	   933	1.271505533538909e-03	3.162277660168376e+01	3.411293053924111e+00
6.800000e+07	  3	  3000	  1164	1.758453456820419e-03	3.162277660168376e+01	3.931752536632612e+00
6.900000e+07	  3	  3000	   664	1.660396615051597e-03	3.162277660168376e+01	4.456228758568407e+00
7.000000e+07	  3	  3000	  1161	1.288519924405262e-03	3.162277660168376e+01	4.977616274464133e+00
7.100000e+07	  3	  3000	  1380	1.650728106945360e-03	3.162277660168376e+01	5.501181048873705e+00
7.200000e+07	  3	  3000	  2504	1.776527139612389e-03	3.162277660168376e+01	6.023278596160961e+00
7.300000e+07	  3	  3000	   152	2.375819810308722e-03	3.162277660168376e+01	6.545968071058454e+00
7.400000e+07	  3	  3000	  2552	1.469171856411099e-03	3.162277660168376e+01	7.068847920279209e+00
7.500000e+07	  3	  3000	  2341	1.416294336541991e-03	3.162277660168376e+01	7.591224897330261e+00
7.600000e+07	  3	  3000	   607	1.422674912810428e-03	3.162277660168376e+01	8.115012804529497e+00
7.700000e+07	  3	  3000	  2259	2.136707103453817e-03	3.162277660168376e+01	8.636980000290896e+00
collision No.1	4.042014e+01[yr]	i=1, j=2130	r_ij=6.324236661389827e-05	radius[1]+radius[2130]=6.338481524341289e-05
dE_heat=-1.490662e-09	dE_grav=1.423097e-09	dE_c=-4.351499e-17	v_imp=3.168142e-01
7.800000e+07	  3	  2999	  1106	1.830704082971041e-03	3.162277660168376e+01	9.160025447446753e+00
7.900000e+07	  3	  2999	  1481	1.696055483432153e-03	3.162277660168376e+01	9.683036500064965e+00
8.000000e+07	  3	  2999	   593	1.735657873683333e-03	3.162277660168376e+01	1.020559423088677e+01
8.100000e+07	  3	  2999	  2073	1.996070604657257e-03	4.216965034285818e+01	1.811388147119277e-01
8.200000e+07	  3	  2999	  1226	1.721930725150513e-03	4.216965034285818e+01	7.042848845283642e-01
8.300000e+07	  3	  2999	  2261	1.613455941863941e-03	4.216965034285818e+01	1.226297022023845e+00
8.400000e+07	  3	  2999	  1854	1.327413342151571e-03	4.216965034285818e+01	1.750831756876372e+00
8.500000e+07	  3	  2999	  1868	2.276396076312150e-03	4.216965034285818e+01	2.272707096982993e+00
8.600000e+07	  3	  2999	   699	1.869525695503137e-03	4.216965034285818e+01	2.796740777105652e+00
8.700000e+07	  3	  2999	  1801	1.117493097580652e-03	4.216965034285818e+01	3.317751516449416e+00
8.800000e+07	  3	  2999	   930	1.317156352948984e-03	4.216965034285818e+01	3.841005560472385e+00
8.900000e+07	  3	  2999	  1020	1.265294983685205e-03	4.216965034285818e+01	4.363154712994257e+00
9.000000e+07	  3	  2999	   233	1.708397943427878e-03	4.216965034285818e+01	4.887071866492291e+00
9.100000e+07	  3	  2999	  2947	1.273913133535832e-03	4.216965034285818e+01	5.409596253749597e+00
9.200000e+07	  3	  2999	  2983	1.541965447709476e-03	4.216965034285818e+01	5.933491374045751e+00
9.300000e+07	  3	  2999	   420	1.468666201230457e-03	4.216965034285818e+01	6.456412958313471e+00
9.400000e+07	  3	  2999	  1300	1.341629984652256e-03	4.216965034285818e+01	6.979731021616777e+00
9.500000e+07	  3	  2999	  2532	1.409717664256820e-03	4.216965034285818e+01	7.503651676680381e+00
9.600000e+07	  3	  2999	  2011	1.321530148520339e-03	4.216965034285818e+01	8.026076617585009e+00
9.700000e+07	  3	  2999	   223	2.139859985283271e-03	4.216965034285818e+01	8.549286711013872e+00
9.800000e+07	  3	  2999	   951	1.360367945033310e-03	4.216965034285818e+01	9.072269047355201e+00
9.900000e+07	  3	  2999	    58	2.176559119825421e-03	4.216965034285818e+01	9.595489111329430e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2999	  1473	1.862849944431064e-03	4.216965034285818e+01	1.011850490835286e+01
1.010000e+08	  3	  2999	  1866	1.937207813305026e-03	4.216965034285818e+01	1.064036357926576e+01
1.020000e+08	  3	  2999	  2694	1.417858892520323e-03	4.216965034285818e+01	1.116341841572308e+01
1.030000e+08	  3	  2999	  1276	1.642997754020620e-03	4.216965034285818e+01	1.168612874968113e+01
1.040000e+08	  3	  2999	  2742	2.231710300205669e-03	4.216965034285818e+01	1.220895118202505e+01
1.050000e+08	  3	  2999	  1497	1.705048903176028e-03	4.216965034285818e+01	1.273252541306952e+01
1.060000e+08	  3	  2999	  2781	1.242000214599596e-03	4.216965034285818e+01	1.325526179273205e+01
1.070000e+08	  3	  2999	  2165	1.940419590230824e-03	4.216965034285818e+01	1.377769272534727e+01
1.080000e+08	  3	  2999	   429	1.277560883700539e-03	5.623413251903484e+01	2.347752493895776e-01
1.090000e+08	  3	  2999	  1987	1.385862675923042e-03	5.623413251903484e+01	7.581930010165017e-01
1.100000e+08	  3	  2999	  2184	1.359086113853969e-03	5.623413251903484e+01	1.280995109375151e+00
1.110000e+08	  3	  2999	  2269	2.217849675048787e-03	5.623413251903484e+01	1.804271278517710e+00
1.120000e+08	  3	  2999	  1987	1.598121909351781e-03	5.623413251903484e+01	2.327684692871018e+00
1.130000e+08	  3	  2999	  1253	1.529199502805400e-03	5.623413251903484e+01	2.850372479396356e+00
1.140000e+08	  3	  2999	   985	1.262016783472558e-03	5.623413251903484e+01	3.373393330131908e+00
1.150000e+08	  3	  2999	  1596	1.323376949936425e-03	5.623413251903484e+01	3.896627584797583e+00
1.160000e+08	  3	  2999	  1827	1.419051837980697e-03	5.623413251903484e+01	4.419354924839880e+00
1.170000e+08	  3	  2999	  2968	1.891741155870626e-03	5.623413251903484e+01	4.942009862533206e+00
1.180000e+08	  3	  2999	  2094	2.085652992259883e-03	5.623413251903484e+01	5.464834079112252e+00
1.190000e+08	  3	  2999	  1505	1.568520665448588e-03	5.623413251903484e+01	5.986759051678170e+00
1.200000e+08	  3	  2999	   622	1.996161188286479e-03	5.623413251903484e+01	6.509134551756638e+00
1.210000e+08	  3	  2999	  2911	1.431932735151465e-03	5.623413251903484e+01	7.031755563487355e+00
1.220000e+08	  3	  2999	  1199	1.529719593953683e-03	5.623413251903484e+01	7.553851699306077e+00
1.230000e+08	  3	  2999	   574	1.872939129546752e-03	5.623413251903484e+01	8.075870716226392e+00
1.240000e+08	  3	  2999	  1592	1.052204009689063e-03	5.623413251903484e+01	8.597719956518857e+00
1.250000e+08	  3	  2999	  2120	1.413270720013418e-03	5.623413251903484e+01	9.120515446603449e+00
1.260000e+08	  3	  2999	  1045	1.235108757211313e-03	5.623413251903484e+01	9.643599545014837e+00
1.270000e+08	  3	  2999	  2585	1.369808842920922e-03	5.623413251903484e+01	1.016531335815354e+01
1.280000e+08	  3	  2999	  1795	2.063879289155431e-03	5.623413251903484e+01	1.068880425124822e+01
1.290000e+08	  3	  2999	  1157	1.567121228757759e-03	5.623413251903484e+01	1.120892630666144e+01
