myid = 36	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand37/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   886	1.534934002462062e-03	1.333521432163323e+00	2.429298964876622e-01
2.000000e+06	  1	  1000	   137	1.555293679967477e-03	2.371373705661654e+00	7.883320872755941e-01
3.000000e+06	  1	  1000	   496	1.456307567381902e-03	4.216965034285820e+00	4.494276668673227e-01
4.000000e+06	  1	  1000	   419	1.578388310332704e-03	5.623413251903486e+00	4.606211319243501e-01
collision No.1	6.568910e+00[yr]	i=1, j=310	r_ij=6.333299529362643e-05	radius[1]+radius[310]=6.338481524341289e-05
5.000000e+06	  1	  1000	   500	1.536556447007101e-03	7.498942093324552e+00	3.920752236514797e-02
6.000000e+06	  1	  1000	   156	1.493347253474833e-03	7.498942093324552e+00	1.522765116120541e+00
collision No.2	9.404253e+00[yr]	i=1, j=540	r_ij=6.321271418808464e-05	radius[1]+radius[540]=6.338481524341289e-05
7.000000e+06	  1	  1000	   414	1.466550290593316e-03	9.999999999999991e+00	5.744989290184048e-01
collision No.3	1.175124e+01[yr]	i=1, j=569	r_ij=6.326415409946173e-05	radius[1]+radius[569]=6.338481524341289e-05
8.000000e+06	  1	  1000	   970	1.460194966830451e-03	9.999999999999991e+00	2.162820077703138e+00
9.000000e+06	  1	  1000	   248	1.496173165826671e-03	1.333521432163323e+01	4.151290635117144e-01
1.000000e+07	  1	  1000	   884	1.665784905617899e-03	1.333521432163323e+01	1.993028422958566e+00
1.100000e+07	  1	  1000	   999	1.470391080260397e-03	1.333521432163323e+01	3.573048334735368e+00
1.200000e+07	  1	  1000	   244	1.593128848774447e-03	1.778279410038921e+01	7.017466323341944e-01
1.300000e+07	  1	  1000	   736	1.616605579094895e-03	1.778279410038921e+01	2.283529358196535e+00
collision No.4	2.038600e+01[yr]	i=1, j=778	r_ij=6.329009314293758e-05	radius[1]+radius[778]=6.338481524341289e-05
1.400000e+07	  1	  1000	   917	1.473190957275094e-03	1.778279410038921e+01	3.856888990185664e+00
collision No.5	2.251963e+01[yr]	i=1, j=233	r_ij=6.328803750474423e-05	radius[1]+radius[233]=6.338481524341289e-05
1.500000e+07	  1	  1000	   907	1.459719302904479e-03	1.778279410038921e+01	5.423788227736148e+00
