myid = 21	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/rand22/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	    29	1.565010427727866e-03	1.333521432163323e+00	2.440396763453033e-01
2.000000e+06	  1	  1000	   796	1.702612598021037e-03	2.371373705661654e+00	7.894529514357567e-01
3.000000e+06	  1	  1000	   512	1.901291535556782e-03	4.216965034285820e+00	5.278466013298557e-01
4.000000e+06	  1	  1000	   436	1.435012013428244e-03	5.623413251903486e+00	7.039391652355835e-01
5.000000e+06	  1	  1000	   300	1.653241215206135e-03	7.498942093324552e+00	4.130375563750786e-01
6.000000e+06	  1	  1000	   989	1.439516022008666e-03	7.498942093324552e+00	1.992660946764558e+00
7.000000e+06	  1	  1000	   508	1.534234233827074e-03	9.999999999999991e+00	1.073876280408141e+00
8.000000e+06	  1	  1000	   379	1.587889061806074e-03	9.999999999999991e+00	2.649261286564219e+00
9.000000e+06	  1	  1000	   658	1.820898243401636e-03	1.333521432163323e+01	8.931141907815140e-01
1.000000e+07	  1	  1000	   819	1.565428395321136e-03	1.333521432163323e+01	2.479683053830913e+00
1.100000e+07	  1	  1000	   630	1.617233954321992e-03	1.333521432163323e+01	4.063635897721361e+00
1.200000e+07	  1	  1000	    86	1.571387242728612e-03	1.778279410038921e+01	1.198762463062193e+00
1.300000e+07	  1	  1000	   850	1.596372955534810e-03	1.778279410038921e+01	2.785117062351872e+00
1.400000e+07	  1	  1000	   707	1.704149696361902e-03	1.778279410038921e+01	4.366112781283680e+00
1.500000e+07	  1	  1000	   574	1.604993350143746e-03	2.371373705661653e+01	1.305650026178828e-02
1.600000e+07	  1	  1000	   755	1.435409623137347e-03	2.371373705661653e+01	1.595088142533279e+00
1.700000e+07	  1	  1000	   566	1.394471231454240e-03	2.371373705661653e+01	3.176741277218170e+00
1.800000e+07	  1	  1000	   613	1.490522560948720e-03	2.371373705661653e+01	4.761205708800541e+00
1.900000e+07	  1	  1000	   615	1.501896854083491e-03	2.371373705661653e+01	6.337976138765281e+00
2.000000e+07	  1	  1000	   317	1.519581943490315e-03	3.162277660168376e+01	1.012605930160826e-02
2.100000e+07	  1	  1000	   885	1.483066212905789e-03	3.162277660168376e+01	1.588509256273387e+00
2.200000e+07	  1	  1000	   320	1.590837088640530e-03	3.162277660168376e+01	3.164505863790366e+00
2.300000e+07	  1	  1000	   344	1.695734716814818e-03	3.162277660168376e+01	4.740481939333854e+00
2.400000e+07	  1	  1000	    74	1.426981877431277e-03	3.162277660168376e+01	6.316510842634914e+00
2.500000e+07	  1	  1000	    51	1.632650412974225e-03	3.162277660168376e+01	7.894855509519807e+00
2.600000e+07	  1	  1000	   589	1.471443586538692e-03	3.162277660168376e+01	9.473157959125292e+00
2.700000e+07	  1	  1000	   690	1.805868120520350e-03	4.216965034285818e+01	5.059690837168780e-01
2.800000e+07	  1	  1000	   837	1.547403568140487e-03	4.216965034285818e+01	2.086556703577265e+00
2.900000e+07	  1	  1000	   558	1.829425614327138e-03	4.216965034285818e+01	3.668470098644118e+00
3.000000e+07	  1	  1000	   117	1.681440383637432e-03	4.216965034285818e+01	5.249972960895370e+00
3.100000e+07	  1	  1000	   776	1.794029739078584e-03	4.216965034285818e+01	6.832858642734735e+00
3.200000e+07	  1	  1000	   157	1.681000205517143e-03	4.216965034285818e+01	8.412321532280480e+00
3.300000e+07	  1	  1000	   568	1.718344857475509e-03	4.216965034285818e+01	9.971456557079309e+00
collision No.1	5.216563e+01[yr]	i=1, j=274	r_ij=6.326500427773935e-05	radius[1]+radius[274]=6.338481524341289e-05
dE_heat=-1.411627e-09	dE_grav=1.422587e-09	dE_c=-3.365255e-18	v_imp=3.083011e-01
3.400000e+07	  1	   999	   533	1.439589306312326e-03	4.216965034285818e+01	1.154872324417500e+01
3.500000e+07	  1	   999	   829	1.617116167095933e-03	4.216965034285818e+01	1.313257118841259e+01
3.600000e+07	  1	   999	   386	1.619953760026650e-03	5.623413251903484e+01	6.508904378468195e-01
3.700000e+07	  1	   999	   696	1.323156112233098e-03	5.623413251903484e+01	2.230350819456942e+00
collision No.2	5.937345e+01[yr]	i=1, j=901	r_ij=6.347461067363888e-05	radius[1]+radius[901]=6.355807079488190e-05
dE_heat=-1.442781e-09	dE_grav=1.432069e-09	dE_c=3.003589e-17	v_imp=3.116693e-01
3.800000e+07	  1	   998	   442	1.391481857259066e-03	5.623413251903484e+01	3.809448892205789e+00
3.900000e+07	  1	   998	   970	1.883499076145623e-03	5.623413251903484e+01	5.393450180083516e+00
4.000000e+07	  1	   998	   933	1.661602631617200e-03	5.623413251903484e+01	6.978303692501759e+00
4.100000e+07	  1	   998	   130	1.804865990292115e-03	5.623413251903484e+01	8.564202227904339e+00
4.200000e+07	  1	   998	   648	1.868050905694754e-03	5.623413251903484e+01	1.014614666219889e+01
4.300000e+07	  1	   998	   589	1.584749541679639e-03	5.623413251903484e+01	1.173174163136919e+01
4.400000e+07	  1	   998	   825	1.515314806672260e-03	5.623413251903484e+01	1.331681756973628e+01
4.500000e+07	  1	   998	   218	1.969439917270199e-03	5.623413251903484e+01	1.490154423730188e+01
4.600000e+07	  1	   998	    64	1.612223638671453e-03	5.623413251903484e+01	1.648336674673391e+01
4.700000e+07	  1	   998	   519	1.787243163556974e-03	5.623413251903484e+01	1.806821447723230e+01
4.800000e+07	  1	   998	    95	1.532090026489194e-03	7.498942093324548e+01	8.951976644985100e-01
4.900000e+07	  1	   998	   768	1.418661370339399e-03	7.498942093324548e+01	2.478438105663249e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	   998	    13	1.433011792676378e-03	7.498942093324548e+01	4.062963404311588e+00
5.100000e+07	  1	   998	   883	1.457439106130851e-03	7.498942093324548e+01	5.642045149270685e+00
5.200000e+07	  1	   998	   950	1.664284097682548e-03	7.498942093324548e+01	7.225777778553294e+00
5.300000e+07	  1	   998	   351	1.351741559742604e-03	7.498942093324548e+01	8.812567702929574e+00
5.400000e+07	  1	   998	    44	1.580624074404047e-03	7.498942093324548e+01	1.039590796233387e+01
5.500000e+07	  1	   998	   610	1.845824624886011e-03	7.498942093324548e+01	1.198106440331779e+01
5.600000e+07	  1	   998	   283	1.648312384758353e-03	7.498942093324548e+01	1.356339270452644e+01
5.700000e+07	  1	   998	   918	1.402944813247178e-03	7.498942093324548e+01	1.514509936533322e+01
5.800000e+07	  1	   998	    90	1.754416160492694e-03	7.498942093324548e+01	1.672711781386523e+01
5.900000e+07	  1	   998	   180	1.670480588791814e-03	7.498942093324548e+01	1.831557892251076e+01
6.000000e+07	  1	   998	   604	1.476529239777529e-03	7.498942093324548e+01	1.989760954908986e+01
6.100000e+07	  1	   998	   686	1.868802287264125e-03	7.498942093324548e+01	2.147451871937098e+01
6.200000e+07	  1	   998	   817	1.921693614504690e-03	7.498942093324548e+01	2.305959842725181e+01
6.300000e+07	  1	   998	   396	1.618918376330191e-03	7.498942093324548e+01	2.463631582689843e+01
6.400000e+07	  1	   998	   928	2.188277584977735e-03	9.999999999999986e+01	1.208432388669447e+00
6.500000e+07	  1	   998	   533	1.467958218760341e-03	9.999999999999986e+01	2.789333488717632e+00
6.600000e+07	  1	   998	   172	1.391081123294286e-03	9.999999999999986e+01	4.372286116152387e+00
6.700000e+07	  1	   998	   258	1.585360135811327e-03	9.999999999999986e+01	5.949284345049338e+00
collision No.3	1.060637e+02[yr]	i=1, j=624	r_ij=6.355549657188375e-05	radius[1]+radius[624]=6.373018648657143e-05
dE_heat=-1.439470e-09	dE_grav=1.444407e-09	dE_c=-2.694172e-17	v_imp=3.112965e-01
6.800000e+07	  1	   997	   961	1.451014820032699e-03	9.999999999999986e+01	7.530873702958876e+00
6.900000e+07	  1	   997	   919	1.459260069490566e-03	9.999999999999986e+01	9.112050049838491e+00
7.000000e+07	  1	   997	    54	1.499392944234377e-03	9.999999999999986e+01	1.069418576859225e+01
7.100000e+07	  1	   997	   702	1.532402776733953e-03	9.999999999999986e+01	1.227840901337798e+01
7.200000e+07	  1	   997	   476	1.562198966352965e-03	9.999999999999986e+01	1.386058315784422e+01
7.300000e+07	  1	   997	   732	1.608367902877962e-03	9.999999999999986e+01	1.543878866431523e+01
7.400000e+07	  1	   997	   112	1.441770098997579e-03	9.999999999999986e+01	1.702089251229857e+01
7.500000e+07	  1	   997	   140	1.349467741076361e-03	9.999999999999986e+01	1.860530872809939e+01
7.600000e+07	  1	   997	   253	1.685847032980210e-03	9.999999999999986e+01	2.018368173377335e+01
7.700000e+07	  1	   997	   698	1.934706815173024e-03	9.999999999999986e+01	2.176873611094591e+01
7.800000e+07	  1	   997	   688	1.311332753040637e-03	9.999999999999986e+01	2.335362501961303e+01
7.900000e+07	  1	   997	   323	1.837704896844065e-03	9.999999999999986e+01	2.494106580654523e+01
8.000000e+07	  1	   997	   794	1.435189540974010e-03	9.999999999999986e+01	2.652051228876846e+01
8.100000e+07	  1	   997	   434	2.036838923918855e-03	9.999999999999986e+01	2.810654991307302e+01
8.200000e+07	  1	   997	   445	1.418842895075861e-03	9.999999999999986e+01	2.969109147747771e+01
8.300000e+07	  1	   997	   647	1.283075097159241e-03	9.999999999999986e+01	3.127656221114574e+01
8.400000e+07	  1	   997	   672	1.547110165968568e-03	9.999999999999986e+01	3.286054475411821e+01
8.500000e+07	  1	   997	   505	1.459498939229582e-03	1.333521432163322e+02	1.093911236817845e+00
8.600000e+07	  1	   997	   259	1.435011133777227e-03	1.333521432163322e+02	2.676462207056152e+00
8.700000e+07	  1	   997	   545	1.736359942327751e-03	1.333521432163322e+02	4.259840139974860e+00
8.800000e+07	  1	   997	   497	1.535670200576444e-03	1.333521432163322e+02	5.842782836189913e+00
8.900000e+07	  1	   997	   568	1.169367369277994e-03	1.333521432163322e+02	7.424714392292315e+00
9.000000e+07	  1	   997	   722	1.280392725596838e-03	1.333521432163322e+02	9.008573128924528e+00
9.100000e+07	  1	   997	   633	1.513267486564613e-03	1.333521432163322e+02	1.059408338672048e+01
9.200000e+07	  1	   997	     3	1.811564945884398e-03	1.333521432163322e+02	1.217580802951562e+01
9.300000e+07	  1	   997	   253	1.627126999072251e-03	1.333521432163322e+02	1.376317654382115e+01
9.400000e+07	  1	   997	   426	1.756668140296040e-03	1.333521432163322e+02	1.534839172838147e+01
9.500000e+07	  1	   997	   670	2.059637186010004e-03	1.333521432163322e+02	1.693600511942299e+01
collision No.4	1.505524e+02[yr]	i=1, j=108	r_ij=6.374639520498835e-05	radius[1]+radius[108]=6.390118088350256e-05
dE_heat=-1.452835e-09	dE_grav=1.454200e-09	dE_c=-5.571110e-17	v_imp=3.127235e-01
9.600000e+07	  1	   996	   222	1.811470454144475e-03	1.333521432163322e+02	1.851995256947423e+01
