myid = 7	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_noacc/rand08/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =1.347304e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   516	2.585706901247252e-03	4.216965034285821e-01	6.225967655742975e-02
2.000000e+06	  3	  3000	  2642	2.388874063902990e-03	9.999999999999994e-01	5.366363320400260e-03
3.000000e+06	  3	  3000	  1863	1.233107555278356e-03	1.333521432163323e+00	1.944640092429050e-01
4.000000e+06	  3	  3000	  2626	1.599860972143622e-03	1.778279410038922e+00	2.741547457158858e-01
5.000000e+06	  3	  3000	  1099	1.762839268382280e-03	2.371373705661654e+00	2.042207088503900e-01
6.000000e+06	  3	  3000	  2127	1.224014631760202e-03	2.371373705661654e+00	7.280671377956149e-01
7.000000e+06	  3	  3000	   856	1.226292900049901e-03	3.162277660168377e+00	4.607730351727684e-01
8.000000e+06	  3	  3000	  2123	1.093166492570911e-03	3.162277660168377e+00	9.844678716527120e-01
9.000000e+06	  3	  3000	   100	1.608767006866224e-03	4.216965034285820e+00	4.530012279398084e-01
1.000000e+07	  3	  3000	   403	1.467742414617296e-03	4.216965034285820e+00	9.770045372225897e-01
1.100000e+07	  3	  3000	  3000	2.025538362042901e-03	5.623413251903486e+00	9.430526000453900e-02
1.200000e+07	  3	  3000	   405	1.535104074956579e-03	5.623413251903486e+00	6.191930361018579e-01
1.300000e+07	  3	  3000	   672	1.378786687996957e-03	5.623413251903486e+00	1.143983963577996e+00
1.400000e+07	  3	  3000	  1799	1.227419381592958e-03	5.623413251903486e+00	1.667943092814102e+00
1.500000e+07	  3	  3000	   477	1.324905964951678e-03	7.498942093324552e+00	3.170491183981640e-01
1.600000e+07	  3	  3000	  1241	1.917683937980296e-03	7.498942093324552e+00	8.400313742898791e-01
1.700000e+07	  3	  3000	  2154	1.514680035626647e-03	7.498942093324552e+00	1.365675766635311e+00
1.800000e+07	  3	  3000	  2744	1.698648265741519e-03	7.498942093324552e+00	1.888822278249484e+00
1.900000e+07	  3	  3000	   270	1.757332851710647e-03	7.498942093324552e+00	2.414012744915242e+00
2.000000e+07	  3	  3000	  2177	2.142446433539325e-03	9.999999999999991e+00	4.349118027578869e-01
2.100000e+07	  3	  3000	   604	1.911144747508748e-03	9.999999999999991e+00	9.602961311832926e-01
2.200000e+07	  3	  3000	   934	2.008794988058339e-03	9.999999999999991e+00	1.483501927372384e+00
2.300000e+07	  3	  3000	   328	1.022831751523470e-03	9.999999999999991e+00	2.008139814589571e+00
2.400000e+07	  3	  3000	  1224	1.424412616781095e-03	9.999999999999991e+00	2.532730803870684e+00
2.500000e+07	  3	  3000	   256	1.608878609871861e-03	9.999999999999991e+00	3.056883110139014e+00
2.600000e+07	  3	  3000	   554	1.443222547725652e-03	1.333521432163323e+01	2.462226351672883e-01
2.700000e+07	  3	  3000	   486	1.842305761785048e-03	1.333521432163323e+01	7.687145657116559e-01
2.800000e+07	  3	  3000	   560	1.286699635748114e-03	1.333521432163323e+01	1.293561891585820e+00
2.900000e+07	  3	  3000	   354	2.185429151227076e-03	1.333521432163323e+01	1.817398211564609e+00
3.000000e+07	  3	  3000	   324	1.745692586030983e-03	1.333521432163323e+01	2.341502676168706e+00
3.100000e+07	  3	  3000	  1840	1.158197657928100e-03	1.333521432163323e+01	2.866352960156986e+00
3.200000e+07	  3	  3000	  1400	1.941061636720453e-03	1.333521432163323e+01	3.390730902819715e+00
3.300000e+07	  3	  3000	   413	1.271809407118412e-03	1.333521432163323e+01	3.915838464994378e+00
3.400000e+07	  3	  3000	   660	1.633947363250268e-03	1.333521432163323e+01	4.440130389517598e+00
3.500000e+07	  3	  3000	    80	1.180280921441549e-03	1.778279410038921e+01	5.162293089271228e-01
3.600000e+07	  3	  3000	  2214	1.310188161464765e-03	1.778279410038921e+01	1.040919817302242e+00
3.700000e+07	  3	  3000	  2821	1.535542851695542e-03	1.778279410038921e+01	1.565263984832816e+00
3.800000e+07	  3	  3000	   946	1.427027190418079e-03	1.778279410038921e+01	2.089893491225284e+00
3.900000e+07	  3	  3000	  2999	1.577902357850656e-03	1.778279410038921e+01	2.613871058344555e+00
4.000000e+07	  3	  3000	   206	2.474106165576177e-03	1.778279410038921e+01	3.137738983834771e+00
4.100000e+07	  3	  3000	   728	1.326829944521226e-03	1.778279410038921e+01	3.662751228528260e+00
4.200000e+07	  3	  3000	  1819	1.366782647622830e-03	1.778279410038921e+01	4.186351031342937e+00
4.300000e+07	  3	  3000	  2367	1.745970240128986e-03	1.778279410038921e+01	4.711418645213520e+00
4.400000e+07	  3	  3000	  2646	1.664405314601780e-03	1.778279410038921e+01	5.234837816705012e+00
4.500000e+07	  3	  3000	   231	1.422183317131712e-03	1.778279410038921e+01	5.757742300595185e+00
4.600000e+07	  3	  3000	   367	1.432728804791848e-03	2.371373705661653e+01	3.515705057873626e-01
4.700000e+07	  3	  3000	  1403	1.269756111256881e-03	2.371373705661653e+01	8.744004719195552e-01
4.800000e+07	  3	  3000	  1962	2.043738655857784e-03	2.371373705661653e+01	1.400536535025616e+00
4.900000e+07	  3	  3000	   114	1.728066394227507e-03	2.371373705661653e+01	1.924042907338153e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  2802	1.594759264189038e-03	2.371373705661653e+01	2.448916954982780e+00
5.100000e+07	  3	  3000	   633	1.353202314534433e-03	2.371373705661653e+01	2.973164231353664e+00
5.200000e+07	  3	  3000	  1820	1.166785509337037e-03	2.371373705661653e+01	3.496360047022485e+00
