myid = 9	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   903	1.756540721002783e-03	1.333521432163323e+00	2.440300128066375e-01
2.000000e+06	  1	  1000	   502	1.540956403420162e-03	2.371373705661654e+00	7.859665992487522e-01
3.000000e+06	  1	  1000	   432	1.576876163598205e-03	4.216965034285820e+00	5.221519592080200e-01
4.000000e+06	  1	  1000	    95	1.384051537570117e-03	5.623413251903486e+00	6.956447589436999e-01
5.000000e+06	  1	  1000	   267	1.319651739553731e-03	7.498942093324552e+00	4.026926541917609e-01
6.000000e+06	  1	  1000	   834	1.470344329133053e-03	7.498942093324552e+00	1.986583841244512e+00
7.000000e+06	  1	  1000	   293	1.473825768908819e-03	9.999999999999991e+00	1.064199565562237e+00
8.000000e+06	  1	  1000	   228	1.749430583305659e-03	9.999999999999991e+00	2.645401350866775e+00
9.000000e+06	  1	  1000	   726	1.624465131598903e-03	1.333521432163323e+01	8.895839775326767e-01
1.000000e+07	  1	  1000	   903	1.790098786079670e-03	1.333521432163323e+01	2.469344891200898e+00
1.100000e+07	  1	  1000	    81	1.509751337510254e-03	1.333521432163323e+01	4.046078317446115e+00
1.200000e+07	  1	  1000	   686	1.482238122906147e-03	1.778279410038921e+01	1.172323125249110e+00
1.300000e+07	  1	  1000	   392	1.731162606632484e-03	1.778279410038921e+01	2.749865645632056e+00
1.400000e+07	  1	  1000	   868	1.351263630318131e-03	1.778279410038921e+01	4.331305617430411e+00
1.500000e+07	  1	  1000	   700	1.482724450011943e-03	1.778279410038921e+01	5.911582436043719e+00
1.600000e+07	  1	  1000	   918	1.657369399098808e-03	2.371373705661653e+01	1.563870303319431e+00
1.700000e+07	  1	  1000	   547	1.638881402154690e-03	2.371373705661653e+01	3.141523587723148e+00
1.800000e+07	  1	  1000	   858	1.349413367105595e-03	2.371373705661653e+01	4.725206411257154e+00
1.900000e+07	  1	  1000	   144	1.953898958001921e-03	2.371373705661653e+01	6.305438267725276e+00
collision No.1	3.140846e+01[yr]	i=1, j=224	r_ij=6.338251291805308e-05	radius[1]+radius[224]=6.338481524341289e-05
2.000000e+07	  1	  1000	   544	1.692881658949423e-03	2.371373705661653e+01	7.874226254054602e+00
2.100000e+07	  1	  1000	   459	1.381232053354618e-03	3.162277660168376e+01	1.544568287558600e+00
2.200000e+07	  1	  1000	   447	1.697671178097818e-03	3.162277660168376e+01	3.123573567483499e+00
2.300000e+07	  1	  1000	   878	1.595251710849892e-03	3.162277660168376e+01	4.706836242909000e+00
2.400000e+07	  1	  1000	   952	1.761882803776097e-03	3.162277660168376e+01	6.280073462108843e+00
2.500000e+07	  1	  1000	   205	1.541149269774942e-03	3.162277660168376e+01	7.855545876132592e+00
2.600000e+07	  1	  1000	   165	1.520130413082777e-03	3.162277660168376e+01	9.436685424473421e+00
2.700000e+07	  1	  1000	    87	1.566013975938065e-03	4.216965034285818e+01	4.657182605286954e-01
2.800000e+07	  1	  1000	   343	1.647633191930953e-03	4.216965034285818e+01	2.045658402401712e+00
2.900000e+07	  1	  1000	   182	1.619307003289783e-03	4.216965034285818e+01	3.626273606190835e+00
3.000000e+07	  1	  1000	   527	1.827216410295944e-03	4.216965034285818e+01	5.203973494627112e+00
3.100000e+07	  1	  1000	   656	1.856385713519066e-03	4.216965034285818e+01	6.780184243118947e+00
3.200000e+07	  1	  1000	   711	1.816420814771612e-03	4.216965034285818e+01	8.364417939366151e+00
3.300000e+07	  1	  1000	    24	1.790407636635585e-03	4.216965034285818e+01	9.945948578509991e+00
collision No.2	5.302367e+01[yr]	i=1, j=915	r_ij=6.319482441743560e-05	radius[1]+radius[915]=6.338481524341289e-05
3.400000e+07	  1	  1000	   423	1.649518747378269e-03	4.216965034285818e+01	1.152496934847994e+01
3.500000e+07	  1	  1000	   514	1.412294568107185e-03	4.216965034285818e+01	1.310324001457384e+01
3.600000e+07	  1	  1000	   268	1.397180870787608e-03	5.623413251903484e+01	6.135317228864828e-01
3.700000e+07	  1	  1000	   658	1.444918655115670e-03	5.623413251903484e+01	2.188446772352889e+00
3.800000e+07	  1	  1000	   778	1.652568533357229e-03	5.623413251903484e+01	3.769341241843112e+00
3.900000e+07	  1	  1000	    30	1.685137069431813e-03	5.623413251903484e+01	5.342864414960817e+00
4.000000e+07	  1	  1000	   491	1.473142321610423e-03	5.623413251903484e+01	6.921550674729965e+00
4.100000e+07	  1	  1000	   688	1.727625041727309e-03	5.623413251903484e+01	8.499835731446886e+00
4.200000e+07	  1	  1000	   336	1.310688215151390e-03	5.623413251903484e+01	1.007899767854911e+01
4.300000e+07	  1	  1000	   129	1.600502204194597e-03	5.623413251903484e+01	1.166036600844271e+01
4.400000e+07	  1	  1000	   675	1.439307518547275e-03	5.623413251903484e+01	1.323738945403573e+01
4.500000e+07	  1	  1000	   304	1.597689436093156e-03	5.623413251903484e+01	1.481800926203586e+01
4.600000e+07	  1	  1000	   350	1.540450884405301e-03	5.623413251903484e+01	1.639604164376235e+01
4.700000e+07	  1	  1000	   400	1.642420051329134e-03	5.623413251903484e+01	1.797998460994139e+01
4.800000e+07	  1	  1000	     9	1.645364514631080e-03	7.498942093324548e+01	8.031367965387238e-01
4.900000e+07	  1	  1000	    26	1.716128499952441e-03	7.498942093324548e+01	2.379838487033829e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   597	1.695422621978123e-03	7.498942093324548e+01	3.952514123522576e+00
5.100000e+07	  1	  1000	   413	1.466318716419027e-03	7.498942093324548e+01	5.525276062526610e+00
5.200000e+07	  1	  1000	   419	1.389884418908179e-03	7.498942093324548e+01	7.105106533818748e+00
5.300000e+07	  1	  1000	   896	1.521331754939420e-03	7.498942093324548e+01	8.682007823362097e+00
5.400000e+07	  1	  1000	   462	1.510791401286321e-03	7.498942093324548e+01	1.026384111154348e+01
5.500000e+07	  1	  1000	   666	1.482102462383473e-03	7.498942093324548e+01	1.183716015849837e+01
5.600000e+07	  1	  1000	   388	1.747734617142113e-03	7.498942093324548e+01	1.340788847281294e+01
5.700000e+07	  1	  1000	   453	1.298528797497039e-03	7.498942093324548e+01	1.498466207394399e+01
5.800000e+07	  1	  1000	   139	1.438122526582183e-03	7.498942093324548e+01	1.656241259584947e+01
5.900000e+07	  1	  1000	   241	1.483380307403629e-03	7.498942093324548e+01	1.812636154770540e+01
6.000000e+07	  1	  1000	    85	1.832542257641746e-03	7.498942093324548e+01	1.970561798683033e+01
6.100000e+07	  1	  1000	   641	1.625655038665622e-03	7.498942093324548e+01	2.128672462059518e+01
6.200000e+07	  1	  1000	   736	1.818450658702079e-03	7.498942093324548e+01	2.285842545771460e+01
6.300000e+07	  1	  1000	   732	1.618953814853091e-03	7.498942093324548e+01	2.443382753912192e+01
6.400000e+07	  1	  1000	   212	1.724943003315247e-03	9.999999999999986e+01	1.001682340504160e+00
6.500000e+07	  1	  1000	   208	1.572310660126821e-03	9.999999999999986e+01	2.574795775356589e+00
6.600000e+07	  1	  1000	   298	1.424310650444797e-03	9.999999999999986e+01	4.151905972590893e+00
