myid = 12	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/rand13/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   708	1.558463568653917e-03	1.333521432163323e+00	2.446509993176377e-01
2.000000e+06	  1	  1000	   558	1.613561772100791e-03	2.371373705661654e+00	7.886754183399292e-01
3.000000e+06	  1	  1000	   680	1.390897198830696e-03	4.216965034285820e+00	5.166891916196025e-01
collision No.1	6.266680e+00[yr]	i=1, j=961	r_ij=6.337421786823352e-05	radius[1]+radius[961]=6.338481524341289e-05
dE_heat=-1.219126e-09	dE_grav=1.211122e-09	dE_c=-5.437007e-17	v_imp=3.100228e-01
4.000000e+06	  1	   999	   527	1.573126825783715e-03	5.623413251903486e+00	6.902344140377666e-01
5.000000e+06	  1	   999	   507	1.563558492917662e-03	7.498942093324552e+00	3.964218743637561e-01
6.000000e+06	  1	   999	   587	1.338733476949674e-03	7.498942093324552e+00	1.977987820662002e+00
7.000000e+06	  1	   999	   719	1.638581920025415e-03	9.999999999999991e+00	1.058607436349765e+00
collision No.2	1.194202e+01[yr]	i=1, j=101	r_ij=6.348855812498962e-05	radius[1]+radius[101]=6.353264324932478e-05
dE_heat=-1.181569e-09	dE_grav=1.183393e-09	dE_c=8.571858e-17	v_imp=3.097505e-01
8.000000e+06	  1	   998	   956	1.719967340601243e-03	9.999999999999991e+00	2.642337454309256e+00
9.000000e+06	  1	   998	   942	1.562772662783614e-03	1.333521432163323e+01	8.889752679335285e-01
1.000000e+07	  1	   998	   104	1.522080163413959e-03	1.333521432163323e+01	2.473921208846871e+00
1.100000e+07	  1	   998	   721	1.733039928713317e-03	1.333521432163323e+01	4.060047683551340e+00
1.200000e+07	  1	   998	   787	1.616180236731261e-03	1.778279410038921e+01	1.196068479835334e+00
1.300000e+07	  1	   998	   711	1.590303918340870e-03	1.778279410038921e+01	2.781263438443240e+00
1.400000e+07	  1	   998	   535	1.495552071015605e-03	1.778279410038921e+01	4.358327218337698e+00
1.500000e+07	  1	   998	   248	1.334435606776347e-03	2.371373705661653e+01	1.253584077722082e-02
