myid = 25	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand26/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	    58	1.469774190222699e-03	1.333521432163323e+00	2.268278724318349e-01
collision No.1	2.217867e+00[yr]	i=1, j=631	r_ij=6.319602877921451e-05	radius[1]+radius[631]=6.338481524341289e-05
2.000000e+06	  1	  1000	   679	1.657518957649287e-03	2.371373705661654e+00	7.458795595064065e-01
3.000000e+06	  1	  1000	     2	1.559637041934349e-03	4.216965034285820e+00	4.645483733681453e-01
4.000000e+06	  1	  1000	   252	1.560066125328038e-03	5.623413251903486e+00	6.235234913190221e-01
collision No.2	7.361477e+00[yr]	i=1, j=953	r_ij=6.337503738501741e-05	radius[1]+radius[953]=6.338481524341289e-05
5.000000e+06	  1	  1000	   806	1.703036615587180e-03	7.498942093324552e+00	3.104230337291800e-01
6.000000e+06	  1	  1000	   477	1.483838593751621e-03	7.498942093324552e+00	1.883861933510688e+00
7.000000e+06	  1	  1000	   109	1.739813895519143e-03	9.999999999999991e+00	9.447920594769122e-01
collision No.3	1.146028e+01[yr]	i=1, j=103	r_ij=6.326349781320074e-05	radius[1]+radius[103]=6.338481524341289e-05
collision No.4	1.166599e+01[yr]	i=1, j=582	r_ij=6.328997822325543e-05	radius[1]+radius[582]=6.338481524341289e-05
8.000000e+06	  1	  1000	   924	1.443066821689693e-03	9.999999999999991e+00	2.489631236418946e+00
9.000000e+06	  1	  1000	   174	1.660076562029070e-03	1.333521432163323e+01	7.312720553352482e-01
1.000000e+07	  1	  1000	   485	1.679762943235600e-03	1.333521432163323e+01	2.298051545885975e+00
1.100000e+07	  1	  1000	   893	1.796858156766965e-03	1.333521432163323e+01	3.882674841701601e+00
1.200000e+07	  1	  1000	   602	1.529466007298928e-03	1.778279410038921e+01	1.015485768994118e+00
1.300000e+07	  1	  1000	   993	1.502520130004505e-03	1.778279410038921e+01	2.595274587105701e+00
collision No.5	2.046134e+01[yr]	i=1, j=706	r_ij=6.324834473571034e-05	radius[1]+radius[706]=6.338481524341289e-05
1.400000e+07	  1	  1000	   625	1.643578458321345e-03	1.778279410038921e+01	4.170786767507671e+00
1.500000e+07	  1	  1000	   215	1.464593557115290e-03	1.778279410038921e+01	5.746244664414445e+00
1.600000e+07	  1	  1000	   144	1.726186447842908e-03	2.371373705661653e+01	1.387577247195327e+00
collision No.6	2.649638e+01[yr]	i=1, j=410	r_ij=6.323535157286995e-05	radius[1]+radius[410]=6.338481524341289e-05
1.700000e+07	  1	  1000	   103	1.529233071467914e-03	2.371373705661653e+01	2.960419230899304e+00
1.800000e+07	  1	  1000	   370	1.408456108715862e-03	2.371373705661653e+01	4.529169667334727e+00
1.900000e+07	  1	  1000	   967	1.449779937480650e-03	2.371373705661653e+01	6.116506332195599e+00
2.000000e+07	  1	  1000	   695	1.548286349603093e-03	2.371373705661653e+01	7.693310055673410e+00
2.100000e+07	  1	  1000	   197	1.761652802403000e-03	3.162277660168376e+01	1.363339681848167e+00
2.200000e+07	  1	  1000	    90	1.706316979146634e-03	3.162277660168376e+01	2.943287759564535e+00
2.300000e+07	  1	  1000	   205	1.649912297063875e-03	3.162277660168376e+01	4.527481112197480e+00
collision No.7	3.733022e+01[yr]	i=1, j=232	r_ij=6.334897276871462e-05	radius[1]+radius[232]=6.338481524341289e-05
2.400000e+07	  1	  1000	   367	1.415734964638024e-03	3.162277660168376e+01	6.090474820668176e+00
collision No.8	3.798614e+01[yr]	i=1, j=277	r_ij=6.328334599402518e-05	radius[1]+radius[277]=6.338481524341289e-05
2.500000e+07	  1	  1000	   280	1.554237165071050e-03	3.162277660168376e+01	7.662050998875566e+00
2.600000e+07	  1	  1000	   889	1.621160517402324e-03	3.162277660168376e+01	9.230251446517183e+00
2.700000e+07	  1	  1000	   376	1.809694079594650e-03	4.216965034285818e+01	2.581727569495047e-01
2.800000e+07	  1	  1000	   789	1.653424487679591e-03	4.216965034285818e+01	1.820675692043661e+00
2.900000e+07	  1	  1000	   637	1.663812570931704e-03	4.216965034285818e+01	3.397932368111737e+00
3.000000e+07	  1	  1000	   123	1.591176032275587e-03	4.216965034285818e+01	4.946942943218804e+00
3.100000e+07	  1	  1000	    93	1.457131992902708e-03	4.216965034285818e+01	6.508805910532223e+00
3.200000e+07	  1	  1000	   837	1.700262116487028e-03	4.216965034285818e+01	8.093757658031580e+00
collision No.9	5.039406e+01[yr]	i=1, j=704	r_ij=6.329517007360046e-05	radius[1]+radius[704]=6.338481524341289e-05
collision No.10	5.115651e+01[yr]	i=1, j=652	r_ij=6.320553589990728e-05	radius[1]+radius[652]=6.338481524341289e-05
3.300000e+07	  1	  1000	   634	1.639511144134688e-03	4.216965034285818e+01	9.651599931089624e+00
3.400000e+07	  1	  1000	   655	1.548175829260324e-03	4.216965034285818e+01	1.121696789491550e+01
3.500000e+07	  1	  1000	   340	1.538625506914294e-03	4.216965034285818e+01	1.277142720688752e+01
3.600000e+07	  1	  1000	   990	1.659128188068607e-03	5.623413251903484e+01	2.837793536113754e-01
collision No.11	5.780996e+01[yr]	i=1, j=37	r_ij=6.321081346563205e-05	radius[1]+radius[37]=6.338481524341289e-05
3.700000e+07	  1	  1000	   336	1.664583572902047e-03	5.623413251903484e+01	1.837590787878473e+00
3.800000e+07	  1	  1000	   142	1.730193691751985e-03	5.623413251903484e+01	3.405910941382767e+00
collision No.12	6.049090e+01[yr]	i=1, j=13	r_ij=6.334182849251079e-05	radius[1]+radius[13]=6.338481524341289e-05
3.900000e+07	  1	  1000	   798	1.548847778735015e-03	5.623413251903484e+01	4.978793392029735e+00
4.000000e+07	  1	  1000	   374	1.529004771374316e-03	5.623413251903484e+01	6.548577646685583e+00
collision No.13	6.343286e+01[yr]	i=1, j=15	r_ij=6.337290354317089e-05	radius[1]+radius[15]=6.338481524341289e-05
4.100000e+07	  1	  1000	   348	1.589958092033979e-03	5.623413251903484e+01	8.116050080461282e+00
4.200000e+07	  1	  1000	   952	1.513309466369094e-03	5.623413251903484e+01	9.680094552061622e+00
4.300000e+07	  1	  1000	   786	1.754048571720882e-03	5.623413251903484e+01	1.125216667967755e+01
4.400000e+07	  1	  1000	   554	1.633944054911490e-03	5.623413251903484e+01	1.283061251605274e+01
4.500000e+07	  1	  1000	   839	1.437874413824421e-03	5.623413251903484e+01	1.439846068860430e+01
4.600000e+07	  1	  1000	   808	1.467077815157150e-03	5.623413251903484e+01	1.596968862026972e+01
4.700000e+07	  1	  1000	   597	1.666114455023856e-03	5.623413251903484e+01	1.755205393107540e+01
4.800000e+07	  1	  1000	   621	1.528548406925747e-03	7.498942093324548e+01	3.796789128494270e-01
4.900000e+07	  1	  1000	   762	1.801562082165624e-03	7.498942093324548e+01	1.962389436793012e+00
collision No.14	7.824030e+01[yr]	i=1, j=140	r_ij=6.327384271174837e-05	radius[1]+radius[140]=6.338481524341289e-05
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   662	1.469729356430631e-03	7.498942093324548e+01	3.531804516725816e+00
5.100000e+07	  1	  1000	   734	1.499886338082393e-03	7.498942093324548e+01	5.110430749314931e+00
5.200000e+07	  1	  1000	   151	1.607028084779372e-03	7.498942093324548e+01	6.693311381432403e+00
collision No.15	8.293986e+01[yr]	i=1, j=849	r_ij=6.322608786512450e-05	radius[1]+radius[849]=6.338481524341289e-05
5.300000e+07	  1	  1000	   974	1.694293095782589e-03	7.498942093324548e+01	8.260548646211584e+00
5.400000e+07	  1	  1000	   922	1.571466617305152e-03	7.498942093324548e+01	9.847682823995802e+00
5.500000e+07	  1	  1000	   125	1.598379707908422e-03	7.498942093324548e+01	1.140528096760975e+01
collision No.16	8.706563e+01[yr]	i=1, j=582	r_ij=6.336992064044353e-05	radius[1]+radius[582]=6.338481524341289e-05
5.600000e+07	  1	  1000	    82	2.028930995297286e-03	7.498942093324548e+01	1.296868016941464e+01
collision No.17	8.878742e+01[yr]	i=1, j=172	r_ij=6.323893245869405e-05	radius[1]+radius[172]=6.338481524341289e-05
5.700000e+07	  1	  1000	   693	1.545869131481948e-03	7.498942093324548e+01	1.455207393609240e+01
5.800000e+07	  1	  1000	   468	1.466984054481385e-03	7.498942093324548e+01	1.611314653562764e+01
5.900000e+07	  1	  1000	   158	1.592402788091196e-03	7.498942093324548e+01	1.768177234634570e+01
6.000000e+07	  1	  1000	   396	1.548184437967713e-03	7.498942093324548e+01	1.925777688183610e+01
6.100000e+07	  1	  1000	   684	1.527867744162516e-03	7.498942093324548e+01	2.082549767276129e+01
6.200000e+07	  1	  1000	    64	1.532761443595989e-03	7.498942093324548e+01	2.238890864394105e+01
6.300000e+07	  1	  1000	   157	1.790564128335319e-03	7.498942093324548e+01	2.395045789282981e+01
