myid = 9	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   107	1.617461364724761e-03	1.333521432163323e+00	2.442506329619154e-01
2.000000e+06	  1	  1000	   837	1.775924566745787e-03	2.371373705661654e+00	7.854589776040869e-01
3.000000e+06	  1	  1000	   943	1.371001809440794e-03	4.216965034285820e+00	5.215412859177631e-01
4.000000e+06	  1	  1000	   299	1.752976241061137e-03	5.623413251903486e+00	6.973231098549993e-01
5.000000e+06	  1	  1000	   802	1.788703022832128e-03	7.498942093324552e+00	4.030993023432967e-01
6.000000e+06	  1	  1000	    32	1.689000400274819e-03	7.498942093324552e+00	1.982575334493222e+00
7.000000e+06	  1	  1000	   240	1.504135219173572e-03	9.999999999999991e+00	1.063693409049947e+00
8.000000e+06	  1	  1000	   917	1.492922643196751e-03	9.999999999999991e+00	2.647865305059228e+00
9.000000e+06	  1	  1000	   427	1.583908237967634e-03	1.333521432163323e+01	8.958239412775372e-01
1.000000e+07	  1	  1000	   609	1.550384674176085e-03	1.333521432163323e+01	2.475273095220695e+00
1.100000e+07	  1	  1000	   198	1.507158231646022e-03	1.333521432163323e+01	4.057301055077071e+00
1.200000e+07	  1	  1000	   245	1.731701113949361e-03	1.778279410038921e+01	1.190962029645623e+00
1.300000e+07	  1	  1000	   716	1.791681454417317e-03	1.778279410038921e+01	2.767665611466028e+00
1.400000e+07	  1	  1000	    73	1.853586439397692e-03	1.778279410038921e+01	4.342304181555609e+00
1.500000e+07	  1	  1000	   308	1.661864941705357e-03	1.778279410038921e+01	5.924391634274599e+00
1.600000e+07	  1	  1000	   806	1.701959532161639e-03	2.371373705661653e+01	1.573807817677536e+00
1.700000e+07	  1	  1000	   541	1.610240814029442e-03	2.371373705661653e+01	3.153004618094748e+00
1.800000e+07	  1	  1000	   393	1.649266135775373e-03	2.371373705661653e+01	4.737793943916534e+00
1.900000e+07	  1	  1000	   364	1.571000683592102e-03	2.371373705661653e+01	6.315988186252975e+00
