file: '../data/N15_t1E8yr_dt1E3yr_10RHM_3MMSN_Miso_ecc1E-2_inc5E-3_rand1/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/N15_t1E8yr_dt1E3yr_10RHM_3MMSN_Miso_ecc1E-2_inc5E-3_rand1/
N_tr	0
N_p	15
RAND_SEED	1
STEP_INTERVAL	5.0E7
BREAK_TIME	432000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	1
INTERACTION_PLANET_TRACER	0
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	0
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	PLANET_MASS
PLANET_AXIS	PLANET_AXIS
PLANET_ECC	0.01
PLANET_INC	0.005
PLANET_DENSITY	3.0
T_MAX	(2.0*3.14159265358979323846264338327950288*1.0E8)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846264338327950288*1.0E3)
-----
axis01 = 4.000000e-01[AU],	mass01 = 7.583263e-07[M_Sun]
axis02 = 4.335421e-01[AU],	mass02 = 8.055353e-07[M_Sun]
axis03 = 4.706760e-01[AU],	mass03 = 8.567472e-07[M_Sun]
axis04 = 5.118736e-01[AU],	mass04 = 9.123956e-07[M_Sun]
axis05 = 5.576805e-01[AU],	mass05 = 9.729718e-07[M_Sun]
axis06 = 6.087299e-01[AU],	mass06 = 1.039034e-06[M_Sun]
axis07 = 6.657588e-01[AU],	mass07 = 1.111217e-06[M_Sun]
axis08 = 7.296282e-01[AU],	mass08 = 1.190248e-06[M_Sun]
axis09 = 8.013470e-01[AU],	mass09 = 1.276958e-06[M_Sun]
axis10 = 8.821023e-01[AU],	mass10 = 1.372304e-06[M_Sun]
axis11 = 9.732963e-01[AU],	mass11 = 1.477389e-06[M_Sun]
axis12 = 1.076592e+00[AU],	mass12 = 1.593490e-06[M_Sun]
axis13 = 1.193968e+00[AU],	mass13 = 1.722090e-06[M_Sun]
axis14 = 1.327796e+00[AU],	mass14 = 1.864917e-06[M_Sun]
axis15 = 1.480921e+00[AU],	mass15 = 2.023998e-06[M_Sun]
mass_tot = 1.897762e-05[M_Sun] = 6.325874e+00[M_Earth]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	 15	     0	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
5.000000e+07	 15	     0	     6	7.976625229634582e-04	2.000000000000000e+03	8.663504803903568e+02
1.000000e+08	 15	     0	     2	4.478026269481201e-04	4.999999999999999e+03	7.325303723942902e+02
1.500000e+08	 15	     0	     8	9.642779553785391e-04	7.999999999999999e+03	5.982812267059736e+02
2.000000e+08	 15	     0	     3	4.825497526331444e-04	1.100000000000000e+04	4.636531114844057e+02
2.500000e+08	 15	     0	     5	6.376564741746684e-04	1.400000000000000e+04	3.285919034809627e+02
3.000000e+08	 15	     0	    12	1.750008612022928e-03	1.700000000000000e+04	1.930373870017781e+02
3.500000e+08	 15	     0	     4	5.758043834971824e-04	2.000000000000001e+04	5.722791843027785e+01
4.000000e+08	 15	     0	     3	5.802769218340533e-04	2.200000000000001e+04	9.213369768214878e+02
4.500000e+08	 15	     0	    12	1.717681517912048e-03	2.500000000000000e+04	7.857861815259314e+02
5.000000e+08	 15	     0	    11	1.545772520688760e-03	2.800000000000000e+04	6.503531546023396e+02
5.500000e+08	 15	     0	    12	1.785572664115580e-03	3.100000000000000e+04	5.149594188301584e+02
6.000000e+08	 15	     0	     3	5.405376934092971e-04	3.399999999999999e+04	3.794181573193713e+02
6.500000e+08	 15	     0	     7	8.531497627988862e-04	3.699999999999999e+04	2.444328447621186e+02
7.000000e+08	 15	     0	     2	4.786382462737851e-04	3.999999999999999e+04	1.102198637841260e+02
7.500000e+08	 15	     0	     1	3.983586868554868e-04	4.199999999999998e+04	9.763462805933319e+02
8.000000e+08	 15	     0	    11	1.511125380439433e-03	4.499999999999998e+04	8.425939889697331e+02
8.500000e+08	 15	     0	     1	4.241453359209530e-04	4.799999999999997e+04	7.087966279388099e+02
9.000000e+08	 15	     0	     3	5.129933549967641e-04	5.099999999999997e+04	5.748770987798149e+02
9.500000e+08	 15	     0	    12	1.746531903003272e-03	5.399999999999996e+04	4.407446040726628e+02
1.000000e+09	 15	     0	     2	4.769040271979920e-04	5.699999999999996e+04	3.065014514219370e+02
1.050000e+09	 15	     0	    12	1.842692833181456e-03	5.999999999999996e+04	1.724336458749721e+02
1.100000e+09	 15	     0	     1	3.778145632458677e-04	6.299999999999995e+04	3.830644706606938e+01
1.150000e+09	 15	     0	     1	4.294272531253036e-04	6.499999999999995e+04	9.039592825287889e+02
1.200000e+09	 15	     0	    15	2.853026525509774e-03	6.799999999999994e+04	7.696241602833754e+02
