file: '../data/N16_t1E8yr_dt1E3yr_10RHM_2.5MMSN_Miso_ecc1E-2_inc5E-3_rand1/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/N16_t1E8yr_dt1E3yr_10RHM_2.5MMSN_Miso_ecc1E-2_inc5E-3_rand1/
N_tr	0
N_p	16
RAND_SEED	1
STEP_INTERVAL	5.0E7
BREAK_TIME	432000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	1
INTERACTION_PLANET_TRACER	0
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	0
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	PLANET_MASS
PLANET_AXIS	PLANET_AXIS
PLANET_ECC	0.01
PLANET_INC	0.005
PLANET_DENSITY	3.0
T_MAX	(2.0*3.14159265358979323846264338327950288*1.0E8)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846264338327950288*1.0E3)
-----
axis01 = 4.000000e-01[AU],	mass01 = 5.768784e-07[M_Sun]
axis02 = 4.304793e-01[AU],	mass02 = 6.095417e-07[M_Sun]
axis03 = 4.639185e-01[AU],	mass03 = 6.447191e-07[M_Sun]
axis04 = 5.006695e-01[AU],	mass04 = 6.826571e-07[M_Sun]
axis05 = 5.411340e-01[AU],	mass05 = 7.236322e-07[M_Sun]
axis06 = 5.857715e-01[AU],	mass06 = 7.679544e-07[M_Sun]
axis07 = 6.351094e-01[AU],	mass07 = 8.159728e-07[M_Sun]
axis08 = 6.897548e-01[AU],	mass08 = 8.680811e-07[M_Sun]
axis09 = 7.504077e-01[AU],	mass09 = 9.247243e-07[M_Sun]
axis10 = 8.178790e-01[AU],	mass10 = 9.864068e-07[M_Sun]
axis11 = 8.931095e-01[AU],	mass11 = 1.053702e-06[M_Sun]
axis12 = 9.771958e-01[AU],	mass12 = 1.127264e-06[M_Sun]
axis13 = 1.071419e+00[AU],	mass13 = 1.207838e-06[M_Sun]
axis14 = 1.177283e+00[AU],	mass14 = 1.296283e-06[M_Sun]
axis15 = 1.296556e+00[AU],	mass15 = 1.393583e-06[M_Sun]
axis16 = 1.431332e+00[AU],	mass16 = 1.500875e-06[M_Sun]
mass_tot = 1.518011e-05[M_Sun] = 5.060038e+00[M_Earth]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	 16	     0	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
5.000000e+07	 16	     0	     8	8.652365613541945e-04	2.000000000000000e+03	6.509770417809340e+02
1.000000e+08	 16	     0	     6	7.292424250147880e-04	4.999999999999999e+03	3.017801612246305e+02
1.500000e+08	 16	     0	     3	4.719585416469670e-04	7.000000000000000e+03	9.524560127945626e+02
2.000000e+08	 16	     0	    15	2.275868774333232e-03	9.999999999999998e+03	6.030081802720883e+02
2.500000e+08	 16	     0	     8	8.979270661946981e-04	1.300000000000000e+04	2.533714796852349e+02
3.000000e+08	 16	     0	     1	3.955317202378528e-04	1.500000000000000e+04	9.036327261337227e+02
3.500000e+08	 16	     0	     2	4.534393470526175e-04	1.800000000000001e+04	5.541050457488459e+02
4.000000e+08	 16	     0	     4	5.455186943138141e-04	2.100000000000001e+04	2.044476477174793e+02
4.500000e+08	 16	     0	     5	6.469217764681145e-04	2.300000000000001e+04	8.547207403704832e+02
5.000000e+08	 16	     0	    12	1.541766139328473e-03	2.600000000000000e+04	5.046657771016594e+02
5.500000e+08	 16	     0	     4	5.726710231989176e-04	2.900000000000000e+04	1.538787294942650e+02
6.000000e+08	 16	     0	     6	6.852589578820046e-04	3.100000000000000e+04	8.024890689147283e+02
6.500000e+08	 16	     0	    10	1.163366079930823e-03	3.399999999999999e+04	4.508706652432340e+02
7.000000e+08	 16	     0	     5	6.085713820361344e-04	3.699999999999999e+04	1.001786247489450e+02
7.500000e+08	 16	     0	     1	4.206999092518515e-04	3.899999999999999e+04	7.498903493332186e+02
8.000000e+08	 16	     0	     3	5.359469830277832e-04	4.199999999999998e+04	3.998417044480712e+02
8.500000e+08	 16	     0	    12	1.501512525224719e-03	4.499999999999998e+04	4.963981770525924e+01
9.000000e+08	 16	     0	     1	4.073711053438025e-04	4.699999999999997e+04	6.992170310171873e+02
9.500000e+08	 16	     0	     5	5.977395462219749e-04	4.999999999999997e+04	3.490678579902929e+02
1.000000e+09	 16	     0	     8	9.385160771050752e-04	5.199999999999996e+04	9.989944719923164e+02
1.050000e+09	 16	     0	     9	9.799300066682811e-04	5.499999999999996e+04	6.490937959112465e+02
1.100000e+09	 16	     0	     6	7.253979856864914e-04	5.799999999999996e+04	2.986370291471380e+02
1.150000e+09	 16	     0	     7	8.232801863628238e-04	5.999999999999996e+04	9.482460667860153e+02
1.200000e+09	 16	     0	     2	4.637442642298141e-04	6.299999999999995e+04	5.981679123454751e+02
1.250000e+09	 16	     0	     2	4.296939490746106e-04	6.599999999999994e+04	2.479531500268147e+02
