myid = 7	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand08/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.129340e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   336	1.393298414795205e-03	4.216965034285821e-01	9.605826904162142e-02
2.000000e+06	  3	  3000	   644	1.922982960592911e-03	9.999999999999994e-01	4.068278023546646e-02
3.000000e+06	  3	  3000	   206	1.859830207309484e-03	1.333521432163323e+00	2.308296482613851e-01
4.000000e+06	  3	  3000	  2477	1.568442986054866e-03	1.778279410038922e+00	3.109112924241941e-01
5.000000e+06	  3	  3000	  2782	1.304179653402292e-03	2.371373705661654e+00	2.410140903571139e-01
6.000000e+06	  3	  3000	   245	1.330533181710846e-03	2.371373705661654e+00	7.658764012559566e-01
7.000000e+06	  3	  3000	  2756	1.244538633762911e-03	3.162277660168377e+00	4.984478073145768e-01
8.000000e+06	  3	  3000	   284	1.443215325323905e-03	3.162277660168377e+00	1.022714754526894e+00
9.000000e+06	  3	  3000	  2718	1.540744842758441e-03	4.216965034285820e+00	4.911680706821822e-01
1.000000e+07	  3	  3000	  2576	1.676682985472061e-03	4.216965034285820e+00	1.016372283813753e+00
1.100000e+07	  3	  3000	  2355	1.154354349299033e-03	5.623413251903486e+00	1.340088101333782e-01
1.200000e+07	  3	  3000	  2241	1.309086282785583e-03	5.623413251903486e+00	6.592223834500680e-01
1.300000e+07	  3	  3000	  1665	1.671945113180515e-03	5.623413251903486e+00	1.184389510023122e+00
1.400000e+07	  3	  3000	   244	1.131115714326575e-03	5.623413251903486e+00	1.707939289702991e+00
1.500000e+07	  3	  3000	  2442	2.371957305749284e-03	7.498942093324552e+00	3.572210421156424e-01
1.600000e+07	  3	  3000	  2473	1.897041173011468e-03	7.498942093324552e+00	8.813451323212337e-01
1.700000e+07	  3	  3000	  1189	1.761018226210392e-03	7.498942093324552e+00	1.406515585539416e+00
1.800000e+07	  3	  3000	   146	1.358377382528859e-03	7.498942093324552e+00	1.929157313643586e+00
1.900000e+07	  3	  3000	   594	2.037375384086481e-03	7.498942093324552e+00	2.451903485428036e+00
