myid = 36	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/rand37/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   262	1.438000317312859e-03	1.333521432163323e+00	2.427056260279024e-01
2.000000e+06	  1	  1000	    37	1.958276872479642e-03	2.371373705661654e+00	7.876779063128414e-01
3.000000e+06	  1	  1000	   942	1.668075942671376e-03	4.216965034285820e+00	5.276677706363765e-01
4.000000e+06	  1	  1000	    58	1.464027838438727e-03	5.623413251903486e+00	7.005982143401059e-01
5.000000e+06	  1	  1000	   690	1.806765883026423e-03	7.498942093324552e+00	4.093583378581614e-01
6.000000e+06	  1	  1000	   419	1.890914631116748e-03	7.498942093324552e+00	1.987935972608488e+00
7.000000e+06	  1	  1000	   581	1.502915007564530e-03	9.999999999999991e+00	1.072634114231203e+00
8.000000e+06	  1	  1000	   935	1.729823800933448e-03	9.999999999999991e+00	2.652966213311632e+00
9.000000e+06	  1	  1000	   792	1.546327236197094e-03	1.333521432163323e+01	8.908641318302601e-01
1.000000e+07	  1	  1000	   539	1.608828595909523e-03	1.333521432163323e+01	2.474141668932400e+00
1.100000e+07	  1	  1000	   437	1.659178534851760e-03	1.333521432163323e+01	4.058330135253138e+00
1.200000e+07	  1	  1000	   697	1.335551805886014e-03	1.778279410038921e+01	1.181017591658792e+00
collision No.1	1.945194e+01[yr]	i=1, j=623	r_ij=6.336942766221461e-05	radius[1]+radius[623]=6.338481524341289e-05
1.300000e+07	  1	  1000	   149	1.792860209247739e-03	1.778279410038921e+01	2.750313385028587e+00
1.400000e+07	  1	  1000	   605	1.749994235608031e-03	1.778279410038921e+01	4.333678710206874e+00
1.500000e+07	  1	  1000	    96	1.627657300896001e-03	1.778279410038921e+01	5.917496046297335e+00
1.600000e+07	  1	  1000	   635	1.613606763853486e-03	2.371373705661653e+01	1.562571315095985e+00
1.700000e+07	  1	  1000	   373	1.914332063494358e-03	2.371373705661653e+01	3.145107147325943e+00
1.800000e+07	  1	  1000	   331	1.323954421788590e-03	2.371373705661653e+01	4.726600614972059e+00
1.900000e+07	  1	  1000	   382	1.416405269370355e-03	2.371373705661653e+01	6.312636425430321e+00
2.000000e+07	  1	  1000	   594	1.736116828744531e-03	2.371373705661653e+01	7.893565359190894e+00
2.100000e+07	  1	  1000	     7	1.490941352151469e-03	3.162277660168376e+01	1.564767329565660e+00
2.200000e+07	  1	  1000	   356	1.449515039539296e-03	3.162277660168376e+01	3.144283072255713e+00
2.300000e+07	  1	  1000	   241	1.446120628020249e-03	3.162277660168376e+01	4.719283970175408e+00
2.400000e+07	  1	  1000	   835	2.127545834976041e-03	3.162277660168376e+01	6.301951018831006e+00
2.500000e+07	  1	  1000	   603	1.519237214854880e-03	3.162277660168376e+01	7.882346800222095e+00
2.600000e+07	  1	  1000	     5	1.386292804638807e-03	3.162277660168376e+01	9.466790645792809e+00
2.700000e+07	  1	  1000	   445	1.793946491820814e-03	4.216965034285818e+01	5.005204746326478e-01
2.800000e+07	  1	  1000	   105	1.384752916455087e-03	4.216965034285818e+01	2.080971319266096e+00
2.900000e+07	  1	  1000	   167	1.537272406014172e-03	4.216965034285818e+01	3.664499806149967e+00
3.000000e+07	  1	  1000	   985	1.486980901023140e-03	4.216965034285818e+01	5.244748131730712e+00
3.100000e+07	  1	  1000	   678	1.668094193395834e-03	4.216965034285818e+01	6.820756116658277e+00
3.200000e+07	  1	  1000	   622	3.044386466393063e-03	4.216965034285818e+01	8.397253450529533e+00
3.300000e+07	  1	  1000	   599	1.648372086905744e-03	4.216965034285818e+01	9.976857527264432e+00
3.400000e+07	  1	  1000	   669	2.115953269902673e-03	4.216965034285818e+01	1.156137334092422e+01
3.500000e+07	  1	  1000	   903	1.497722929369302e-03	4.216965034285818e+01	1.313343420710473e+01
3.600000e+07	  1	  1000	   882	1.381073570100819e-03	5.623413251903484e+01	6.232281724344277e-01
collision No.2	5.742865e+01[yr]	i=1, j=908	r_ij=6.334874238080928e-05	radius[1]+radius[908]=6.338481524341289e-05
