myid = 34	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand35/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   596	1.820163004975396e-03	1.333521432163323e+00	2.336404954223166e-01
2.000000e+06	  1	  1000	   938	1.586577785077743e-03	2.371373705661654e+00	7.151943687154810e-01
3.000000e+06	  1	  1000	   212	1.748046661626469e-03	4.216965034285820e+00	4.409549079415835e-01
4.000000e+06	  1	  1000	   846	1.645190595030836e-03	5.623413251903486e+00	6.037959810075948e-01
collision No.1	7.628760e+00[yr]	i=1, j=460	r_ij=6.335588051150604e-05	radius[1]+radius[460]=6.338481524341289e-05
5.000000e+06	  1	  1000	   565	1.513194693377596e-03	7.498942093324552e+00	2.857811505920778e-01
collision No.2	8.059443e+00[yr]	i=1, j=936	r_ij=6.334949835433961e-05	radius[1]+radius[936]=6.338481524341289e-05
collision No.3	8.660168e+00[yr]	i=1, j=873	r_ij=6.325148543251640e-05	radius[1]+radius[873]=6.338481524341289e-05
6.000000e+06	  1	  1000	   648	1.801175895843574e-03	7.498942093324552e+00	1.853875254046153e+00
collision No.4	1.060933e+01[yr]	i=1, j=799	r_ij=6.337011436701277e-05	radius[1]+radius[799]=6.338481524341289e-05
7.000000e+06	  1	  1000	   438	1.531824746404068e-03	9.999999999999991e+00	9.097071813570495e-01
8.000000e+06	  1	  1000	   365	1.546626172124179e-03	9.999999999999991e+00	2.485132593706598e+00
9.000000e+06	  1	  1000	   372	1.503976850939836e-03	1.333521432163323e+01	7.175794755182291e-01
1.000000e+07	  1	  1000	    21	1.301027273502223e-03	1.333521432163323e+01	2.283658290386895e+00
1.100000e+07	  1	  1000	   133	1.669682924224596e-03	1.333521432163323e+01	3.859056363005262e+00
collision No.5	1.801482e+01[yr]	i=1, j=927	r_ij=6.330794926127959e-05	radius[1]+radius[927]=6.338481524341289e-05
1.200000e+07	  1	  1000	   534	1.580922355799420e-03	1.778279410038921e+01	9.777754097792249e-01
1.300000e+07	  1	  1000	   439	1.679916115733795e-03	1.778279410038921e+01	2.548150787430033e+00
collision No.6	2.158432e+01[yr]	i=1, j=892	r_ij=6.333983050820310e-05	radius[1]+radius[892]=6.338481524341289e-05
1.400000e+07	  1	  1000	   485	1.574011757548002e-03	1.778279410038921e+01	4.115198725908041e+00
1.500000e+07	  1	  1000	   971	1.546564657969690e-03	1.778279410038921e+01	5.677203907255977e+00
1.600000e+07	  1	  1000	   323	1.745660430905743e-03	2.371373705661653e+01	1.330090090863737e+00
1.700000e+07	  1	  1000	   401	1.691321716001057e-03	2.371373705661653e+01	2.891833139967932e+00
1.800000e+07	  1	  1000	   179	1.492429527160619e-03	2.371373705661653e+01	4.465800997250077e+00
1.900000e+07	  1	  1000	   196	1.543840095522576e-03	2.371373705661653e+01	6.039616008704366e+00
2.000000e+07	  1	  1000	   620	1.471803502339400e-03	2.371373705661653e+01	7.598469175869697e+00
2.100000e+07	  1	  1000	   475	1.431233778892823e-03	3.162277660168376e+01	1.258933301254049e+00
collision No.7	3.295987e+01[yr]	i=1, j=43	r_ij=6.333592723662280e-05	radius[1]+radius[43]=6.338481524341289e-05
2.200000e+07	  1	  1000	   146	1.633188795471347e-03	3.162277660168376e+01	2.829626039785017e+00
2.300000e+07	  1	  1000	   803	1.557255404498637e-03	3.162277660168376e+01	4.401322994373963e+00
2.400000e+07	  1	  1000	   875	1.669613400975592e-03	3.162277660168376e+01	5.959640673410260e+00
2.500000e+07	  1	  1000	    58	1.419053284457439e-03	3.162277660168376e+01	7.535222812631313e+00
collision No.8	3.954271e+01[yr]	i=1, j=33	r_ij=6.320045398927588e-05	radius[1]+radius[33]=6.338481524341289e-05
2.600000e+07	  1	  1000	   889	1.553354139253800e-03	3.162277660168376e+01	9.107897186191328e+00
2.700000e+07	  1	  1000	   446	1.456120952334368e-03	4.216965034285818e+01	1.393965580735540e-01
2.800000e+07	  1	  1000	   137	1.575138445900799e-03	4.216965034285818e+01	1.698650622422658e+00
2.900000e+07	  1	  1000	   791	1.695890087190989e-03	4.216965034285818e+01	3.272037954823726e+00
collision No.9	4.635544e+01[yr]	i=1, j=42	r_ij=6.323130521155781e-05	radius[1]+radius[42]=6.338481524341289e-05
3.000000e+07	  1	  1000	   521	1.584286909514822e-03	4.216965034285818e+01	4.849380932401339e+00
3.100000e+07	  1	  1000	   711	1.799203260467514e-03	4.216965034285818e+01	6.425314219602282e+00
3.200000e+07	  1	  1000	   189	1.538149426049914e-03	4.216965034285818e+01	7.995903091568183e+00
3.300000e+07	  1	  1000	   403	1.623064287410292e-03	4.216965034285818e+01	9.564358744543821e+00
collision No.10	5.257080e+01[yr]	i=1, j=908	r_ij=6.336607689735417e-05	radius[1]+radius[908]=6.338481524341289e-05
3.400000e+07	  1	  1000	   218	1.790689635313563e-03	4.216965034285818e+01	1.112803631204523e+01
3.500000e+07	  1	  1000	   795	1.441966974838593e-03	4.216965034285818e+01	1.269000736177871e+01
3.600000e+07	  1	  1000	   852	1.514156102987831e-03	5.623413251903484e+01	1.857267782344512e-01
3.700000e+07	  1	  1000	   277	1.501062063443665e-03	5.623413251903484e+01	1.759986615779559e+00
3.800000e+07	  1	  1000	    12	1.712879379486228e-03	5.623413251903484e+01	3.327040276508451e+00
3.900000e+07	  1	  1000	   940	1.705032524539794e-03	5.623413251903484e+01	4.893455645895230e+00
4.000000e+07	  1	  1000	   115	1.654903166232078e-03	5.623413251903484e+01	6.456273666329825e+00
4.100000e+07	  1	  1000	   246	1.606423124908743e-03	5.623413251903484e+01	8.028332258964467e+00
4.200000e+07	  1	  1000	   354	1.743582681770366e-03	5.623413251903484e+01	9.602302146284183e+00
4.300000e+07	  1	  1000	   993	1.651317265090787e-03	5.623413251903484e+01	1.118068062776104e+01
collision No.11	6.811727e+01[yr]	i=1, j=42	r_ij=6.336195497656907e-05	radius[1]+radius[42]=6.338481524341289e-05
4.400000e+07	  1	  1000	   977	1.593767026160974e-03	5.623413251903484e+01	1.275154983320058e+01
4.500000e+07	  1	  1000	   385	1.897987564650720e-03	5.623413251903484e+01	1.431591302025178e+01
collision No.12	7.069232e+01[yr]	i=1, j=35	r_ij=6.336187820001830e-05	radius[1]+radius[35]=6.338481524341289e-05
4.600000e+07	  1	  1000	   979	1.543738565880262e-03	5.623413251903484e+01	1.589151449736397e+01
4.700000e+07	  1	  1000	   927	1.598411566316957e-03	5.623413251903484e+01	1.746286710386241e+01
4.800000e+07	  1	  1000	   382	1.691941949866189e-03	7.498942093324548e+01	2.844194072146943e-01
collision No.13	7.578310e+01[yr]	i=1, j=963	r_ij=6.337661632106924e-05	radius[1]+radius[963]=6.338481524341289e-05
4.900000e+07	  1	  1000	   246	1.921905013148534e-03	7.498942093324548e+01	1.860689139101724e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   186	1.645953100901004e-03	7.498942093324548e+01	3.441654990835660e+00
5.100000e+07	  1	  1000	   940	1.833110536780259e-03	7.498942093324548e+01	5.017586509846914e+00
collision No.14	8.135644e+01[yr]	i=1, j=410	r_ij=6.331726710214550e-05	radius[1]+radius[410]=6.338481524341289e-05
5.200000e+07	  1	  1000	   767	1.811948807430892e-03	7.498942093324548e+01	6.587302912207059e+00
5.300000e+07	  1	  1000	   886	1.591077441613084e-03	7.498942093324548e+01	8.154331522470315e+00
5.400000e+07	  1	  1000	   354	1.642174954620973e-03	7.498942093324548e+01	9.720268490589607e+00
5.500000e+07	  1	  1000	   149	1.613587510081680e-03	7.498942093324548e+01	1.128335995513955e+01
5.600000e+07	  1	  1000	   631	1.571200709248545e-03	7.498942093324548e+01	1.283647758611892e+01
5.700000e+07	  1	  1000	   910	1.489127412181090e-03	7.498942093324548e+01	1.439045679349785e+01
5.800000e+07	  1	  1000	   588	1.657165908169455e-03	7.498942093324548e+01	1.594983556850916e+01
collision No.15	9.121283e+01[yr]	i=1, j=317	r_ij=6.337349767848397e-05	radius[1]+radius[317]=6.338481524341289e-05
5.900000e+07	  1	  1000	   322	5.872755797187891e-05	7.498942093324548e+01	1.751162151120950e+01
6.000000e+07	  1	  1000	   865	1.511442812005721e-03	7.498942093324548e+01	1.907178115904036e+01
6.100000e+07	  1	  1000	    79	1.717671255780027e-03	7.498942093324548e+01	2.064583304426242e+01
6.200000e+07	  1	  1000	   678	1.586915351295337e-03	7.498942093324548e+01	2.222294693682144e+01
6.300000e+07	  1	  1000	   938	1.637510350810793e-03	7.498942093324548e+01	2.377306505355495e+01
6.400000e+07	  1	  1000	   184	1.468783953706448e-03	9.999999999999986e+01	3.393421379906326e-01
collision No.16	1.015591e+02[yr]	i=1, j=510	r_ij=6.324035265780755e-05	radius[1]+radius[510]=6.338481524341289e-05
collision No.17	1.016617e+02[yr]	i=1, j=783	r_ij=6.327568054703998e-05	radius[1]+radius[783]=6.338481524341289e-05
6.500000e+07	  1	  1000	   963	1.507954394158413e-03	9.999999999999986e+01	1.908899113929528e+00
6.600000e+07	  1	  1000	   997	1.665099553341583e-03	9.999999999999986e+01	3.483016643667266e+00
6.700000e+07	  1	  1000	   213	1.746300922963116e-03	9.999999999999986e+01	5.062502541955539e+00
6.800000e+07	  1	  1000	   799	1.579225972328594e-03	9.999999999999986e+01	6.637499648795788e+00
6.900000e+07	  1	  1000	   514	1.540027000233471e-03	9.999999999999986e+01	8.215893695603022e+00
7.000000e+07	  1	  1000	   403	1.946547098938747e-03	9.999999999999986e+01	9.795582382885303e+00
7.100000e+07	  1	  1000	   483	1.680040368646986e-03	9.999999999999986e+01	1.136875060327314e+01
7.200000e+07	  1	  1000	   184	1.545115385036160e-03	9.999999999999986e+01	1.293912875230921e+01
7.300000e+07	  1	  1000	    65	1.998883496698053e-03	9.999999999999986e+01	1.451699201216563e+01
collision No.18	1.160414e+02[yr]	i=1, j=339	r_ij=6.327167976323885e-05	radius[1]+radius[339]=6.338481524341289e-05
7.400000e+07	  1	  1000	   670	1.447385832574312e-03	9.999999999999986e+01	1.608750897475904e+01
collision No.19	1.176164e+02[yr]	i=1, j=40	r_ij=6.328564045342119e-05	radius[1]+radius[40]=6.338481524341289e-05
7.500000e+07	  1	  1000	   342	1.621261324751758e-03	9.999999999999986e+01	1.765688073083798e+01
7.600000e+07	  1	  1000	   423	1.574175485128409e-03	9.999999999999986e+01	1.923727973580418e+01
7.700000e+07	  1	  1000	    90	1.766821294993172e-03	9.999999999999986e+01	2.081851778964666e+01
7.800000e+07	  1	  1000	   264	1.689594770215684e-03	9.999999999999986e+01	2.238796971874828e+01
7.900000e+07	  1	  1000	   335	1.340077028349898e-03	9.999999999999986e+01	2.395997949873272e+01
8.000000e+07	  1	  1000	   246	1.848875012197475e-03	9.999999999999986e+01	2.553353490543995e+01
8.100000e+07	  1	  1000	   694	1.672371213715277e-03	9.999999999999986e+01	2.711074369864794e+01
8.200000e+07	  1	  1000	   601	1.597431904623804e-03	9.999999999999986e+01	2.868473206733993e+01
8.300000e+07	  1	  1000	    17	1.683199012031594e-03	9.999999999999986e+01	3.026339450730574e+01
8.400000e+07	  1	  1000	   527	1.783746773875229e-03	9.999999999999986e+01	3.184072396920569e+01
8.500000e+07	  1	  1000	    38	1.487939190287995e-03	1.333521432163322e+02	6.583518141496297e-02
