myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand01/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =2.949336e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2623	1.951494766351603e-03	4.216965034285821e-01	8.233303030950156e-02
2.000000e+06	  3	  3000	  1399	1.795037262893228e-03	9.999999999999994e-01	2.739160947175632e-02
3.000000e+06	  3	  3000	   245	1.633616606333304e-03	1.333521432163323e+00	2.209956441516238e-01
4.000000e+06	  3	  3000	   943	1.221871205693517e-03	1.778279410038922e+00	3.027365863361052e-01
5.000000e+06	  3	  3000	  1420	1.294031126585128e-03	2.371373705661654e+00	2.348477652296129e-01
6.000000e+06	  3	  3000	  1054	1.397374251232225e-03	2.371373705661654e+00	7.631499260085112e-01
7.000000e+06	  3	  3000	   721	1.204991137501379e-03	3.162277660168377e+00	4.979848607452123e-01
8.000000e+06	  3	  3000	  1539	1.359738049780939e-03	3.162277660168377e+00	1.026190869687259e+00
9.000000e+06	  3	  3000	  2790	1.949885717065346e-03	4.216965034285820e+00	4.972456212234765e-01
1.000000e+07	  3	  3000	  2416	2.111981690585433e-03	4.216965034285820e+00	1.023634132689269e+00
1.100000e+07	  3	  3000	  1496	1.568730722662157e-03	5.623413251903486e+00	1.438327307103144e-01
1.200000e+07	  3	  3000	  2587	1.671154975954681e-03	5.623413251903486e+00	6.701014929565072e-01
1.300000e+07	  3	  3000	  1471	1.800139024238007e-03	5.623413251903486e+00	1.198068124845301e+00
1.400000e+07	  3	  3000	  2652	1.313017130408843e-03	5.623413251903486e+00	1.725202464804403e+00
1.500000e+07	  3	  3000	  2930	1.602662650828080e-03	7.498942093324552e+00	3.759367599350775e-01
1.600000e+07	  3	  3000	   774	1.409691591170808e-03	7.498942093324552e+00	9.027498322381503e-01
1.700000e+07	  3	  3000	  2055	1.652646287519367e-03	7.498942093324552e+00	1.430884968601741e+00
1.800000e+07	  3	  3000	   363	1.457210398212228e-03	7.498942093324552e+00	1.957443158661092e+00
1.900000e+07	  3	  3000	   792	2.102350140965917e-03	7.498942093324552e+00	2.485032346856408e+00
2.000000e+07	  3	  3000	   725	1.480759808586971e-03	9.999999999999991e+00	5.090670578036655e-01
2.100000e+07	  3	  3000	   973	1.674457120825600e-03	9.999999999999991e+00	1.036262577562660e+00
2.200000e+07	  3	  3000	  1199	1.588828589919117e-03	9.999999999999991e+00	1.562379882347206e+00
2.300000e+07	  3	  3000	  1150	1.396254396930078e-03	9.999999999999991e+00	2.088235463264776e+00
2.400000e+07	  3	  3000	  1912	1.146346198243785e-03	9.999999999999991e+00	2.616282253858054e+00
2.500000e+07	  3	  3000	   739	1.647367962289387e-03	9.999999999999991e+00	3.142548899373923e+00
2.600000e+07	  3	  3000	  1520	1.384723858114159e-03	1.333521432163323e+01	3.345278531004232e-01
2.700000e+07	  3	  3000	  2427	1.618344350323471e-03	1.333521432163323e+01	8.617424385240041e-01
2.800000e+07	  3	  3000	  2164	1.262096447322315e-03	1.333521432163323e+01	1.389633215884964e+00
2.900000e+07	  3	  3000	  2822	1.533211838891491e-03	1.333521432163323e+01	1.916315165938794e+00
collision No.1	1.535315e+01[yr]	i=2, j=496	r_ij=6.315134031212199e-05	radius[2]+radius[496]=6.338481524341289e-05
3.000000e+07	  3	  3000	  1707	1.534629810333736e-03	1.333521432163323e+01	2.442518959597351e+00
3.100000e+07	  3	  3000	  2835	2.047225160461348e-03	1.333521432163323e+01	2.968604095164741e+00
3.200000e+07	  3	  3000	  1397	1.888161419764238e-03	1.333521432163323e+01	3.495494573713292e+00
3.300000e+07	  3	  3000	  2638	1.526737211350307e-03	1.333521432163323e+01	4.021358963057624e+00
3.400000e+07	  3	  3000	  2600	1.561621274666412e-03	1.778279410038921e+01	9.998249514067516e-02
3.500000e+07	  3	  3000	  1123	1.266518646391716e-03	1.778279410038921e+01	6.270088819960707e-01
3.600000e+07	  3	  3000	  2707	2.026865434239405e-03	1.778279410038921e+01	1.153619598330278e+00
3.700000e+07	  3	  3000	   876	2.024131320180859e-03	1.778279410038921e+01	1.680632542380328e+00
3.800000e+07	  3	  3000	  1289	1.345105316907326e-03	1.778279410038921e+01	2.207771660428456e+00
3.900000e+07	  3	  3000	  1047	1.502701927273600e-03	1.778279410038921e+01	2.734788857099232e+00
4.000000e+07	  3	  3000	  2723	1.207013770877358e-03	1.778279410038921e+01	3.262456780799411e+00
4.100000e+07	  3	  3000	  2298	1.333519443704289e-03	1.778279410038921e+01	3.789092600523873e+00
4.200000e+07	  3	  3000	  2843	1.679107476321431e-03	1.778279410038921e+01	4.315734309286427e+00
4.300000e+07	  3	  3000	  1227	1.414331067617840e-03	1.778279410038921e+01	4.843177381254835e+00
4.400000e+07	  3	  3000	  1268	1.850810771135282e-03	1.778279410038921e+01	5.370044714916373e+00
4.500000e+07	  3	  3000	  1154	1.301208135599362e-03	1.778279410038921e+01	5.896052518349817e+00
4.600000e+07	  3	  3000	  1389	1.211720848157880e-03	2.371373705661653e+01	4.903291191840567e-01
4.700000e+07	  3	  3000	  1034	1.862894437773248e-03	2.371373705661653e+01	1.017753960781306e+00
4.800000e+07	  3	  3000	  2333	1.241149590917383e-03	2.371373705661653e+01	1.544155091273840e+00
4.900000e+07	  3	  3000	  2872	2.276791198791822e-03	2.371373705661653e+01	2.071591306844726e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	   464	2.020674770753018e-03	2.371373705661653e+01	2.597976559695469e+00
5.100000e+07	  3	  3000	  1317	1.451271115199358e-03	2.371373705661653e+01	3.124998549027609e+00
5.200000e+07	  3	  3000	  2410	1.266969161355524e-03	2.371373705661653e+01	3.651381866162589e+00
5.300000e+07	  3	  3000	   911	1.750673737665359e-03	2.371373705661653e+01	4.179100779970630e+00
5.400000e+07	  3	  3000	   141	1.363113975623805e-03	2.371373705661653e+01	4.705618117389014e+00
5.500000e+07	  3	  3000	   929	1.636880305804484e-03	2.371373705661653e+01	5.231869953386269e+00
5.600000e+07	  3	  3000	  1487	1.345720811151627e-03	2.371373705661653e+01	5.757827925961561e+00
5.700000e+07	  3	  3000	  2167	1.562558002215612e-03	2.371373705661653e+01	6.284275951791383e+00
5.800000e+07	  3	  3000	  1401	1.368160419283283e-03	2.371373705661653e+01	6.810737898641357e+00
5.900000e+07	  3	  3000	  2259	1.824956916427683e-03	2.371373705661653e+01	7.338177593661105e+00
6.000000e+07	  3	  3000	  2075	1.524065251544268e-03	2.371373705661653e+01	7.864511089824726e+00
6.100000e+07	  3	  3000	  2372	2.003484647151420e-03	3.162277660168376e+01	4.812512274311291e-01
6.200000e+07	  3	  3000	  2607	1.561695178763088e-03	3.162277660168376e+01	1.007832548501002e+00
6.300000e+07	  3	  3000	  1879	1.936177908810229e-03	3.162277660168376e+01	1.534413512868694e+00
6.400000e+07	  3	  3000	   771	1.530792055941699e-03	3.162277660168376e+01	2.059590331917673e+00
6.500000e+07	  3	  3000	  2052	1.531492067412173e-03	3.162277660168376e+01	2.586846448583250e+00
6.600000e+07	  3	  3000	   255	1.979439089780421e-03	3.162277660168376e+01	3.112031773394131e+00
6.700000e+07	  3	  3000	    61	1.600848353660096e-03	3.162277660168376e+01	3.639933861358975e+00
6.800000e+07	  3	  3000	  2631	1.224920668079617e-03	3.162277660168376e+01	4.166061398844305e+00
6.900000e+07	  3	  3000	  2972	1.497932947459941e-03	3.162277660168376e+01	4.691562599661878e+00
7.000000e+07	  3	  3000	  2033	1.846473449354370e-03	3.162277660168376e+01	5.219313723807265e+00
7.100000e+07	  3	  3000	  2037	1.252359443723868e-03	3.162277660168376e+01	5.743718643487821e+00
7.200000e+07	  3	  3000	  1619	1.631610199334492e-03	3.162277660168376e+01	6.269558082114753e+00
7.300000e+07	  3	  3000	   288	1.132343359117303e-03	3.162277660168376e+01	6.795397702452201e+00
7.400000e+07	  3	  3000	  2209	1.104504846279234e-03	3.162277660168376e+01	7.321893618891848e+00
7.500000e+07	  3	  3000	  2347	1.678788875448181e-03	3.162277660168376e+01	7.849298288247111e+00
7.600000e+07	  3	  3000	  1261	1.716477779704658e-03	3.162277660168376e+01	8.375422230229923e+00
7.700000e+07	  3	  3000	  2522	1.824677401150288e-03	3.162277660168376e+01	8.900910737294790e+00
7.800000e+07	  3	  3000	    86	1.607972342248188e-03	3.162277660168376e+01	9.427273124061649e+00
