myid = 38	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand39/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   227	1.662479545587674e-03	1.333521432163323e+00	2.518553025497376e-01
2.000000e+06	  1	  1000	   839	1.768563163441629e-03	3.162277660168377e+00	1.520942953510130e-03
3.000000e+06	  1	  1000	    69	1.634816823584421e-03	4.216965034285820e+00	5.359121388746184e-01
4.000000e+06	  1	  1000	   679	1.548904337143702e-03	5.623413251903486e+00	7.027494723721206e-01
5.000000e+06	  1	  1000	   287	1.448213776078420e-03	7.498942093324552e+00	3.986837868136989e-01
collision No.1	8.855035e+00[yr]	i=1, j=77	r_ij=6.323933197746346e-05	radius[1]+radius[77]=6.338481524341289e-05
6.000000e+06	  1	  1000	   474	1.586529965279175e-03	7.498942093324552e+00	1.959030317013420e+00
7.000000e+06	  1	  1000	   751	1.524895439787887e-03	9.999999999999991e+00	1.030745854702180e+00
8.000000e+06	  1	  1000	   851	1.714823983124288e-03	9.999999999999991e+00	2.617285386205866e+00
9.000000e+06	  1	  1000	   865	1.535747844101230e-03	1.333521432163323e+01	8.432552130334174e-01
1.000000e+07	  1	  1000	   685	1.406608647953648e-03	1.333521432163323e+01	2.423490569394344e+00
1.100000e+07	  1	  1000	   959	1.517881109928918e-03	1.333521432163323e+01	4.000252876576829e+00
collision No.2	1.785573e+01[yr]	i=1, j=47	r_ij=6.323757216751484e-05	radius[1]+radius[47]=6.338481524341289e-05
collision No.3	1.828287e+01[yr]	i=1, j=259	r_ij=6.332412653290912e-05	radius[1]+radius[259]=6.338481524341289e-05
1.200000e+07	  1	  1000	    22	1.468659169740625e-03	1.778279410038921e+01	1.100483103947370e+00
collision No.4	1.972022e+01[yr]	i=1, j=451	r_ij=6.322171433426537e-05	radius[1]+radius[451]=6.338481524341289e-05
1.300000e+07	  1	  1000	   530	2.109746171127266e-03	1.778279410038921e+01	2.671479604822891e+00
collision No.5	2.104694e+01[yr]	i=1, j=707	r_ij=6.332896668445704e-05	radius[1]+radius[707]=6.338481524341289e-05
1.400000e+07	  1	  1000	   406	1.524921385384439e-03	1.778279410038921e+01	4.249986622206419e+00
1.500000e+07	  1	  1000	   653	1.696884745991174e-03	1.778279410038921e+01	5.817203705865302e+00
collision No.6	2.374643e+01[yr]	i=1, j=490	r_ij=6.325915821779791e-05	radius[1]+radius[490]=6.338481524341289e-05
1.600000e+07	  1	  1000	   903	1.255540816873103e-03	2.371373705661653e+01	1.449889807839406e+00
1.700000e+07	  1	  1000	   193	1.652361585837889e-03	2.371373705661653e+01	3.013430052177152e+00
collision No.7	2.689164e+01[yr]	i=1, j=935	r_ij=6.328733868505914e-05	radius[1]+radius[935]=6.338481524341289e-05
1.800000e+07	  1	  1000	   554	1.579978752673224e-03	2.371373705661653e+01	4.588363743101821e+00
1.900000e+07	  1	  1000	   710	1.695200810839378e-03	2.371373705661653e+01	6.170924640211603e+00
collision No.8	3.080049e+01[yr]	i=1, j=610	r_ij=6.332863523928977e-05	radius[1]+radius[610]=6.338481524341289e-05
2.000000e+07	  1	  1000	   152	1.511285484534483e-03	2.371373705661653e+01	7.736603088024858e+00
2.100000e+07	  1	  1000	   429	1.488421305084508e-03	3.162277660168376e+01	1.400636136663185e+00
2.200000e+07	  1	  1000	   847	1.604699907220270e-03	3.162277660168376e+01	2.976212668731142e+00
2.300000e+07	  1	  1000	   366	1.654524645629947e-03	3.162277660168376e+01	4.538726639221388e+00
2.400000e+07	  1	  1000	   354	2.208946623523682e-03	3.162277660168376e+01	6.105135552193612e+00
2.500000e+07	  1	  1000	   560	2.036927185304030e-03	3.162277660168376e+01	7.688410583344405e+00
2.600000e+07	  1	  1000	   451	1.677258273278373e-03	3.162277660168376e+01	9.266760176619249e+00
2.700000e+07	  1	  1000	   494	1.513681095926884e-03	4.216965034285818e+01	2.887510493506685e-01
