myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand01/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.147000e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2691	1.206683289460589e-03	4.216965034285821e-01	9.921382903667098e-02
2.000000e+06	  3	  3000	  1360	1.623454638839863e-03	9.999999999999994e-01	4.102917202824551e-02
3.000000e+06	  3	  3000	   261	1.771254658218850e-03	1.333521432163323e+00	2.317862808560434e-01
4.000000e+06	  3	  3000	  1277	1.466824620179359e-03	1.778279410038922e+00	3.109867124685763e-01
5.000000e+06	  3	  3000	  2012	1.319398679877041e-03	2.371373705661654e+00	2.404661847830855e-01
6.000000e+06	  3	  3000	  1888	1.941830977331209e-03	2.371373705661654e+00	7.656541996383451e-01
7.000000e+06	  3	  3000	  2175	1.570515476435258e-03	3.162277660168377e+00	4.963078551609874e-01
8.000000e+06	  3	  3000	   254	1.356375153778416e-03	3.162277660168377e+00	1.021445205471030e+00
9.000000e+06	  3	  3000	   898	1.212716468390038e-03	4.216965034285820e+00	4.905548781464135e-01
1.000000e+07	  3	  3000	   581	1.134206360780312e-03	4.216965034285820e+00	1.014706171607453e+00
1.100000e+07	  3	  3000	  1325	1.358193902495740e-03	5.623413251903486e+00	1.314333970369772e-01
1.200000e+07	  3	  3000	   360	1.177999257563783e-03	5.623413251903486e+00	6.551793076061830e-01
1.300000e+07	  3	  3000	  1539	1.587847957963817e-03	5.623413251903486e+00	1.180366865527221e+00
1.400000e+07	  3	  3000	  2244	1.624076756044188e-03	5.623413251903486e+00	1.703347833862509e+00
1.500000e+07	  3	  3000	   731	1.500858705536312e-03	7.498942093324552e+00	3.521427571878549e-01
1.600000e+07	  3	  3000	  2861	1.459813142246316e-03	7.498942093324552e+00	8.753518981870981e-01
1.700000e+07	  3	  3000	  2859	1.830409772612089e-03	7.498942093324552e+00	1.400767819829095e+00
1.800000e+07	  3	  3000	  2333	1.244954216222915e-03	7.498942093324552e+00	1.922243462436546e+00
1.900000e+07	  3	  3000	   624	1.677730714478915e-03	7.498942093324552e+00	2.446930893321744e+00
2.000000e+07	  3	  3000	  1473	1.882906907652134e-03	9.999999999999991e+00	4.681294261637972e-01
2.100000e+07	  3	  3000	   794	1.219206183460837e-03	9.999999999999991e+00	9.921742730813680e-01
