myid = 14	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand15/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   350	1.464165974326914e-03	1.333521432163323e+00	2.454334972225900e-01
2.000000e+06	  1	  1000	   976	1.801175995221033e-03	2.371373705661654e+00	7.786347576699379e-01
3.000000e+06	  1	  1000	   832	1.738271314335233e-03	4.216965034285820e+00	4.975918120895767e-01
4.000000e+06	  1	  1000	   868	1.558921855806200e-03	5.623413251903486e+00	6.491397300466782e-01
5.000000e+06	  1	  1000	   363	1.584782600294419e-03	7.498942093324552e+00	3.319501524533149e-01
6.000000e+06	  1	  1000	   296	2.704785525841203e-04	7.498942093324552e+00	1.910552197073560e+00
7.000000e+06	  1	  1000	   970	1.518224119857151e-03	9.999999999999991e+00	9.831229227004480e-01
collision No.1	1.137608e+01[yr]	i=1, j=4	r_ij=6.331514613226132e-05	radius[1]+radius[4]=6.338481524341289e-05
collision No.2	1.237700e+01[yr]	i=1, j=770	r_ij=6.326143479937598e-05	radius[1]+radius[770]=6.338481524341289e-05
8.000000e+06	  1	  1000	   967	1.745783158616735e-03	9.999999999999991e+00	2.546858394381935e+00
collision No.3	1.318745e+01[yr]	i=1, j=641	r_ij=6.328879691209089e-05	radius[1]+radius[641]=6.338481524341289e-05
9.000000e+06	  1	  1000	   273	1.571562879698904e-03	1.333521432163323e+01	7.707851244977784e-01
1.000000e+07	  1	  1000	   724	1.428925763590845e-03	1.333521432163323e+01	2.347469378843650e+00
1.100000e+07	  1	  1000	   861	1.479956325226511e-03	1.333521432163323e+01	3.915540705103591e+00
