myid = 33	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand34/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   447	1.406939767639666e-03	1.333521432163323e+00	2.495093487875576e-01
collision No.1	2.175265e+00[yr]	i=1, j=832	r_ij=6.330169035353344e-05	radius[1]+radius[832]=6.338481524341289e-05
2.000000e+06	  1	  1000	   221	1.488827016992214e-03	2.371373705661654e+00	7.536207801335071e-01
3.000000e+06	  1	  1000	   931	1.677689000693280e-03	4.216965034285820e+00	4.809682023179257e-01
4.000000e+06	  1	  1000	    30	1.489079285253519e-03	5.623413251903486e+00	6.113354356004067e-01
5.000000e+06	  1	  1000	   889	1.649942436202402e-03	7.498942093324552e+00	2.275094774897771e-01
6.000000e+06	  1	  1000	   182	1.455353987720148e-03	7.498942093324552e+00	1.751529153042250e+00
collision No.2	1.067760e+01[yr]	i=1, j=749	r_ij=6.330854300816924e-05	radius[1]+radius[749]=6.338481524341289e-05
7.000000e+06	  1	  1000	   477	1.691712024374704e-03	9.999999999999991e+00	7.994367623366593e-01
8.000000e+06	  1	  1000	   383	1.524971635758025e-03	9.999999999999991e+00	2.379245708925947e+00
9.000000e+06	  1	  1000	   472	1.666730014289837e-03	1.333521432163323e+01	6.306914137881798e-01
1.000000e+07	  1	  1000	   747	1.752617210350943e-03	1.333521432163323e+01	2.193232437215972e+00
collision No.3	1.689590e+01[yr]	i=1, j=817	r_ij=6.321009655339339e-05	radius[1]+radius[817]=6.338481524341289e-05
1.100000e+07	  1	  1000	   580	1.450928444528183e-03	1.333521432163323e+01	3.762369253966195e+00
1.200000e+07	  1	  1000	    62	1.641055050063029e-03	1.778279410038921e+01	8.929061732118088e-01
1.300000e+07	  1	  1000	   648	1.642945662167932e-03	1.778279410038921e+01	2.464030446048796e+00
collision No.4	2.029370e+01[yr]	i=1, j=304	r_ij=6.326288118027159e-05	radius[1]+radius[304]=6.338481524341289e-05
collision No.5	2.091962e+01[yr]	i=1, j=447	r_ij=6.336340099308857e-05	radius[1]+radius[447]=6.338481524341289e-05
1.400000e+07	  1	  1000	    54	1.641820787432415e-03	1.778279410038921e+01	4.035717660966503e+00
1.500000e+07	  1	  1000	   803	1.636242146617128e-03	1.778279410038921e+01	5.613590096913650e+00
