myid = 30	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand31/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   415	1.529829392101702e-03	1.333521432163323e+00	2.379034055482116e-01
2.000000e+06	  1	  1000	   530	1.604667191023444e-03	2.371373705661654e+00	7.833629419455029e-01
3.000000e+06	  1	  1000	   796	1.550879748148817e-03	4.216965034285820e+00	5.178045023165107e-01
4.000000e+06	  1	  1000	   122	1.506842044255202e-03	5.623413251903486e+00	6.953562814303768e-01
5.000000e+06	  1	  1000	   891	1.635211757267957e-03	7.498942093324552e+00	3.869687317781731e-01
6.000000e+06	  1	  1000	   426	1.478937791019545e-03	7.498942093324552e+00	1.967276641045911e+00
7.000000e+06	  1	  1000	   894	1.614243129372773e-03	9.999999999999991e+00	1.029625116967610e+00
8.000000e+06	  1	  1000	   401	1.667624465956366e-03	9.999999999999991e+00	2.576371098418236e+00
9.000000e+06	  1	  1000	   418	1.567928101721084e-03	1.333521432163323e+01	7.784135507045685e-01
1.000000e+07	  1	  1000	   702	1.573017417588257e-03	1.333521432163323e+01	2.282182897069135e+00
1.100000e+07	  1	  1000	   683	1.596144606901071e-03	1.333521432163323e+01	3.807915720070928e+00
collision No.1	1.774330e+01[yr]	i=1, j=975	r_ij=6.328707931255898e-05	radius[1]+radius[975]=6.338481524341289e-05
1.200000e+07	  1	  1000	   178	1.399804760633239e-03	1.778279410038921e+01	8.740337282593774e-01
1.300000e+07	  1	  1000	    91	1.795008736251643e-03	1.778279410038921e+01	2.395985658327251e+00
1.400000e+07	  1	  1000	   302	1.541798492639366e-03	1.778279410038921e+01	3.919783255321124e+00
1.500000e+07	  1	  1000	   683	1.418720098303485e-03	1.778279410038921e+01	5.419832867509191e+00
1.600000e+07	  1	  1000	   245	1.605518702644395e-03	2.371373705661653e+01	9.992734788269051e-01
1.700000e+07	  1	  1000	   365	1.563766390241268e-03	2.371373705661653e+01	2.503945926845015e+00
1.800000e+07	  1	  1000	   263	1.485390575489272e-03	2.371373705661653e+01	4.016488368996463e+00
collision No.2	2.860854e+01[yr]	i=1, j=729	r_ij=6.337465341773208e-05	radius[1]+radius[729]=6.338481524341289e-05
1.900000e+07	  1	  1000	   276	1.596118007301020e-03	2.371373705661653e+01	5.525531452468663e+00
2.000000e+07	  1	  1000	   656	1.646214930949342e-03	2.371373705661653e+01	7.054987702130193e+00
2.100000e+07	  1	  1000	   637	1.623867070617690e-03	3.162277660168376e+01	6.669306877924169e-01
2.200000e+07	  1	  1000	   389	1.626262676582418e-03	3.162277660168376e+01	2.181825657910810e+00
2.300000e+07	  1	  1000	   408	1.701038401969262e-03	3.162277660168376e+01	3.677701645488369e+00
collision No.3	3.658219e+01[yr]	i=1, j=774	r_ij=6.323169872257699e-05	radius[1]+radius[774]=6.338481524341289e-05
2.400000e+07	  1	  1000	   991	1.745583638781952e-03	3.162277660168376e+01	5.182843886258657e+00
2.500000e+07	  1	  1000	   579	1.524532899289131e-03	3.162277660168376e+01	6.709191857826930e+00
2.600000e+07	  1	  1000	   701	1.464089027076296e-03	3.162277660168376e+01	8.251522016466993e+00
2.700000e+07	  1	  1000	   742	1.755182451280766e-03	3.162277660168376e+01	9.788410258636537e+00
