myid = 2	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_acc/rand03/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   820	1.554681643149968e-03	1.333521432163323e+00	2.474288554424755e-01
2.000000e+06	  1	  1000	   667	1.559215560557023e-03	2.371373705661654e+00	7.814515790900404e-01
3.000000e+06	  1	  1000	  1001	1.562192277800411e-03	4.216965034285820e+00	5.135295050501728e-01
collision No.1	6.105951e+00[yr]	i=1, j=517	r_ij=6.328101580944325e-05	radius[1]+radius[517]=6.338481524341289e-05
dE_heat=-1.416229e-09	dE_grav=1.422227e-09	dE_c=-3.728728e-17	v_imp=3.088032e-01
4.000000e+06	  1	   999	   986	1.592985969957168e-03	5.623413251903486e+00	6.714331248166636e-01
5.000000e+06	  1	   999	   347	1.608133914049315e-03	7.498942093324552e+00	3.788121978749420e-01
6.000000e+06	  1	   999	   203	1.611526876830476e-03	7.498942093324552e+00	1.958137523768266e+00
7.000000e+06	  1	   999	   812	1.653448255721468e-03	9.999999999999991e+00	1.039448445310177e+00
8.000000e+06	  1	   999	   497	1.564185092612367e-03	9.999999999999991e+00	2.627797224655280e+00
9.000000e+06	  1	   999	   310	1.496736779396008e-03	1.333521432163323e+01	8.677675946864215e-01
1.000000e+07	  1	   999	   363	1.681171110593444e-03	1.333521432163323e+01	2.441918696826131e+00
1.100000e+07	  1	   999	   810	1.505615143435238e-03	1.333521432163323e+01	4.022303037677338e+00
collision No.2	1.757057e+01[yr]	i=1, j=99	r_ij=6.344511574885740e-05	radius[1]+radius[99]=6.355807079488190e-05
dE_heat=-1.428452e-09	dE_grav=1.432734e-09	dE_c=-4.081111e-17	v_imp=3.101177e-01
1.200000e+07	  1	   998	   987	1.596477056353314e-03	1.778279410038921e+01	1.134182016562219e+00
collision No.3	1.988839e+01[yr]	i=1, j=654	r_ij=6.356324953064799e-05	radius[1]+radius[654]=6.373018648657143e-05
dE_heat=-1.440364e-09	dE_grav=1.444231e-09	dE_c=-4.333493e-18	v_imp=3.113931e-01
1.300000e+07	  1	   997	    22	1.442466041055656e-03	1.778279410038921e+01	2.717241940848643e+00
1.400000e+07	  1	   997	   867	6.272160221167361e-06	1.778279410038921e+01	4.291659466272510e+00
1.500000e+07	  1	   997	   540	1.576387167527016e-03	1.778279410038921e+01	5.862911391467298e+00
1.600000e+07	  1	   997	   602	1.519107642257749e-03	2.371373705661653e+01	1.505842150375327e+00
1.700000e+07	  1	   997	   399	1.644233930142429e-03	2.371373705661653e+01	3.079542789314518e+00
1.800000e+07	  1	   997	   927	1.785106357212966e-03	2.371373705661653e+01	4.666065066962937e+00
collision No.4	2.864493e+01[yr]	i=1, j=967	r_ij=6.389501129287592e-05	radius[1]+radius[967]=6.390118088350256e-05
dE_heat=-1.446325e-09	dE_grav=1.450817e-09	dE_c=-5.740653e-17	v_imp=3.120221e-01
1.900000e+07	  1	   996	   542	1.523690037595963e-03	2.371373705661653e+01	6.250162924843474e+00
2.000000e+07	  1	   996	   899	1.641009484032671e-03	2.371373705661653e+01	7.818659775335091e+00
2.100000e+07	  1	   996	    81	1.585083993219087e-03	3.162277660168376e+01	1.493245388986665e+00
2.200000e+07	  1	   996	   471	1.709287078301573e-03	3.162277660168376e+01	3.077877742236701e+00
2.300000e+07	  1	   996	   381	1.480582092171339e-03	3.162277660168376e+01	4.671705460935484e+00
2.400000e+07	  1	   996	   539	1.454692752499468e-03	3.162277660168376e+01	6.245128490596259e+00
2.500000e+07	  1	   996	   603	1.658179785576385e-03	3.162277660168376e+01	7.834065408931115e+00
2.600000e+07	  1	   996	   392	1.655727065362269e-03	3.162277660168376e+01	9.422320203270706e+00
2.700000e+07	  1	   996	   918	1.547488813160091e-03	4.216965034285818e+01	4.536887295650491e-01
2.800000e+07	  1	   996	   440	1.325692613043616e-03	4.216965034285818e+01	2.038822459725995e+00
collision No.5	4.431880e+01[yr]	i=1, j=517	r_ij=6.391484048466603e-05	radius[1]+radius[517]=6.407107207158070e-05
dE_heat=-1.455413e-09	dE_grav=1.464449e-09	dE_c=-5.927980e-17	v_imp=3.129864e-01
2.900000e+07	  1	   995	   765	1.612134505034494e-03	4.216965034285818e+01	3.625604027098472e+00
3.000000e+07	  1	   995	   905	1.254476953692271e-03	4.216965034285818e+01	5.214366432543136e+00
3.100000e+07	  1	   995	    59	1.695430563617518e-03	4.216965034285818e+01	6.800241891862535e+00
3.200000e+07	  1	   995	    62	1.378708562375674e-03	4.216965034285818e+01	8.383108008609724e+00
collision No.6	5.121969e+01[yr]	i=1, j=907	r_ij=6.404094092487522e-05	radius[1]+radius[907]=6.423987767443396e-05
dE_heat=-1.466743e-09	dE_grav=1.475619e-09	dE_c=-2.849403e-17	v_imp=3.141881e-01
collision No.7	5.173761e+01[yr]	i=1, j=633	r_ij=6.440321115200602e-05	radius[1]+radius[633]=6.440761486950623e-05
dE_heat=-1.472839e-09	dE_grav=1.481293e-09	dE_c=7.892759e-18	v_imp=3.148263e-01
3.300000e+07	  1	   993	    96	1.597337345209838e-03	4.216965034285818e+01	9.962975614448185e+00
3.400000e+07	  1	   993	   259	1.745634910230341e-03	4.216965034285818e+01	1.154556501554582e+01
3.500000e+07	  1	   993	   991	1.630433333609753e-03	4.216965034285818e+01	1.313786347709447e+01
3.600000e+07	  1	   993	   317	1.513938899643473e-03	5.623413251903484e+01	6.643397795636183e-01
3.700000e+07	  1	   993	   891	1.314541225452290e-03	5.623413251903484e+01	2.255767306859080e+00
3.800000e+07	  1	   993	   266	1.527329762403009e-03	5.623413251903484e+01	3.847258692851692e+00
3.900000e+07	  1	   993	   753	1.520630946118158e-03	5.623413251903484e+01	5.433272999606108e+00
4.000000e+07	  1	   993	   233	1.504312868750308e-03	5.623413251903484e+01	7.023103174193490e+00
4.100000e+07	  1	   993	   282	1.923550456160507e-03	5.623413251903484e+01	8.612897070724443e+00
4.200000e+07	  1	   993	   325	1.566190312170451e-03	5.623413251903484e+01	1.019849870228627e+01
4.300000e+07	  1	   993	   417	1.477843190818260e-03	5.623413251903484e+01	1.178456859474583e+01
4.400000e+07	  1	   993	   323	1.601701010482518e-03	5.623413251903484e+01	1.337274703127536e+01
4.500000e+07	  1	   993	   227	1.437139191189363e-03	5.623413251903484e+01	1.495295814535229e+01
4.600000e+07	  1	   993	    51	1.261597821734973e-03	5.623413251903484e+01	1.653706845094505e+01
4.700000e+07	  1	   993	   717	1.465008263676967e-03	5.623413251903484e+01	1.811813764459374e+01
4.800000e+07	  1	   993	   874	1.679348429314031e-03	7.498942093324548e+01	9.577792321498674e-01
collision No.8	7.721130e+01[yr]	i=1, j=106	r_ij=6.441273645681755e-05	radius[1]+radius[106]=6.457430040344326e-05
dE_heat=-1.492274e-09	dE_grav=1.495046e-09	dE_c=1.140240e-16	v_imp=3.168828e-01
4.900000e+07	  1	   992	   906	1.418819970732364e-03	7.498942093324548e+01	2.546884167288624e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	   992	   558	1.585856341264923e-03	7.498942093324548e+01	4.143503097311044e+00
5.100000e+07	  1	   992	   519	1.654801625089476e-03	7.498942093324548e+01	5.742935135344514e+00
5.200000e+07	  1	   992	   229	1.751851854148038e-03	7.498942093324548e+01	7.334988925560257e+00
5.300000e+07	  1	   992	   472	1.620033014140045e-03	7.498942093324548e+01	8.931752768596125e+00
5.400000e+07	  1	   992	   204	1.650581905895774e-03	7.498942093324548e+01	1.052462116965683e+01
5.500000e+07	  1	   992	   638	1.479365071841480e-03	7.498942093324548e+01	1.212168503571469e+01
5.600000e+07	  1	   992	   921	1.631124606150426e-03	7.498942093324548e+01	1.371352187093819e+01
5.700000e+07	  1	   992	   626	1.444725554968560e-03	7.498942093324548e+01	1.529523327396541e+01
5.800000e+07	  1	   992	   702	1.596643170475650e-03	7.498942093324548e+01	1.689066233881312e+01
5.900000e+07	  1	   992	   922	1.709533659676732e-03	7.498942093324548e+01	1.848769650157801e+01
6.000000e+07	  1	   992	   197	1.409671206652927e-03	7.498942093324548e+01	2.006549980244701e+01
6.100000e+07	  1	   992	   374	1.410858431999273e-03	7.498942093324548e+01	2.165438266071721e+01
6.200000e+07	  1	   992	   844	1.623768392374630e-03	7.498942093324548e+01	2.325000800273308e+01
6.300000e+07	  1	   992	   545	1.771863469970055e-03	7.498942093324548e+01	2.483948547985367e+01
6.400000e+07	  1	   992	   645	1.433100626623895e-03	9.999999999999986e+01	1.418134994642419e+00
6.500000e+07	  1	   992	   323	1.501026601096312e-03	9.999999999999986e+01	3.016802190034403e+00
6.600000e+07	  1	   992	   276	1.291484694491463e-03	9.999999999999986e+01	4.599387878452379e+00
6.700000e+07	  1	   992	   170	1.453668777636334e-03	9.999999999999986e+01	6.198923780070861e+00
6.800000e+07	  1	   992	   508	1.494086162431036e-03	9.999999999999986e+01	7.793515297768900e+00
6.900000e+07	  1	   992	   735	1.699616629906318e-03	9.999999999999986e+01	9.388557440638461e+00
7.000000e+07	  1	   992	   525	1.541493236406150e-03	9.999999999999986e+01	1.097633798922439e+01
7.100000e+07	  1	   992	   320	1.687375451106813e-03	9.999999999999986e+01	1.255546301185080e+01
