myid = 9	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_frag_noacc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	43000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.243506e+02 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2592	1.930094713047450e-03	0.000000000000000e+00	5.385124030087424e-02
2.000000e+05	  3	  3000	   991	1.210398908550093e-03	1.000000000000000e-01	6.011929613815334e-03
3.000000e+05	  3	  3000	  2239	1.225623593335865e-03	1.333521432163324e-01	2.479201630608118e-02
4.000000e+05	  3	  3000	  1958	1.710354567445631e-03	1.778279410038923e-01	3.242536648783556e-02
5.000000e+05	  3	  3000	  2154	1.429570691175337e-03	2.371373705661655e-01	2.518403556800571e-02
6.000000e+05	  3	  3000	   442	1.320881325930034e-03	2.371373705661655e-01	7.813435757768569e-02
7.000000e+05	  3	  3000	  2073	1.871048398836675e-03	3.162277660168378e-01	4.863442812127515e-02
8.000000e+05	  3	  3000	    17	1.746537755426417e-03	3.162277660168378e-01	1.015400094484806e-01
9.000000e+05	  3	  3000	  1054	1.527216858338005e-03	4.216965034285821e-01	4.819718973837064e-02
1.000000e+06	  3	  3000	   250	1.409079406413005e-03	4.216965034285821e-01	1.013015683392378e-01
1.100000e+06	  3	  3000	  2129	1.524147603540174e-03	5.623413251903489e-01	1.276263260119096e-02
1.200000e+06	  3	  3000	  1545	1.643628915567343e-03	5.623413251903489e-01	6.402874135044991e-02
1.300000e+06	  3	  3000	  2078	1.582476422424437e-03	5.623413251903489e-01	1.171704709088255e-01
1.400000e+06	  3	  3000	  2524	2.144672918576148e-03	5.623413251903489e-01	1.702320307964937e-01
1.500000e+06	  3	  3000	  1633	1.387038448199362e-03	7.498942093324554e-01	3.416795828780636e-02
1.600000e+06	  3	  3000	  1290	1.564731472140917e-03	7.498942093324554e-01	8.677343129311535e-02
1.700000e+06	  3	  3000	  2826	1.509603434883903e-03	7.498942093324554e-01	1.391534162228197e-01
1.800000e+06	  3	  3000	  2495	1.779337742451901e-03	7.498942093324554e-01	1.922058714638099e-01
1.900000e+06	  3	  3000	  2541	1.463709626558971e-03	7.498942093324554e-01	2.451057315014137e-01
2.000000e+06	  3	  3000	  2481	1.847468656222156e-03	9.999999999999994e-01	4.715934477529898e-02
2.100000e+06	  3	  3000	  1550	1.322338293483290e-03	9.999999999999994e-01	9.953495812342000e-02
2.200000e+06	  3	  3000	   540	1.337454574581398e-03	9.999999999999994e-01	1.524540382137047e-01
2.300000e+06	  3	  3000	  1237	1.458635017957687e-03	9.999999999999994e-01	2.054342009665963e-01
2.400000e+06	  3	  3000	  2406	1.565992110911183e-03	9.999999999999994e-01	2.578910409535786e-01
2.500000e+06	  3	  3000	  1695	1.734881883993270e-03	9.999999999999994e-01	3.108892550035015e-01
2.600000e+06	  3	  3000	  1159	1.240326820207548e-03	1.333521432163323e+00	2.881818563607447e-02
2.700000e+06	  3	  3000	   528	1.515610318685029e-03	1.333521432163323e+00	8.177962523880829e-02
2.800000e+06	  3	  3000	  1067	1.377137029648058e-03	1.333521432163323e+00	1.347390183112654e-01
2.900000e+06	  3	  3000	  1209	1.794826219906080e-03	1.333521432163323e+00	1.871756257609016e-01
3.000000e+06	  3	  3000	  1333	1.393942622974262e-03	1.333521432163323e+00	2.402687301489784e-01
3.100000e+06	  3	  3000	  1158	1.543155557719455e-03	1.333521432163323e+00	2.933708774581598e-01
3.200000e+06	  3	  3000	   626	2.004749033104549e-03	1.333521432163323e+00	3.464285431144811e-01
3.300000e+06	  3	  3000	  1507	1.304645647087710e-03	1.333521432163323e+00	3.994483361760781e-01
3.400000e+06	  3	  3000	   373	1.383414003814930e-03	1.778279410038922e+00	5.036267342301040e-03
3.500000e+06	  3	  3000	   750	1.710152563092998e-03	1.778279410038922e+00	5.794208988779752e-02
3.600000e+06	  3	  3000	  1420	2.051457857629480e-03	1.778279410038922e+00	1.108988169841881e-01
collision No.1	1.910985e+00[yr]	i=3, j=695	r_ij=6.336605518968677e-05	radius[3]+radius[695]=6.338481524341289e-05
3.700000e+06	  3	  3000	  1570	2.034574018973979e-03	1.778279410038922e+00	1.632036053838938e-01
3.800000e+06	  3	  3000	  1603	1.780153528497445e-03	1.778279410038922e+00	2.161057940544474e-01
3.900000e+06	  3	  3000	  1706	2.102228729031282e-03	1.778279410038922e+00	2.685833601871107e-01
4.000000e+06	  3	  3000	  2847	1.901327203376400e-03	1.778279410038922e+00	3.205680728305734e-01
4.100000e+06	  3	  3000	  1646	1.397351389520742e-03	1.778279410038922e+00	3.733603749874154e-01
4.200000e+06	  3	  3000	  1249	1.888532995627556e-03	1.778279410038922e+00	4.263685495557554e-01
4.300000e+06	  3	  3000	  1573	1.812484783085681e-03	1.778279410038922e+00	4.794381652916301e-01
4.400000e+06	  3	  3000	   969	1.600414815631026e-03	1.778279410038922e+00	5.314337159825154e-01
4.500000e+06	  3	  3000	  2024	2.130154338517484e-03	1.778279410038922e+00	5.844395533750333e-01
4.600000e+06	  3	  3000	  1760	1.574072191700293e-03	2.371373705661654e+00	4.311898367928405e-02
4.700000e+06	  3	  3000	   836	1.975979575692008e-03	2.371373705661654e+00	9.590942980093746e-02
4.800000e+06	  3	  3000	  1255	1.810559411189736e-03	2.371373705661654e+00	1.482157558563861e-01
4.900000e+06	  3	  3000	  1089	1.737611769108688e-03	2.371373705661654e+00	2.011312428768580e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	   623	1.612021691912941e-03	2.371373705661654e+00	2.536136893869904e-01
5.100000e+06	  3	  3000	  2834	1.506322737567854e-03	2.371373705661654e+00	3.043076668355861e-01
5.200000e+06	  3	  3000	  1998	2.010855190337834e-03	2.371373705661654e+00	3.565465326560568e-01
5.300000e+06	  3	  3000	  1539	1.913879654538081e-03	2.371373705661654e+00	4.094236675903918e-01
5.400000e+06	  3	  3000	   565	1.782608958324092e-03	2.371373705661654e+00	4.621296718528951e-01
5.500000e+06	  3	  3000	  2548	1.517552709013691e-03	2.371373705661654e+00	5.128215396768157e-01
5.600000e+06	  3	  3000	   924	1.991376389189627e-03	2.371373705661654e+00	5.657014364307696e-01
5.700000e+06	  3	  3000	  2232	1.342698433304176e-03	2.371373705661654e+00	6.184680537953032e-01
5.800000e+06	  3	  3000	   572	1.313043286285072e-03	2.371373705661654e+00	6.710865580835244e-01
5.900000e+06	  3	  3000	  2422	1.449673949767969e-03	2.371373705661654e+00	7.235505301975345e-01
6.000000e+06	  3	  3000	  1299	1.414567426007360e-03	2.371373705661654e+00	7.762991168751401e-01
6.100000e+06	  3	  3000	  2762	1.566738980798144e-03	3.162277660168377e+00	3.750256407777792e-02
6.200000e+06	  3	  3000	  1952	1.941685014008216e-03	3.162277660168377e+00	9.060309636252196e-02
6.300000e+06	  3	  3000	   406	1.501854404330699e-03	3.162277660168377e+00	1.435456013497928e-01
6.400000e+06	  3	  3000	   240	1.296554881467472e-03	3.162277660168377e+00	1.956732854616660e-01
6.500000e+06	  3	  3000	  2857	1.686785880401371e-03	3.162277660168377e+00	2.487203038719545e-01
