OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand4/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand4/
N_tr	1000
N_p	1
RAND_SEED	4
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	5.719661e+00 [yr]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   944	1.424222260992675e-03	1.000000000000000e+00	4.818686083923491e-01
2.000000e+06	  1	  1000	   330	2.128661972649639e-03	2.000000000000000e+00	9.967153991902490e-01
3.000000e+06	  1	  1000	   617	1.905828495067053e-03	4.000000000000000e+00	4.554404926563071e-01
4.000000e+06	  1	  1000	   702	1.386533308889054e-03	5.000000000000000e+00	9.677309220504071e-01
5.000000e+06	  1	  1000	   518	1.844746367301281e-03	7.000000000000000e+00	4.449189051932062e-01
6.000000e+06	  1	  1000	   773	1.011898880297611e-03	8.000000000000000e+00	9.292984505508152e-01
7.000000e+06	  1	  1000	   542	1.622095157493759e-03	1.000000000000000e+01	4.276245244789837e-01
8.000000e+06	  1	  1000	   814	1.214488525993586e-03	1.100000000000000e+01	9.071305236513366e-01
9.000000e+06	  1	  1000	    91	3.116278370976160e-03	1.300000000000000e+01	3.994051116012762e-01
1.000000e+07	  1	  1000	   566	1.544664769119286e-03	1.400000000000000e+01	8.897525856948841e-01
1.100000e+07	  1	  1000	   329	1.660755795319510e-03	1.600000000000000e+01	3.768655688099347e-01
1.200000e+07	  1	  1000	    30	9.394311671760102e-04	1.700000000000001e+01	8.646386542613540e-01
1.300000e+07	  1	  1000	   524	1.419317401116127e-03	1.900000000000001e+01	3.610210969922209e-01
1.400000e+07	  1	  1000	   609	9.345859373475068e-04	2.000000000000001e+01	8.391388108300044e-01
1.500000e+07	  1	  1000	   272	1.120875131225129e-03	2.200000000000001e+01	3.366574831550669e-01
1.600000e+07	  1	  1000	   313	1.196443846563240e-03	2.300000000000001e+01	8.223389730097487e-01
1.700000e+07	  1	  1000	   659	2.852188777463465e-03	2.500000000000001e+01	3.098537219805066e-01
1.800000e+07	  1	  1000	    47	1.165135734429902e-03	2.600000000000002e+01	8.044782596823277e-01
1.900000e+07	  1	  1000	   878	1.388451759587904e-03	2.800000000000002e+01	2.872320539679047e-01
2.000000e+07	  1	  1000	   240	1.617609036709928e-03	2.900000000000002e+01	7.798426515402231e-01
2.100000e+07	  1	  1000	    80	1.763141324224734e-03	3.100000000000002e+01	2.693860698427327e-01
2.200000e+07	  1	  1000	   696	2.441842404780110e-03	3.200000000000002e+01	7.574104107283474e-01
2.300000e+07	  1	  1000	   178	8.292541285621272e-04	3.400000000000003e+01	2.478517174798973e-01
2.400000e+07	  1	  1000	   414	1.038504855146247e-03	3.500000000000003e+01	7.357985977464103e-01
