OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand2/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand2/
N_tr	1000
N_p	1
RAND_SEED	2
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	5.719661e+00 [yr]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   888	1.809475265924387e-03	1.000000000000000e+00	4.842925598155680e-01
2.000000e+06	  1	  1000	   952	1.239347469973371e-03	3.000000000000000e+00	2.775610100719411e-03
3.000000e+06	  1	  1000	   658	1.220483278473064e-03	4.000000000000000e+00	4.714363631529728e-01
4.000000e+06	  1	  1000	    96	1.196536159869608e-03	5.000000000000000e+00	9.874684475157132e-01
5.000000e+06	  1	  1000	    95	1.240026706859479e-03	7.000000000000000e+00	4.753602166967644e-01
6.000000e+06	  1	  1000	    62	9.953067200616089e-04	8.000000000000000e+00	9.668237695855765e-01
7.000000e+06	  1	  1000	   994	1.377108303082023e-03	1.000000000000000e+01	4.702875459503673e-01
8.000000e+06	  1	  1000	    53	1.774450106914357e-03	1.100000000000000e+01	9.569775647970115e-01
9.000000e+06	  1	  1000	   156	1.576451487430724e-03	1.300000000000000e+01	4.561092625485126e-01
1.000000e+07	  1	  1000	   810	1.232603205037997e-03	1.400000000000000e+01	9.500587224567978e-01
1.100000e+07	  1	  1000	   239	9.831375427016538e-04	1.600000000000000e+01	4.440835040406553e-01
1.200000e+07	  1	  1000	   400	2.386734382643780e-03	1.700000000000001e+01	9.369356852504571e-01
1.300000e+07	  1	  1000	   141	1.143390484135419e-03	1.900000000000001e+01	4.381986303643849e-01
1.400000e+07	  1	  1000	   859	2.383834262273216e-03	2.000000000000001e+01	9.263631376964740e-01
1.500000e+07	  1	  1000	   857	1.558731396711361e-03	2.200000000000001e+01	4.239431429704832e-01
1.600000e+07	  1	  1000	   871	1.396711012379184e-03	2.300000000000001e+01	9.205114290655972e-01
1.700000e+07	  1	  1000	   560	2.744810419176570e-03	2.500000000000001e+01	4.057474332719674e-01
