file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_nofrag_rand2/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_nofrag_rand2/
N_tr	3000
N_p	3
RAND_SEED	2
STEP_INTERVAL	1.0E5
BREAK_TIME	432000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846264338327950288*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846264338327950288*1.0E0)
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2391	1.521311959584623e-03	0.000000000000000e+00	5.038977411222144e-02
2.000000e+05	  3	  3000	  2836	3.163057336417567e-05	0.000000000000000e+00	9.951510188220353e-02
3.000000e+05	  3	  3000	  2195	2.405110162765602e-03	0.000000000000000e+00	1.484752535805711e-01
4.000000e+05	  3	  3000	  2174	2.009149456266349e-03	0.000000000000000e+00	1.974618183709949e-01
5.000000e+05	  3	  3000	  1233	1.627834867563477e-03	0.000000000000000e+00	2.463128965458678e-01
6.000000e+05	  3	  3000	  1665	1.526773759156590e-03	0.000000000000000e+00	2.951061747726038e-01
7.000000e+05	  3	  3000	  1127	9.136697959427249e-04	0.000000000000000e+00	3.439629710245094e-01
8.000000e+05	  3	  3000	  2056	1.838738970757688e-03	0.000000000000000e+00	3.929602622234112e-01
9.000000e+05	  3	  3000	   538	1.867272299095320e-03	0.000000000000000e+00	4.422276210105388e-01
1.000000e+06	  3	  3000	  2893	1.778237092997206e-03	0.000000000000000e+00	4.920976323090194e-01
1.100000e+06	  3	  3000	  2981	1.826273567644125e-03	0.000000000000000e+00	5.426464534782202e-01
1.200000e+06	  3	  3000	  1173	2.417979182692087e-03	0.000000000000000e+00	5.940750666166870e-01
