file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand3/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand3/
N_tr	3000
N_p	3
RAND_SEED	3
STEP_INTERVAL	1.0E5
BREAK_TIME	432000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846264338327950288
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846264338327950288*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846264338327950288*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	5.845499e+00 [yr]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2890	1.006171781786061e-03	0.000000000000000e+00	5.025942757432791e-02
2.000000e+05	  3	  3000	   117	1.182813569424791e-03	0.000000000000000e+00	9.962140400967309e-02
3.000000e+05	  3	  3000	   757	1.479184187929861e-03	0.000000000000000e+00	1.488082234763958e-01
4.000000e+05	  3	  3000	  2733	1.763774500625630e-03	0.000000000000000e+00	1.978802913531079e-01
5.000000e+05	  3	  3000	   961	1.232735580741647e-03	0.000000000000000e+00	2.466544664726624e-01
6.000000e+05	  3	  3000	  1805	3.032355255991169e-03	0.000000000000000e+00	2.953213568245672e-01
7.000000e+05	  3	  3000	  1817	1.200365583117805e-03	0.000000000000000e+00	3.439862328531936e-01
8.000000e+05	  3	  3000	    81	1.296367015056349e-03	0.000000000000000e+00	3.926950276875477e-01
9.000000e+05	  3	  3000	   391	1.483737597896968e-03	0.000000000000000e+00	4.420545589699838e-01
1.000000e+06	  3	  3000	  1549	2.269506855929016e-03	0.000000000000000e+00	4.920180236398596e-01
1.100000e+06	  3	  3000	  2909	1.016127199761930e-03	0.000000000000000e+00	5.428233788450616e-01
1.200000e+06	  3	  3000	  2141	1.173624851376483e-03	0.000000000000000e+00	5.942981921755216e-01
1.300000e+06	  3	  3000	   342	1.288506574012263e-03	0.000000000000000e+00	6.467883544436662e-01
1.400000e+06	  3	  3000	  1050	1.317315441156709e-03	0.000000000000000e+00	6.998664522992049e-01
1.500000e+06	  3	  3000	  2505	1.281368604810014e-03	0.000000000000000e+00	7.532093037273331e-01
1.600000e+06	  3	  3000	  2701	2.617845423894229e-03	0.000000000000000e+00	8.064378869614741e-01
1.700000e+06	  3	  3000	    84	2.088740475725125e-03	0.000000000000000e+00	8.591210143687623e-01
