file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand2/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_frag_rand2/
N_tr	3000
N_p	3
RAND_SEED	2
STEP_INTERVAL	1.0E5
BREAK_TIME	432000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846264338327950288
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846264338327950288*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846264338327950288*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	5.845499e+00 [yr]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  1205	1.884407294820802e-03	0.000000000000000e+00	5.038914625868388e-02
2.000000e+05	  3	  3000	   855	1.627325006997399e-03	0.000000000000000e+00	9.950046897826165e-02
3.000000e+05	  3	  3000	  1583	2.687764438390091e-03	0.000000000000000e+00	1.484485527878023e-01
4.000000e+05	  3	  3000	  1817	1.162530048932322e-03	0.000000000000000e+00	1.974347244960031e-01
5.000000e+05	  3	  3000	  2763	6.750103317016301e-04	0.000000000000000e+00	2.462881533697815e-01
6.000000e+05	  3	  3000	  2801	1.321594936406940e-03	0.000000000000000e+00	2.950792993836130e-01
7.000000e+05	  3	  3000	  1238	1.621138897125522e-03	0.000000000000000e+00	3.439255238789962e-01
8.000000e+05	  3	  3000	  2724	1.290629655617241e-03	0.000000000000000e+00	3.929127572877318e-01
9.000000e+05	  3	  3000	  2147	1.940295054954299e-03	0.000000000000000e+00	4.421733576481655e-01
1.000000e+06	  3	  3000	   604	1.593174403727146e-03	0.000000000000000e+00	4.920351364839184e-01
1.100000e+06	  3	  3000	  2550	1.306424772441610e-03	0.000000000000000e+00	5.425916173660013e-01
1.200000e+06	  3	  3000	  2425	1.220013429133573e-03	0.000000000000000e+00	5.940108787479773e-01
1.300000e+06	  3	  3000	   372	1.073122832706604e-03	0.000000000000000e+00	6.461402262277641e-01
1.400000e+06	  3	  3000	   952	1.211985691666307e-03	0.000000000000000e+00	6.983728455113053e-01
1.500000e+06	  3	  3000	  2149	1.726893135524727e-03	0.000000000000000e+00	7.513639352192861e-01
1.600000e+06	  3	  3000	  2135	1.902795591712618e-03	0.000000000000000e+00	8.042500212760415e-01
1.700000e+06	  3	  3000	    59	1.086750653559403e-03	0.000000000000000e+00	8.567441151697414e-01
1.800000e+06	  3	  3000	  1879	2.075479567392491e-03	0.000000000000000e+00	9.084789362942933e-01
1.900000e+06	  3	  3000	  2668	6.375246534644368e-04	0.000000000000000e+00	9.592459136357012e-01
2.000000e+06	  3	  3000	  1532	1.957690838579208e-03	1.000000000000000e+00	7.991644689595607e-03
2.100000e+06	  3	  3000	  2800	1.296593856942794e-03	1.000000000000000e+00	5.671989053719238e-02
2.200000e+06	  3	  3000	   761	1.753423815088809e-03	1.000000000000000e+00	1.046740371947965e-01
2.300000e+06	  3	  3000	    85	1.981081663848726e-03	1.000000000000000e+00	1.521301585764383e-01
2.400000e+06	  3	  3000	  1053	1.501530704585760e-03	1.000000000000000e+00	1.991436374401193e-01
2.500000e+06	  3	  3000	  2318	1.275074178408486e-03	1.000000000000000e+00	2.459483595387051e-01
2.600000e+06	  3	  3000	  1767	8.257125485229112e-04	1.000000000000000e+00	2.929197400673434e-01
2.700000e+06	  3	  3000	   397	1.275358335575726e-03	1.000000000000000e+00	3.403152472186236e-01
2.800000e+06	  3	  3000	  1963	1.010252766258640e-03	1.000000000000000e+00	3.882614202488361e-01
2.900000e+06	  3	  3000	   736	8.140880053317766e-04	1.000000000000000e+00	4.371367725714719e-01
3.000000e+06	  3	  3000	  1264	1.214287746124744e-03	1.000000000000000e+00	4.868834091259401e-01
3.100000e+06	  3	  3000	  2701	2.224813896064335e-03	1.000000000000000e+00	5.369746021773868e-01
3.200000e+06	  3	  3000	  1574	1.832598938997497e-03	1.000000000000000e+00	5.882451114772751e-01
3.300000e+06	  3	  3000	  2780	1.165959151555093e-03	1.000000000000000e+00	6.400917463699771e-01
3.400000e+06	  3	  3000	   674	1.347275647165820e-03	1.000000000000000e+00	6.921581375669961e-01
3.500000e+06	  3	  3000	   172	1.685993726493445e-03	1.000000000000000e+00	7.441994821758381e-01
3.600000e+06	  3	  3000	  1786	1.467133830112981e-03	1.000000000000000e+00	7.959138798172553e-01
3.700000e+06	  3	  3000	  2645	1.379681627607150e-03	1.000000000000000e+00	8.470615315880887e-01
3.800000e+06	  3	  3000	  2272	1.148008522978608e-03	1.000000000000000e+00	8.979112804421255e-01
3.900000e+06	  3	  3000	   486	2.078229482374739e-03	1.000000000000000e+00	9.485195167529247e-01
4.000000e+06	  3	  3000	  1599	5.631033297865722e-04	1.000000000000000e+00	9.987604222288682e-01
4.100000e+06	  3	  3000	  1738	1.533447589802508e-03	2.000000000000000e+00	4.801510219266399e-02
4.200000e+06	  3	  3000	   522	1.407276385654933e-03	2.000000000000000e+00	9.794897484016946e-02
4.300000e+06	  3	  3000	  2505	1.308002990170717e-03	2.000000000000000e+00	1.478687308581933e-01
4.400000e+06	  3	  3000	  1394	1.101874480278894e-03	2.000000000000000e+00	1.978471838597274e-01
4.500000e+06	  3	  3000	  2320	1.432413512904038e-03	2.000000000000000e+00	2.478132691317931e-01
4.600000e+06	  3	  3000	   966	1.545242262450991e-03	2.000000000000000e+00	2.977855911053211e-01
4.700000e+06	  3	  3000	  1408	1.063723864041665e-03	2.000000000000000e+00	3.475049670427669e-01
4.800000e+06	  3	  3000	   535	1.318170438767943e-03	2.000000000000000e+00	3.971019656705856e-01
4.900000e+06	  3	  3000	   521	1.671390355579128e-03	2.000000000000000e+00	4.464429393895218e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	  2240	1.620602602624476e-03	2.000000000000000e+00	4.954319293878250e-01
5.100000e+06	  3	  3000	  1349	1.505452870454063e-03	2.000000000000000e+00	5.441521531344407e-01
5.200000e+06	  3	  3000	  1935	1.709779277401835e-03	2.000000000000000e+00	5.926439053770595e-01
5.300000e+06	  3	  3000	   873	1.208638862319932e-03	2.000000000000000e+00	6.409786015325856e-01
5.400000e+06	  3	  3000	  2970	2.381740491728052e-03	2.000000000000000e+00	6.893103810751862e-01
5.500000e+06	  3	  3000	  2516	2.551647065803729e-03	2.000000000000000e+00	7.377441394781824e-01
5.600000e+06	  3	  3000	  1637	2.365724982265644e-03	2.000000000000000e+00	7.865860627097344e-01
5.700000e+06	  3	  3000	   130	2.938060270286696e-03	2.000000000000000e+00	8.358698183606689e-01
5.800000e+06	  3	  3000	  1652	1.043390881108008e-03	2.000000000000000e+00	8.857632138813807e-01
5.900000e+06	  3	  3000	   301	1.146380340270142e-03	2.000000000000000e+00	9.363073929246323e-01
6.000000e+06	  3	  3000	   895	1.317990140173113e-03	2.000000000000000e+00	9.875665359852747e-01
6.100000e+06	  3	  3000	   552	1.037000338805846e-03	3.000000000000000e+00	3.854841560956019e-02
6.200000e+06	  3	  3000	  1348	9.556941531336878e-04	3.000000000000000e+00	9.081807650069328e-02
