OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_all_frag_rand1/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-1_inc5E-2_all_frag_rand1/
N_tr	3000
N_p	3
RAND_SEED	1
STEP_INTERVAL	1.0E6
BREAK_TIME	43000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	1
INTERACTION_PLANET_TRACER	0
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.1
PLANET_INC	0.05
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	0.1
INC_RMS	0.05
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	5.845499e+00 [yr]
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1103	1.193178407123986e-03	0.000000000000000e+00	4.075526840132981e-01
2.000000e+06	  3	  3000	  1078	9.171594306669311e-04	0.000000000000000e+00	8.616743816079397e-01
3.000000e+06	  3	  3000	  2082	9.320518617516222e-04	1.000000000000000e+00	2.874692798676952e-01
4.000000e+06	  3	  3000	  2201	8.235070125194011e-04	1.000000000000000e+00	7.217288622282161e-01
5.000000e+06	  3	  3000	   707	1.613160155222804e-03	2.000000000000000e+00	1.782625432825171e-01
6.000000e+06	  3	  3000	  1700	1.245568871310434e-03	2.000000000000000e+00	6.124120998303508e-01
7.000000e+06	  3	  3000	   728	7.881503638930209e-04	3.000000000000000e+00	5.405621449323254e-02
8.000000e+06	  3	  3000	   662	1.205792307174797e-03	3.000000000000000e+00	5.156329281665087e-01
9.000000e+06	  3	  3000	  1063	1.696690914034030e-03	3.000000000000000e+00	9.516969029417244e-01
1.000000e+07	  3	  3000	  1235	1.209272017730404e-03	4.000000000000000e+00	4.009771296521478e-01
1.100000e+07	  3	  3000	   442	1.275385622081548e-03	4.000000000000000e+00	8.588452326354016e-01
1.200000e+07	  3	  3000	  1677	1.078873815521943e-03	5.000000000000000e+00	2.995896706991019e-01
1.300000e+07	  3	  3000	  1377	1.378537106842704e-03	5.000000000000000e+00	7.572485273934083e-01
1.400000e+07	  3	  3000	  2469	1.808188950877792e-03	6.000000000000000e+00	2.139005892727365e-01
1.500000e+07	  3	  3000	  1684	1.791407278256753e-03	6.000000000000000e+00	6.645029515826526e-01
1.600000e+07	  3	  3000	   978	1.284947509129737e-03	7.000000000000000e+00	1.192212435945640e-01
1.700000e+07	  3	  3000	   164	1.605874750258665e-03	7.000000000000000e+00	5.760332372183327e-01
