myid = 31	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand32/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
collision No.1	1.224830e+00[yr]	i=1, j=684	r_ij=6.334790123414360e-05	radius[1]+radius[684]=6.338481524341289e-05
1.000000e+06	  1	  1000	   982	1.627490254281230e-03	1.333521432163323e+00	2.427198014471144e-01
2.000000e+06	  1	  1000	     1	1.642756468234227e-03	2.371373705661654e+00	7.890008930128221e-01
3.000000e+06	  1	  1000	   541	1.546787259316724e-03	4.216965034285820e+00	5.119063506551892e-01
4.000000e+06	  1	  1000	   637	1.656203214061262e-03	5.623413251903486e+00	6.791836770976228e-01
5.000000e+06	  1	  1000	   563	1.618790430751674e-03	7.498942093324552e+00	3.618154460045924e-01
6.000000e+06	  1	  1000	   953	1.486588215727979e-03	7.498942093324552e+00	1.863812713221916e+00
collision No.2	9.644703e+00[yr]	i=1, j=865	r_ij=6.334595107934513e-05	radius[1]+radius[865]=6.338481524341289e-05
7.000000e+06	  1	  1000	   606	1.581940422689330e-03	9.999999999999991e+00	8.706749230070966e-01
8.000000e+06	  1	  1000	   538	1.522648195148408e-03	9.999999999999991e+00	2.408300354517289e+00
collision No.3	1.295408e+01[yr]	i=1, j=821	r_ij=6.333245545275873e-05	radius[1]+radius[821]=6.338481524341289e-05
9.000000e+06	  1	  1000	   596	2.480680000261557e-05	1.333521432163323e+01	6.300130977803334e-01
1.000000e+07	  1	  1000	   708	1.448663605725461e-03	1.333521432163323e+01	2.205858954708144e+00
collision No.4	1.667083e+01[yr]	i=1, j=427	r_ij=6.333308357571976e-05	radius[1]+radius[427]=6.338481524341289e-05
1.100000e+07	  1	  1000	  1000	1.751481452209169e-03	1.333521432163323e+01	3.767902550288266e+00
collision No.5	1.757596e+01[yr]	i=1, j=307	r_ij=6.325450458581481e-05	radius[1]+radius[307]=6.338481524341289e-05
1.200000e+07	  1	  1000	   842	1.698844658088535e-03	1.778279410038921e+01	8.911772995355940e-01
1.300000e+07	  1	  1000	   997	1.541682963394719e-03	1.778279410038921e+01	2.466506673057991e+00
1.400000e+07	  1	  1000	   288	1.688710532439029e-03	1.778279410038921e+01	4.038812141628300e+00
1.500000e+07	  1	  1000	   823	1.439719898743449e-03	1.778279410038921e+01	5.624444262690182e+00
collision No.6	2.396284e+01[yr]	i=1, j=739	r_ij=6.333404186716760e-05	radius[1]+radius[739]=6.338481524341289e-05
1.600000e+07	  1	  1000	   187	1.453368753384375e-03	2.371373705661653e+01	1.274615277585334e+00
1.700000e+07	  1	  1000	   673	1.827591743577290e-03	2.371373705661653e+01	2.846098782801473e+00
