myid = 6	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand07/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =3.015328e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1472	1.456589298181791e-03	4.216965034285821e-01	7.898111844846345e-02
2.000000e+06	  3	  3000	  2600	1.460040132996561e-03	9.999999999999994e-01	2.387895745004669e-02
3.000000e+06	  3	  3000	  1491	1.702588366370679e-03	1.333521432163323e+00	2.189500115747937e-01
4.000000e+06	  3	  3000	   678	2.156775274461643e-03	1.778279410038922e+00	3.015176931669874e-01
collision No.1	2.377015e+00[yr]	i=1, j=2144	r_ij=6.336745565913419e-05	radius[1]+radius[2144]=6.338481524341289e-05
5.000000e+06	  3	  3000	  1150	1.289725411797166e-03	2.371373705661654e+00	2.363203930934608e-01
6.000000e+06	  3	  3000	   381	1.741894848029492e-03	2.371373705661654e+00	7.648762578318163e-01
7.000000e+06	  3	  3000	  1501	1.472101466818653e-03	3.162277660168377e+00	5.022792442510426e-01
8.000000e+06	  3	  3000	  2497	1.494468406483441e-03	3.162277660168377e+00	1.030571161070584e+00
9.000000e+06	  3	  3000	   111	1.602191515117838e-03	4.216965034285820e+00	5.034918514824654e-01
1.000000e+07	  3	  3000	  1077	1.338778346676870e-03	4.216965034285820e+00	1.030244421659531e+00
1.100000e+07	  3	  3000	  2403	1.659648334387628e-03	5.623413251903486e+00	1.520824584424230e-01
1.200000e+07	  3	  3000	    53	1.549537950865843e-03	5.623413251903486e+00	6.783675776322883e-01
1.300000e+07	  3	  3000	   961	1.851928080751280e-03	5.623413251903486e+00	1.207822746421175e+00
1.400000e+07	  3	  3000	  2819	1.573256738287213e-03	5.623413251903486e+00	1.734365012199789e+00
1.500000e+07	  3	  3000	  1430	1.167125287078921e-03	7.498942093324552e+00	3.875713981746756e-01
1.600000e+07	  3	  3000	  1107	1.725447609753731e-03	7.498942093324552e+00	9.152342989857787e-01
1.700000e+07	  3	  3000	    68	1.269747825009601e-03	7.498942093324552e+00	1.444155520060023e+00
1.800000e+07	  3	  3000	  2174	1.327329172235033e-03	7.498942093324552e+00	1.972332167217659e+00
