myid = 2	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/rand03/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   453	1.568056025541568e-03	1.333521432163323e+00	2.452829904450225e-01
2.000000e+06	  1	  1000	   780	1.481067661723444e-03	3.162277660168377e+00	5.259685735233745e-04
3.000000e+06	  1	  1000	   442	1.743810737833128e-03	4.216965034285820e+00	5.321269908702245e-01
4.000000e+06	  1	  1000	   261	1.483302116774318e-03	5.623413251903486e+00	7.067628485549630e-01
5.000000e+06	  1	  1000	   141	1.688615140935145e-03	7.498942093324552e+00	4.130277286719657e-01
6.000000e+06	  1	  1000	   193	1.441988820473860e-03	7.498942093324552e+00	1.999954205078192e+00
7.000000e+06	  1	  1000	   182	1.794092452353113e-03	9.999999999999991e+00	1.083315867074724e+00
collision No.1	1.191303e+01[yr]	i=1, j=933	r_ij=6.330947838571999e-05	radius[1]+radius[933]=6.338481524341289e-05
dE_heat=-1.201600e-09	dE_grav=1.200357e-09	dE_c=-4.130614e-17	v_imp=3.093085e-01
8.000000e+06	  1	   999	   169	1.563861798430204e-03	9.999999999999991e+00	2.663988216086626e+00
9.000000e+06	  1	   999	   580	1.730275690621964e-03	1.333521432163323e+01	9.084668026310739e-01
1.000000e+07	  1	   999	   507	1.624481926700085e-03	1.333521432163323e+01	2.494460094796399e+00
1.100000e+07	  1	   999	   710	1.491805005551632e-03	1.333521432163323e+01	4.081544728608181e+00
1.200000e+07	  1	   999	   198	1.413471787262794e-03	1.778279410038921e+01	1.222723433507059e+00
1.300000e+07	  1	   999	    95	1.809680904801118e-03	1.778279410038921e+01	2.804955687356879e+00
1.400000e+07	  1	   999	   695	1.772497358885652e-03	1.778279410038921e+01	4.388221204208258e+00
1.500000e+07	  1	   999	   120	1.458873105763430e-03	2.371373705661653e+01	4.072934731718630e-02
1.600000e+07	  1	   999	   410	1.547122162571883e-03	2.371373705661653e+01	1.620525140885712e+00
1.700000e+07	  1	   999	   719	1.449447802889306e-03	2.371373705661653e+01	3.202549990028072e+00
1.800000e+07	  1	   999	   931	1.565663146047242e-03	2.371373705661653e+01	4.790079732146246e+00
1.900000e+07	  1	   999	   663	1.473760667759081e-03	2.371373705661653e+01	6.375173204275768e+00
2.000000e+07	  1	   999	   917	1.640588624501435e-03	3.162277660168376e+01	3.788279446927051e-02
2.100000e+07	  1	   999	   798	1.353766311372101e-03	3.162277660168376e+01	1.621087974266880e+00
2.200000e+07	  1	   999	   996	1.700268033112943e-03	3.162277660168376e+01	3.206529151514373e+00
2.300000e+07	  1	   999	   229	1.611665605509573e-03	3.162277660168376e+01	4.783504849437055e+00
collision No.2	3.733137e+01[yr]	i=1, j=507	r_ij=6.349410648330667e-05	radius[1]+radius[507]=6.353118369832451e-05
dE_heat=-7.990228e-10	dE_grav=8.026406e-10	dE_c=1.329032e-17	v_imp=3.088585e-01
2.400000e+07	  1	   998	   733	1.403849525326999e-03	3.162277660168376e+01	6.367728431944635e+00
2.500000e+07	  1	   998	   727	1.674279916506238e-03	3.162277660168376e+01	7.955234620100154e+00
2.600000e+07	  1	   998	   194	1.827072632453014e-03	3.162277660168376e+01	9.541907958910794e+00
2.700000e+07	  1	   998	   177	1.430660819864805e-03	4.216965034285818e+01	5.797909244533840e-01
2.800000e+07	  1	   998	    18	1.524885555977026e-03	4.216965034285818e+01	2.166155927533355e+00
2.900000e+07	  1	   998	   962	1.503775094678373e-03	4.216965034285818e+01	3.750492468769154e+00
3.000000e+07	  1	   998	   562	1.479859984941935e-03	4.216965034285818e+01	5.337700463011371e+00
3.100000e+07	  1	   998	   787	1.261599777136900e-03	4.216965034285818e+01	6.925765508604705e+00
3.200000e+07	  1	   998	   988	1.654554557338783e-03	4.216965034285818e+01	8.515130755328981e+00
3.300000e+07	  1	   998	   772	1.825915496324330e-03	4.216965034285818e+01	1.009753178870537e+01
3.400000e+07	  1	   998	   665	1.623154898475350e-03	4.216965034285818e+01	1.168363780150204e+01
3.500000e+07	  1	   998	   804	1.502007105085971e-03	4.216965034285818e+01	1.327150835348677e+01
3.600000e+07	  1	   998	   836	2.088397950580071e-03	5.623413251903484e+01	7.935429163296701e-01
3.700000e+07	  1	   998	   787	1.341606057644768e-03	5.623413251903484e+01	2.378690477069697e+00
3.800000e+07	  1	   998	   336	2.043265536559201e-03	5.623413251903484e+01	3.963124625089415e+00
3.900000e+07	  1	   998	   110	1.899913756946803e-03	5.623413251903484e+01	5.538668108534151e+00
