myid = 10	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand11/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =3.015328e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   729	2.021630513386655e-03	4.216965034285821e-01	7.949852326212674e-02
2.000000e+06	  3	  3000	   741	1.557908619053471e-03	9.999999999999994e-01	2.519673731230171e-02
3.000000e+06	  3	  3000	   278	1.750968791632991e-03	1.333521432163323e+00	2.173572923167268e-01
4.000000e+06	  3	  3000	  1380	1.510895480584220e-03	1.778279410038922e+00	2.986487434527645e-01
5.000000e+06	  3	  3000	   291	1.291290664293652e-03	2.371373705661654e+00	2.322128921792741e-01
6.000000e+06	  3	  3000	  1015	1.364252434766218e-03	2.371373705661654e+00	7.600868424978524e-01
7.000000e+06	  3	  3000	   982	1.790411173666362e-03	3.162277660168377e+00	4.951671762489325e-01
8.000000e+06	  3	  3000	  2293	1.999117891022020e-03	3.162277660168377e+00	1.022733807308948e+00
9.000000e+06	  3	  3000	  1574	1.300931883937284e-03	4.216965034285820e+00	4.951380697048092e-01
1.000000e+07	  3	  3000	   128	1.416623836509425e-03	4.216965034285820e+00	1.023443050942952e+00
1.100000e+07	  3	  3000	  2694	1.553408636608532e-03	5.623413251903486e+00	1.432841968928148e-01
1.200000e+07	  3	  3000	  2531	1.770555468897927e-03	5.623413251903486e+00	6.698139297453863e-01
1.300000e+07	  3	  3000	  2225	1.700564174506726e-03	5.623413251903486e+00	1.197240663272292e+00
1.400000e+07	  3	  3000	   954	1.888533425074012e-03	5.623413251903486e+00	1.725668981092686e+00
1.500000e+07	  3	  3000	    76	1.238435370004072e-03	7.498942093324552e+00	3.751071706511517e-01
1.600000e+07	  3	  3000	   665	1.992392669869301e-03	7.498942093324552e+00	9.031225996763927e-01
1.700000e+07	  3	  3000	  2486	1.747187197113878e-03	7.498942093324552e+00	1.429834894104043e+00
1.800000e+07	  3	  3000	  2657	1.594898690073179e-03	7.498942093324552e+00	1.957068165341485e+00
1.900000e+07	  3	  3000	   918	1.266281806785778e-03	7.498942093324552e+00	2.485123619064061e+00
2.000000e+07	  3	  3000	  2064	2.042650043424148e-03	9.999999999999991e+00	5.083175830210234e-01
2.100000e+07	  3	  3000	  1815	1.856214696279695e-03	9.999999999999991e+00	1.034900302215402e+00
2.200000e+07	  3	  3000	  1271	1.751097410188968e-03	9.999999999999991e+00	1.562366861767456e+00
2.300000e+07	  3	  3000	  2162	1.285363719061334e-03	9.999999999999991e+00	2.088395307962274e+00
2.400000e+07	  3	  3000	  2959	1.121524355081964e-03	9.999999999999991e+00	2.614991444756291e+00
2.500000e+07	  3	  3000	  1389	1.350444526267684e-03	9.999999999999991e+00	3.141185844900959e+00
2.600000e+07	  3	  3000	   974	1.649799635893710e-03	1.333521432163323e+01	3.325951756152172e-01
2.700000e+07	  3	  3000	  1707	1.221417857670001e-03	1.333521432163323e+01	8.593247754468152e-01
2.800000e+07	  3	  3000	  2467	1.446886243883973e-03	1.333521432163323e+01	1.385681011796651e+00
2.900000e+07	  3	  3000	  2570	1.769266528093129e-03	1.333521432163323e+01	1.911859693113671e+00
3.000000e+07	  3	  3000	   670	1.492500705418238e-03	1.333521432163323e+01	2.438733135799997e+00
3.100000e+07	  3	  3000	   166	1.905269901438023e-03	1.333521432163323e+01	2.966929377065462e+00
3.200000e+07	  3	  3000	  2019	1.867179001529976e-03	1.333521432163323e+01	3.493315001101998e+00
