myid = 33	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/rand34/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   779	1.552495686467736e-03	1.333521432163323e+00	2.436183281203273e-01
2.000000e+06	  1	  1000	   568	1.586893820995134e-03	2.371373705661654e+00	7.867708783262660e-01
3.000000e+06	  1	  1000	   683	1.494327346071576e-03	4.216965034285820e+00	5.172111073677267e-01
4.000000e+06	  1	  1000	   455	1.551346702671079e-03	5.623413251903486e+00	6.884805890393102e-01
5.000000e+06	  1	  1000	   621	1.596626802186589e-03	7.498942093324552e+00	3.943296391200163e-01
6.000000e+06	  1	  1000	   759	1.660136886833738e-03	7.498942093324552e+00	1.975651487812332e+00
7.000000e+06	  1	  1000	   664	1.723302238250363e-03	9.999999999999991e+00	1.052543762190184e+00
8.000000e+06	  1	  1000	   436	1.942274234004976e-03	9.999999999999991e+00	2.635744533630458e+00
9.000000e+06	  1	  1000	    89	1.668371818490559e-03	1.333521432163323e+01	8.706554855169887e-01
1.000000e+07	  1	  1000	   215	1.377837985310182e-03	1.333521432163323e+01	2.452766246546261e+00
1.100000e+07	  1	  1000	   146	1.566785679836481e-03	1.333521432163323e+01	4.031103910718455e+00
1.200000e+07	  1	  1000	   204	1.677074283114413e-03	1.778279410038921e+01	1.165069737312802e+00
1.300000e+07	  1	  1000	   593	1.724173459971605e-03	1.778279410038921e+01	2.747596646973648e+00
1.400000e+07	  1	  1000	   860	1.467756790564966e-03	1.778279410038921e+01	4.319586448591853e+00
1.500000e+07	  1	  1000	   425	1.520299644022330e-03	1.778279410038921e+01	5.903078248004690e+00
1.600000e+07	  1	  1000	   957	1.926345030488773e-03	2.371373705661653e+01	1.554332952538513e+00
1.700000e+07	  1	  1000	   481	1.512745611442153e-03	2.371373705661653e+01	3.133900951123353e+00
collision No.1	2.798571e+01[yr]	i=1, j=52	r_ij=6.335804164901594e-05	radius[1]+radius[52]=6.338481524341289e-05
dE_heat=-8.495278e-10	dE_grav=8.551665e-10	dE_c=-3.402270e-18	v_imp=3.076391e-01
