myid = 34	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/rand35/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   563	1.532681372526898e-03	1.333521432163323e+00	2.430495944832862e-01
2.000000e+06	  1	  1000	   361	1.505517835083985e-03	2.371373705661654e+00	7.811686416282158e-01
3.000000e+06	  1	  1000	   893	1.537460859391236e-03	4.216965034285820e+00	5.110638435460816e-01
4.000000e+06	  1	  1000	   172	1.862668835257851e-03	5.623413251903486e+00	6.852369049457488e-01
5.000000e+06	  1	  1000	   374	1.638259862828652e-03	7.498942093324552e+00	3.858143848398208e-01
6.000000e+06	  1	  1000	   336	1.538898132876047e-03	7.498942093324552e+00	1.970046257408318e+00
collision No.1	1.088014e+01[yr]	i=1, j=1001	r_ij=6.327009344182899e-05	radius[1]+radius[1001]=6.338481524341289e-05
7.000000e+06	  1	  1000	   991	1.824044253180014e-03	9.999999999999991e+00	1.045060422263618e+00
8.000000e+06	  1	  1000	   422	1.512978823405855e-03	9.999999999999991e+00	2.623051322082025e+00
9.000000e+06	  1	  1000	   375	1.569257854302354e-03	1.333521432163323e+01	8.643358531061108e-01
1.000000e+07	  1	  1000	   285	1.751393275849319e-03	1.333521432163323e+01	2.441442485588571e+00
1.100000e+07	  1	  1000	   345	1.532552142528783e-03	1.333521432163323e+01	4.024139463048402e+00
1.200000e+07	  1	  1000	   829	1.888883696055939e-03	1.778279410038921e+01	1.152960352934530e+00
1.300000e+07	  1	  1000	   438	1.535130830715177e-03	1.778279410038921e+01	2.730857941673749e+00
1.400000e+07	  1	  1000	   173	1.770596668251612e-03	1.778279410038921e+01	4.306572261825252e+00
1.500000e+07	  1	  1000	   477	1.448506748883850e-03	1.778279410038921e+01	5.887220989752340e+00
1.600000e+07	  1	  1000	   459	1.491294403595110e-03	2.371373705661653e+01	1.534373581764319e+00
1.700000e+07	  1	  1000	   730	1.857109051776534e-03	2.371373705661653e+01	3.111397303691479e+00
1.800000e+07	  1	  1000	   661	1.667507573205644e-03	2.371373705661653e+01	4.678525293224238e+00
1.900000e+07	  1	  1000	   308	1.458199476106210e-03	2.371373705661653e+01	6.257086956369827e+00
2.000000e+07	  1	  1000	   717	1.457198108685460e-03	2.371373705661653e+01	7.833018795506270e+00
2.100000e+07	  1	  1000	   863	1.538193777641326e-03	3.162277660168376e+01	1.496795758303261e+00
2.200000e+07	  1	  1000	   496	1.418245162156041e-03	3.162277660168376e+01	3.072821280983019e+00
2.300000e+07	  1	  1000	   389	1.657479791720982e-03	3.162277660168376e+01	4.652146765782575e+00
2.400000e+07	  1	  1000	   853	1.516215567517309e-03	3.162277660168376e+01	6.229621737588081e+00
2.500000e+07	  1	  1000	   164	1.724363819559037e-03	3.162277660168376e+01	7.806703197260013e+00
