myid = 30	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/rand31/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   961	2.015226127804568e-03	1.333521432163323e+00	2.414264543374132e-01
2.000000e+06	  1	  1000	   655	1.654725493017627e-03	2.371373705661654e+00	7.838172117713846e-01
3.000000e+06	  1	  1000	   472	1.790913270216849e-03	4.216965034285820e+00	5.208035812351898e-01
4.000000e+06	  1	  1000	   484	1.428834719366278e-03	5.623413251903486e+00	6.964385278569881e-01
5.000000e+06	  1	  1000	    91	1.467999216524485e-03	7.498942093324552e+00	4.003200426087015e-01
6.000000e+06	  1	  1000	   351	1.589171707577607e-03	7.498942093324552e+00	1.979444611893961e+00
7.000000e+06	  1	  1000	   543	1.381981807255456e-03	9.999999999999991e+00	1.058979457506172e+00
8.000000e+06	  1	  1000	   204	1.644323974619788e-03	9.999999999999991e+00	2.635748633694206e+00
9.000000e+06	  1	  1000	   162	1.507153390620228e-03	1.333521432163323e+01	8.792720785260689e-01
collision No.1	1.431740e+01[yr]	i=1, j=487	r_ij=6.332618550132322e-05	radius[1]+radius[487]=6.338481524341289e-05
1.000000e+07	  1	  1000	   714	1.587698360051754e-03	1.333521432163323e+01	2.444251157241895e+00
1.100000e+07	  1	  1000	   619	1.732735839210059e-03	1.333521432163323e+01	4.026716978422503e+00
1.200000e+07	  1	  1000	   860	1.516533126848971e-03	1.778279410038921e+01	1.156277739940013e+00
1.300000e+07	  1	  1000	   549	1.617989639663247e-03	1.778279410038921e+01	2.732920221010529e+00
1.400000e+07	  1	  1000	   699	1.418147298908065e-03	1.778279410038921e+01	4.310836104645534e+00
1.500000e+07	  1	  1000	    33	1.827366805594851e-03	1.778279410038921e+01	5.890166471593008e+00
1.600000e+07	  1	  1000	   855	1.494801342901826e-03	2.371373705661653e+01	1.540376659169245e+00
1.700000e+07	  1	  1000	   408	1.414932196790855e-03	2.371373705661653e+01	3.121857279407150e+00
1.800000e+07	  1	  1000	   191	1.523426099367445e-03	2.371373705661653e+01	4.703892127414810e+00
1.900000e+07	  1	  1000	   157	1.382796034175146e-03	2.371373705661653e+01	6.285488244679620e+00
2.000000e+07	  1	  1000	   812	1.486229567516061e-03	2.371373705661653e+01	7.862600793865198e+00
2.100000e+07	  1	  1000	   840	1.440785420274948e-03	3.162277660168376e+01	1.535588795078494e+00
2.200000e+07	  1	  1000	   985	1.470611528115615e-03	3.162277660168376e+01	3.118869802738765e+00
2.300000e+07	  1	  1000	   205	1.650665545392883e-03	3.162277660168376e+01	4.694950721179268e+00
2.400000e+07	  1	  1000	   987	1.476258147809416e-03	3.162277660168376e+01	6.275663040816827e+00
2.500000e+07	  1	  1000	   475	1.494127434986820e-03	3.162277660168376e+01	7.854571446569270e+00
2.600000e+07	  1	  1000	   395	1.557700464315330e-03	3.162277660168376e+01	9.430073374069144e+00
2.700000e+07	  1	  1000	   124	1.666482732848925e-03	4.216965034285818e+01	4.598305602951940e-01
2.800000e+07	  1	  1000	   608	1.703506290771713e-03	4.216965034285818e+01	2.036805907323519e+00
