myid = 8	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2597	1.574229525708384e-03	0.000000000000000e+00	5.389729412631552e-02
2.000000e+05	  3	  3000	   968	1.443905056261226e-03	1.000000000000000e-01	6.269681480519372e-03
3.000000e+05	  3	  3000	  1006	1.590574252269183e-03	1.333521432163324e-01	2.521110550980259e-02
4.000000e+05	  3	  3000	  2298	1.850222316800928e-03	1.778279410038923e-01	3.300260755707050e-02
5.000000e+05	  3	  3000	  1875	1.387259526219129e-03	2.371373705661655e-01	2.610413804476749e-02
6.000000e+05	  3	  3000	   688	4.285929444520809e-05	3.162277660168378e-01	1.161981792954812e-04
7.000000e+05	  3	  3000	  1711	1.476388450422924e-03	3.162277660168378e-01	5.112425790755327e-02
collision No.1	3.873243e-01[yr]	i=2, j=149	r_ij=6.326959509481873e-05	radius[2]+radius[149]=6.338481524341289e-05
8.000000e+05	  3	  3000	  1073	1.491387795142233e-03	3.162277660168378e-01	1.040733899825927e-01
9.000000e+05	  3	  3000	  2011	1.503138484586535e-03	4.216965034285821e-01	5.098869920759480e-02
1.000000e+06	  3	  3000	   856	1.228530688303235e-03	4.216965034285821e-01	1.042082138107233e-01
1.100000e+06	  3	  3000	   239	1.292950446227671e-03	5.623413251903489e-01	1.436466686017504e-02
1.200000e+06	  3	  3000	   977	1.488404076496733e-03	5.623413251903489e-01	6.740953502204640e-02
1.300000e+06	  3	  3000	   270	1.513013098636090e-03	5.623413251903489e-01	1.205772754645071e-01
1.400000e+06	  3	  3000	   781	1.932793796456336e-03	5.623413251903489e-01	1.737310526436140e-01
1.500000e+06	  3	  3000	  2120	1.889196583156117e-03	7.498942093324554e-01	3.819932278589965e-02
1.600000e+06	  3	  3000	   865	1.371557868744277e-03	7.498942093324554e-01	9.074483526097177e-02
1.700000e+06	  3	  3000	  1426	1.781316770142264e-03	7.498942093324554e-01	1.428143900508949e-01
1.800000e+06	  3	  3000	  2519	1.215212937738809e-03	7.498942093324554e-01	1.959082850298016e-01
1.900000e+06	  3	  3000	   490	1.438997372975553e-04	7.498942093324554e-01	2.484866873688246e-01
2.000000e+06	  3	  3000	  1777	2.025503194836873e-03	9.999999999999994e-01	5.050997757149174e-02
2.100000e+06	  3	  3000	  1349	1.398735466492339e-03	9.999999999999994e-01	1.029598428335598e-01
2.200000e+06	  3	  3000	  1955	1.651751769270700e-03	9.999999999999994e-01	1.560882778961300e-01
2.300000e+06	  3	  3000	   653	1.762749434252821e-03	9.999999999999994e-01	2.092081452505500e-01
2.400000e+06	  3	  3000	   740	1.209359666845363e-03	9.999999999999994e-01	2.622755715171072e-01
2.500000e+06	  3	  3000	   534	1.697140504352964e-03	9.999999999999994e-01	3.144939641464082e-01
2.600000e+06	  3	  3000	   469	1.292066997869026e-03	1.333521432163323e+00	3.244623016416284e-02
2.700000e+06	  3	  3000	  2867	1.264020700824624e-03	1.333521432163323e+00	8.546318977229184e-02
2.800000e+06	  3	  3000	  1714	1.374849939770430e-03	1.333521432163323e+00	1.382719739822472e-01
2.900000e+06	  3	  3000	  2018	1.968106822035165e-03	1.333521432163323e+00	1.909384683934247e-01
collision No.2	1.536592e+00[yr]	i=2, j=2410	r_ij=6.331060759682171e-05	radius[2]+radius[2410]=6.338481524341289e-05
collision No.3	1.559228e+00[yr]	i=1, j=2395	r_ij=6.325999833354337e-05	radius[1]+radius[2395]=6.338481524341289e-05
3.000000e+06	  3	  3000	  2192	1.852136794101693e-03	1.333521432163323e+00	2.423507454086516e-01
3.100000e+06	  3	  3000	   877	1.495713341442785e-03	1.333521432163323e+00	2.948808428945396e-01
3.200000e+06	  3	  3000	  2383	2.016066773323360e-03	1.333521432163323e+00	3.479799288251625e-01
3.300000e+06	  3	  3000	  2053	1.854606251190959e-03	1.333521432163323e+00	4.006419212628525e-01
3.400000e+06	  3	  3000	  2586	1.454943577161342e-03	1.778279410038922e+00	5.516490897114576e-03
3.500000e+06	  3	  3000	  2901	1.336939964903979e-03	1.778279410038922e+00	5.849973692166388e-02
3.600000e+06	  3	  3000	  1634	1.703307705651492e-03	1.778279410038922e+00	1.108613339172601e-01
3.700000e+06	  3	  3000	  1834	1.717573490323570e-03	1.778279410038922e+00	1.639054754589916e-01
3.800000e+06	  3	  3000	   279	1.303407578177903e-03	1.778279410038922e+00	2.145999628215053e-01
3.900000e+06	  3	  3000	  2952	1.851854483112213e-03	1.778279410038922e+00	2.675295141530282e-01
4.000000e+06	  3	  3000	  2011	1.480735508618488e-03	1.778279410038922e+00	3.202369882643822e-01
4.100000e+06	  3	  3000	   100	1.929270766960689e-03	1.778279410038922e+00	3.718341891443990e-01
4.200000e+06	  3	  3000	  2916	1.355421665567214e-03	1.778279410038922e+00	4.232542705386341e-01
4.300000e+06	  3	  3000	  1405	1.372708027257733e-03	1.778279410038922e+00	4.759429018910304e-01
4.400000e+06	  3	  3000	  1097	1.611717446980218e-03	1.778279410038922e+00	5.279055410570286e-01
4.500000e+06	  3	  3000	  1002	1.558827446173230e-03	1.778279410038922e+00	5.808620727277376e-01
4.600000e+06	  3	  3000	  1394	2.023570525670482e-06	2.371373705661654e+00	3.527992854552889e-02
4.700000e+06	  3	  3000	   341	1.226360836216532e-06	2.371373705661654e+00	8.554661138806151e-02
4.800000e+06	  3	  3000	  2265	1.472672221428864e-03	2.371373705661654e+00	1.358515750442629e-01
4.900000e+06	  3	  3000	   624	1.473515032205271e-03	2.371373705661654e+00	1.861951665301222e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	  1256	1.841400019933217e-03	2.371373705661654e+00	2.360385844291042e-01
5.100000e+06	  3	  3000	  1899	1.516574951532241e-03	2.371373705661654e+00	2.875591023697122e-01
5.200000e+06	  3	  3000	  1249	1.448786837363825e-03	2.371373705661654e+00	3.369107045195701e-01
5.300000e+06	  3	  3000	  2754	1.794919681496725e-03	2.371373705661654e+00	3.864380689084874e-01
5.400000e+06	  3	  3000	  1265	1.225608851222303e-03	2.371373705661654e+00	4.360628214492756e-01
5.500000e+06	  3	  3000	  1487	1.343752088731386e-03	2.371373705661654e+00	4.875053556802151e-01
5.600000e+06	  3	  3000	  2379	1.349387718626892e-03	2.371373705661654e+00	5.374100807174064e-01
5.700000e+06	  3	  3000	    58	1.323190175764545e-03	2.371373705661654e+00	5.864231096192205e-01
5.800000e+06	  3	  3000	   592	1.742001727194781e-03	2.371373705661654e+00	6.354732817114560e-01
5.900000e+06	  3	  3000	  2381	1.628601374373809e-03	2.371373705661654e+00	6.857980121540705e-01
6.000000e+06	  3	  3000	  2656	1.496066267917619e-03	2.371373705661654e+00	7.348159562346401e-01
6.100000e+06	  3	  3000	  2559	1.434832198698291e-03	2.371373705661654e+00	7.838368517146020e-01
6.200000e+06	  3	  3000	  2169	1.471209077808687e-03	3.162277660168377e+00	4.392122517050356e-02
6.300000e+06	  3	  3000	   483	1.447719522886421e-03	3.162277660168377e+00	9.547497749644347e-02
6.400000e+06	  3	  3000	  2178	1.764406410322440e-03	3.162277660168377e+00	1.458762332662172e-01
6.500000e+06	  3	  3000	  2452	1.564262206890630e-03	3.162277660168377e+00	1.960374882610883e-01
6.600000e+06	  3	  3000	  1489	2.060298195760066e-03	3.162277660168377e+00	2.462743977943619e-01
6.700000e+06	  3	  3000	    23	1.192037420820135e-03	3.162277660168377e+00	2.973016490792264e-01
6.800000e+06	  3	  3000	   207	1.260368523064212e-03	3.162277660168377e+00	3.476818372600065e-01
6.900000e+06	  3	  3000	  1327	1.517276916908415e-03	3.162277660168377e+00	3.967461828398564e-01
7.000000e+06	  3	  3000	   822	1.607013464927761e-03	3.162277660168377e+00	4.455017858346041e-01
7.100000e+06	  3	  3000	  1831	1.253422649662971e-03	3.162277660168377e+00	4.976880951897791e-01
7.200000e+06	  3	  3000	     3	8.812395745085514e-05	3.162277660168377e+00	5.474778048335092e-01
7.300000e+06	  3	  3000	   196	1.744814898420572e-03	3.162277660168377e+00	5.971496867724323e-01
7.400000e+06	  3	  3000	  2687	1.442750384330347e-03	3.162277660168377e+00	6.483961997519818e-01
7.500000e+06	  3	  3000	  2976	2.036079283155572e-03	3.162277660168377e+00	6.992813372217536e-01
7.600000e+06	  3	  3000	   579	1.763213512562553e-03	3.162277660168377e+00	7.497556605265852e-01
7.700000e+06	  3	  3000	    19	1.446772955897372e-03	3.162277660168377e+00	8.014503594163476e-01
7.800000e+06	  3	  3000	  1560	1.812383499409557e-03	3.162277660168377e+00	8.506113336257735e-01
7.900000e+06	  3	  3000	  1369	1.453211868005323e-03	3.162277660168377e+00	9.002746935009572e-01
8.000000e+06	  3	  3000	   200	1.284955658371129e-03	3.162277660168377e+00	9.516258160574999e-01
8.100000e+06	  3	  3000	   719	1.872339227189742e-03	3.162277660168377e+00	1.000599645936341e+00
