myid = 6	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand07/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.146104e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2500	1.671041604459496e-03	4.216965034285821e-01	9.862768236424008e-02
2.000000e+06	  3	  3000	   734	1.371794004459630e-03	9.999999999999994e-01	4.180738260493266e-02
3.000000e+06	  3	  3000	  1555	1.106716106704090e-03	1.333521432163323e+00	2.327157054447135e-01
4.000000e+06	  3	  3000	  2862	1.455627587520298e-03	1.778279410038922e+00	3.105612492500996e-01
5.000000e+06	  3	  3000	   112	1.945731949850284e-03	2.371373705661654e+00	2.417047674782149e-01
6.000000e+06	  3	  3000	   904	1.311685273280491e-03	2.371373705661654e+00	7.655846936679052e-01
7.000000e+06	  3	  3000	     7	2.231702746412111e-03	3.162277660168377e+00	4.981878315109936e-01
8.000000e+06	  3	  3000	   281	1.662592593774056e-03	3.162277660168377e+00	1.021527186308471e+00
9.000000e+06	  3	  3000	  1326	1.590488338520095e-03	4.216965034285820e+00	4.911991809025918e-01
1.000000e+07	  3	  3000	  2679	1.536986845792951e-03	4.216965034285820e+00	1.013960405722357e+00
1.100000e+07	  3	  3000	  2228	1.630455700792101e-03	5.623413251903486e+00	1.318159473897836e-01
1.200000e+07	  3	  3000	   878	1.445355898586587e-03	5.623413251903486e+00	6.547748819143050e-01
1.300000e+07	  3	  3000	  1352	2.081882461082021e-03	5.623413251903486e+00	1.179564315074660e+00
1.400000e+07	  3	  3000	    61	1.312454222310979e-03	5.623413251903486e+00	1.702887764594982e+00
1.500000e+07	  3	  3000	   962	1.501675340629409e-03	7.498942093324552e+00	3.517854784322302e-01
1.600000e+07	  3	  3000	    19	1.452945484980370e-03	7.498942093324552e+00	8.743247835859873e-01
1.700000e+07	  3	  3000	   814	1.449980199426966e-03	7.498942093324552e+00	1.399938362913148e+00
1.800000e+07	  3	  3000	  1254	1.920952024750862e-03	7.498942093324552e+00	1.923309236087951e+00
1.900000e+07	  3	  3000	  1228	1.576720491006839e-03	7.498942093324552e+00	2.448711849250786e+00
