myid = 17	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/rand18/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   321	1.459968032372488e-03	1.333521432163323e+00	1.967540839010452e-01
2.000000e+06	  1	  1000	   157	1.650201828049830e-03	2.371373705661654e+00	6.613870227001569e-01
3.000000e+06	  1	  1000	   758	1.402520503135292e-03	4.216965034285820e+00	2.634746319840382e-01
collision No.1	4.627389e+00[yr]	i=1, j=315	r_ij=6.326069097283222e-05	radius[1]+radius[315]=6.338481524341289e-05
dE_heat=-1.168294e-09	dE_grav=1.189389e-09	dE_c=8.932813e-17	v_imp=3.065001e-01
4.000000e+06	  1	   999	   391	1.427342130345275e-03	5.623413251903486e+00	4.195311692776283e-01
5.000000e+06	  1	   999	   498	1.472974758485363e-03	7.498942093324552e+00	1.263483965522533e-01
6.000000e+06	  1	   999	   920	1.807257932043304e-03	7.498942093324552e+00	1.712201771371433e+00
7.000000e+06	  1	   999	   865	1.417570962841011e-03	9.999999999999991e+00	7.974937218091817e-01
8.000000e+06	  1	   999	    14	1.398756092179643e-03	9.999999999999991e+00	2.380631241105609e+00
9.000000e+06	  1	   999	   899	1.497817850543976e-03	1.333521432163323e+01	6.315704222470947e-01
1.000000e+07	  1	   999	   656	1.617160090965101e-03	1.333521432163323e+01	2.215345247574952e+00
1.100000e+07	  1	   999	   167	1.479570859362574e-03	1.333521432163323e+01	3.796507968466887e+00
1.200000e+07	  1	   999	   637	1.796714890396688e-03	1.778279410038921e+01	9.273316442083092e-01
1.300000e+07	  1	   999	    53	1.278338396188315e-03	1.778279410038921e+01	2.507259000381173e+00
1.400000e+07	  1	   999	   369	1.793086791130580e-03	1.778279410038921e+01	4.084327432567038e+00
1.500000e+07	  1	   999	   776	1.582163178583319e-03	1.778279410038921e+01	5.659405801283829e+00
1.600000e+07	  1	   999	   462	1.691019918634754e-03	2.371373705661653e+01	1.311304711789529e+00
1.700000e+07	  1	   999	   815	1.506421026553186e-03	2.371373705661653e+01	2.895910055460529e+00
