myid = 9	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	43000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.534057e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2866	1.558691598904929e-03	0.000000000000000e+00	5.359387773820072e-02
2.000000e+05	  3	  3000	  2068	1.342770996571807e-03	1.000000000000000e-01	5.396492338471746e-03
3.000000e+05	  3	  3000	  1887	1.511435904037879e-03	1.333521432163324e-01	2.379708622046792e-02
4.000000e+05	  3	  3000	  2328	1.248112524278300e-03	1.778279410038923e-01	3.119109824638189e-02
5.000000e+05	  3	  3000	  1087	1.818513488208104e-03	2.371373705661655e-01	2.376446211169115e-02
6.000000e+05	  3	  3000	  1345	1.212312141509449e-03	2.371373705661655e-01	7.652354745832408e-02
7.000000e+05	  3	  3000	  2067	1.436170404506126e-03	3.162277660168378e-01	4.938425514572427e-02
8.000000e+05	  3	  3000	    68	1.622309949038943e-03	3.162277660168378e-01	1.023509040337563e-01
9.000000e+05	  3	  3000	  1056	1.364296556505318e-03	4.216965034285821e-01	4.903159197162920e-02
1.000000e+06	  3	  3000	  2762	1.939036502540459e-03	4.216965034285821e-01	1.020700584903827e-01
1.100000e+06	  3	  3000	  1789	1.516637659153326e-03	5.623413251903489e-01	1.358177538833302e-02
1.200000e+06	  3	  3000	  1069	1.163380309865362e-03	5.623413251903489e-01	6.647808196573791e-02
1.300000e+06	  3	  3000	   502	1.878718098209758e-03	5.623413251903489e-01	1.192731701729409e-01
1.400000e+06	  3	  3000	  2054	1.444648101948960e-03	5.623413251903489e-01	1.722859471172156e-01
1.500000e+06	  3	  3000	  1063	1.356595555223840e-03	7.498942093324554e-01	3.689544535673855e-02
1.600000e+06	  3	  3000	   731	1.537690739963677e-03	7.498942093324554e-01	8.986103092263723e-02
1.700000e+06	  3	  3000	  2537	1.806443588412741e-03	7.498942093324554e-01	1.427191930747406e-01
1.800000e+06	  3	  3000	  1804	1.809486161858606e-03	7.498942093324554e-01	1.955209520725635e-01
1.900000e+06	  3	  3000	  1660	1.768856187129140e-03	7.498942093324554e-01	2.483011706801528e-01
2.000000e+06	  3	  3000	   778	1.631107447030060e-03	9.999999999999994e-01	4.973578334667068e-02
2.100000e+06	  3	  3000	   901	1.675691341281682e-03	9.999999999999994e-01	1.024219789646981e-01
2.200000e+06	  3	  3000	   696	1.156426900708607e-03	9.999999999999994e-01	1.551232281698445e-01
2.300000e+06	  3	  3000	  1671	1.490851284062091e-03	9.999999999999994e-01	2.077918066930310e-01
2.400000e+06	  3	  3000	   515	1.691182811146610e-03	9.999999999999994e-01	2.604220078940723e-01
2.500000e+06	  3	  3000	   940	1.396943752400107e-03	9.999999999999994e-01	3.131789540022373e-01
2.600000e+06	  3	  3000	  2987	2.199176649855695e-03	1.333521432163323e+00	3.159278973662605e-02
2.700000e+06	  3	  3000	   497	1.434787140681601e-03	1.333521432163323e+00	8.453106361382777e-02
2.800000e+06	  3	  3000	   293	1.748768663907160e-03	1.333521432163323e+00	1.373972632088217e-01
2.900000e+06	  3	  3000	  2431	1.315432183497410e-03	1.333521432163323e+00	1.896083070890017e-01
3.000000e+06	  3	  3000	  1606	1.157855714787817e-03	1.333521432163323e+00	2.426343288214127e-01
3.100000e+06	  3	  3000	  2814	2.011194369278754e-03	1.333521432163323e+00	2.955617158126995e-01
3.200000e+06	  3	  3000	  1320	1.280335076661865e-03	1.333521432163323e+00	3.483632935835373e-01
