myid = 12	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand13/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.131955e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   344	1.483967678939999e-03	4.216965034285821e-01	9.918294248360233e-02
2.000000e+06	  3	  3000	  2504	1.684783581022784e-03	9.999999999999994e-01	4.230361374635930e-02
3.000000e+06	  3	  3000	  2217	1.511246228441999e-03	1.333521432163323e+00	2.334868365608590e-01
4.000000e+06	  3	  3000	   600	1.277850552608137e-03	1.778279410038922e+00	3.124685210205351e-01
5.000000e+06	  3	  3000	   401	1.778697659489615e-03	2.371373705661654e+00	2.446315654545184e-01
6.000000e+06	  3	  3000	     9	1.214968107761558e-03	2.371373705661654e+00	7.689362211077326e-01
7.000000e+06	  3	  3000	  1317	1.430269403331597e-03	3.162277660168377e+00	5.032350610220581e-01
8.000000e+06	  3	  3000	  2332	1.642020767818500e-03	3.162277660168377e+00	1.027668336261303e+00
9.000000e+06	  3	  3000	  2587	1.780740799068180e-03	4.216965034285820e+00	4.987615072182687e-01
1.000000e+07	  3	  3000	   839	1.604520170985248e-03	4.216965034285820e+00	1.022573669862777e+00
1.100000e+07	  3	  3000	  1203	1.403153783720387e-03	5.623413251903486e+00	1.421911261559280e-01
1.200000e+07	  3	  3000	  2536	2.367031020553256e-03	5.623413251903486e+00	6.662865865180303e-01
1.300000e+07	  3	  3000	   470	1.510424704764569e-03	5.623413251903486e+00	1.192995479648821e+00
1.400000e+07	  3	  3000	  2098	1.384466586516366e-03	5.623413251903486e+00	1.717646898155779e+00
1.500000e+07	  3	  3000	  2027	1.302382908484056e-03	7.498942093324552e+00	3.671759785888849e-01
1.600000e+07	  3	  3000	  2667	2.334135699898275e-03	7.498942093324552e+00	8.925532751631089e-01
1.700000e+07	  3	  3000	   274	1.109199707529192e-03	7.498942093324552e+00	1.418018939884950e+00
1.800000e+07	  3	  3000	  1727	1.817299780638787e-03	7.498942093324552e+00	1.943361513227246e+00
1.900000e+07	  3	  3000	  1570	1.532252585648548e-03	7.498942093324552e+00	2.467583335657461e+00
