myid = 12	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_nofrag_acc/rand13/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc1E-2_nofrag_acc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2784	1.254018038940402e-03	0.000000000000000e+00	5.392071999613168e-02
2.000000e+05	  3	  3000	  1522	1.890655559132838e-03	1.000000000000000e-01	6.050588315076234e-03
3.000000e+05	  3	  3000	   786	2.008363951990009e-03	1.333521432163324e-01	2.496991583682857e-02
4.000000e+05	  3	  3000	  1841	1.583125945959116e-03	1.778279410038923e-01	3.272238757586781e-02
5.000000e+05	  3	  3000	  2498	1.308561152243530e-03	2.371373705661655e-01	2.573922043209285e-02
6.000000e+05	  3	  3000	  2914	1.444040174898675e-03	2.371373705661655e-01	7.885870263224307e-02
7.000000e+05	  3	  3000	   234	1.763245232911681e-03	3.162277660168378e-01	5.197192536102571e-02
collision No.1	4.017210e-01[yr]	i=1, j=2548	r_ij=6.327090880842085e-05	radius[1]+radius[2548]=6.338481524341289e-05
dE_heat=-1.420734e-09	dE_grav=1.422455e-09	dE_c=-7.816967e-17	v_imp=3.092940e-01
8.000000e+05	  3	  2999	  1690	1.613579314202112e-03	3.162277660168378e-01	1.048166811930897e-01
9.000000e+05	  3	  2999	  1003	1.363589449897868e-03	4.216965034285821e-01	5.159081312064136e-02
1.000000e+06	  3	  2999	  2322	1.969821230511583e-03	4.216965034285821e-01	1.047554501116479e-01
1.100000e+06	  3	  2999	  1582	2.020101755228957e-03	5.623413251903489e-01	1.645456255240913e-02
1.200000e+06	  3	  2999	  1290	1.823682562025759e-03	5.623413251903489e-01	6.962713583141585e-02
1.300000e+06	  3	  2999	  1428	1.354529572247850e-03	5.623413251903489e-01	1.226783515089730e-01
1.400000e+06	  3	  2999	  1007	1.297176011566379e-03	5.623413251903489e-01	1.757372704590877e-01
1.500000e+06	  3	  2999	   113	1.524154962228379e-03	7.498942093324554e-01	4.044108176211361e-02
1.600000e+06	  3	  2999	  2317	1.663595369933666e-03	7.498942093324554e-01	9.354393634036488e-02
1.700000e+06	  3	  2999	   577	1.523248115200989e-03	7.498942093324554e-01	1.463498264447711e-01
1.800000e+06	  3	  2999	  2739	1.992719737378801e-03	7.498942093324554e-01	1.994430764262748e-01
1.900000e+06	  3	  2999	  1190	1.692704056546715e-03	9.999999999999994e-01	1.652160141250462e-03
2.000000e+06	  3	  2999	    38	1.469077992085168e-03	9.999999999999994e-01	5.461715707996623e-02
2.100000e+06	  3	  2999	   720	2.145174078396139e-03	9.999999999999994e-01	1.076870756858647e-01
2.200000e+06	  3	  2999	  2002	1.614211519951455e-03	9.999999999999994e-01	1.607986680073893e-01
2.300000e+06	  3	  2999	  1909	1.877043629962929e-03	9.999999999999994e-01	2.138520496326902e-01
2.400000e+06	  3	  2999	  1754	1.359086807946549e-03	9.999999999999994e-01	2.663479282674308e-01
2.500000e+06	  3	  2999	  2962	1.530983583601942e-03	9.999999999999994e-01	3.195191316932920e-01
2.600000e+06	  3	  2999	   357	1.434131558079255e-03	1.333521432163323e+00	3.827829739398786e-02
2.700000e+06	  3	  2999	  1238	1.947522385818466e-03	1.333521432163323e+00	9.145052309558711e-02
2.800000e+06	  3	  2999	   554	1.764714253994798e-03	1.333521432163323e+00	1.445364895403292e-01
2.900000e+06	  3	  2999	   736	2.050082980947367e-03	1.333521432163323e+00	1.977049571676275e-01
3.000000e+06	  3	  2999	   909	1.780714031675098e-03	1.333521432163323e+00	2.508940293207424e-01
3.100000e+06	  3	  2999	  1864	1.702154752561950e-03	1.333521432163323e+00	3.040864795900141e-01
3.200000e+06	  3	  2999	  1584	1.679704390993070e-03	1.333521432163323e+00	3.571737064268267e-01
3.300000e+06	  3	  2999	  1853	1.615814544832696e-03	1.333521432163323e+00	4.101874724008432e-01
3.400000e+06	  3	  2999	  1527	2.012288350189384e-03	1.778279410038922e+00	1.754662200613627e-02
3.500000e+06	  3	  2999	  1031	1.413123881687021e-03	1.778279410038922e+00	7.062204712772512e-02
3.600000e+06	  3	  2999	  2741	1.308708717662995e-03	1.778279410038922e+00	1.236784556228196e-01
3.700000e+06	  3	  2999	   430	1.550430351093510e-03	1.778279410038922e+00	1.767058877777978e-01
3.800000e+06	  3	  2999	  1849	2.021664829910862e-03	1.778279410038922e+00	2.297579361340829e-01
3.900000e+06	  3	  2999	   168	1.436166405913967e-03	1.778279410038922e+00	2.817462348471228e-01
4.000000e+06	  3	  2999	  1155	1.837350944762705e-03	1.778279410038922e+00	3.323834347506555e-01
4.100000e+06	  3	  2999	  2248	1.577066654909936e-03	1.778279410038922e+00	3.850284592545337e-01
4.200000e+06	  3	  2999	  1390	1.675187062206008e-03	1.778279410038922e+00	4.380890934413899e-01
4.300000e+06	  3	  2999	  2605	1.761623642215671e-03	1.778279410038922e+00	4.912461000611433e-01
4.400000e+06	  3	  2999	   571	1.333256348497891e-03	1.778279410038922e+00	5.437723694457878e-01
4.500000e+06	  3	  2999	  2509	1.456805085501342e-03	2.371373705661654e+00	2.886161734664426e-03
4.600000e+06	  3	  2999	  1681	1.256410699152506e-03	2.371373705661654e+00	5.607102273191619e-02
4.700000e+06	  3	  2999	  2378	1.835707315735460e-03	2.371373705661654e+00	1.091614299441529e-01
4.800000e+06	  3	  2999	  1163	1.322732208679650e-03	2.371373705661654e+00	1.617933037142752e-01
4.900000e+06	  3	  2999	  2539	1.277935369798177e-03	2.371373705661654e+00	2.149044964417009e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  2999	  2093	2.067268698067853e-03	2.371373705661654e+00	2.680525610885184e-01
5.100000e+06	  3	  2999	   535	2.072464101679619e-03	2.371373705661654e+00	3.211901084246055e-01
5.200000e+06	  3	  2999	  1060	1.736064597705399e-03	2.371373705661654e+00	3.740314275588833e-01
5.300000e+06	  3	  2999	  2593	1.409830553401263e-03	2.371373705661654e+00	4.266034414367081e-01
5.400000e+06	  3	  2999	  1279	1.761949991439543e-03	2.371373705661654e+00	4.782570174564778e-01
5.500000e+06	  3	  2999	  2971	1.351013865644602e-03	2.371373705661654e+00	5.313020435565953e-01
