myid = 4	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand05/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*5.0)
PLANET_INC	((0.01*5.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*5.0)
INC_RMS	((0.01*5.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =1.111374e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1501	1.789330188638634e-03	4.216965034285821e-01	9.759357682971281e-02
2.000000e+06	  3	  3000	   204	1.211170861252396e-03	9.999999999999994e-01	3.855978385506280e-02
3.000000e+06	  3	  3000	  2593	1.490273722028599e-03	1.333521432163323e+00	2.270696519648551e-01
4.000000e+06	  3	  3000	   940	1.956169482972637e-03	1.778279410038922e+00	3.023704939908688e-01
5.000000e+06	  3	  3000	   420	1.096088197998272e-03	2.371373705661654e+00	2.301564789651840e-01
6.000000e+06	  3	  3000	  1190	2.385541262097242e-03	2.371373705661654e+00	7.520677447266544e-01
7.000000e+06	  3	  3000	    67	1.821783547113764e-03	3.162277660168377e+00	4.819884620146937e-01
8.000000e+06	  3	  3000	  1406	1.443723061615373e-03	3.162277660168377e+00	1.003514347171417e+00
9.000000e+06	  3	  3000	   448	2.104262335133367e-03	4.216965034285820e+00	4.695763661379593e-01
1.000000e+07	  3	  3000	    31	2.385888508302480e-03	4.216965034285820e+00	9.909896331957497e-01
1.100000e+07	  3	  3000	  1200	1.841370502314810e-03	5.623413251903486e+00	1.060229386113952e-01
1.200000e+07	  3	  3000	  2708	1.908244730072251e-03	5.623413251903486e+00	6.277777674006517e-01
1.300000e+07	  3	  3000	  2950	2.276265056485133e-03	5.623413251903486e+00	1.149475694119161e+00
1.400000e+07	  3	  3000	  1386	1.312599709065635e-03	5.623413251903486e+00	1.670888018256872e+00
1.500000e+07	  3	  3000	    85	1.528433785854464e-03	7.498942093324552e+00	3.175193762799842e-01
1.600000e+07	  3	  3000	  1729	2.264675657953899e-03	7.498942093324552e+00	8.390993367229821e-01
1.700000e+07	  3	  3000	  1719	1.476529019377763e-03	7.498942093324552e+00	1.361564000023338e+00
1.800000e+07	  3	  3000	  2985	1.558031144793533e-03	7.498942093324552e+00	1.883527429975385e+00
1.900000e+07	  3	  3000	  1208	1.101340668826501e-03	7.498942093324552e+00	2.405155779277077e+00
