myid = 23	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/rand24/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_frag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=1.32959e-05
initial mass depletion timescale =2.936972e+01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	   353	1.344513892249724e-03	1.333521432163323e+00	2.465526845518659e-01
2.000000e+06	  1	  1000	   691	1.696242102629961e-03	3.162277660168377e+00	5.129185100427381e-04
3.000000e+06	  1	  1000	   202	1.637812950891746e-03	4.216965034285820e+00	5.278657350011745e-01
4.000000e+06	  1	  1000	   422	1.589287614598547e-03	5.623413251903486e+00	7.037930441205994e-01
5.000000e+06	  1	  1000	   145	1.778801279119741e-03	7.498942093324552e+00	4.140549225872563e-01
6.000000e+06	  1	  1000	   474	1.434588658319247e-03	7.498942093324552e+00	1.996241074009542e+00
7.000000e+06	  1	  1000	   876	1.560128134855266e-03	9.999999999999991e+00	1.079819666158032e+00
8.000000e+06	  1	  1000	   760	1.619155228562310e-03	9.999999999999991e+00	2.658321055141687e+00
9.000000e+06	  1	  1000	   641	1.571581066852951e-03	1.333521432163323e+01	9.077230233733175e-01
1.000000e+07	  1	  1000	   874	1.789110705781704e-03	1.333521432163323e+01	2.491465389450155e+00
1.100000e+07	  1	  1000	   861	1.745460489263570e-03	1.333521432163323e+01	4.072366414731898e+00
1.200000e+07	  1	  1000	   473	1.502382588879390e-03	1.778279410038921e+01	1.207257933741270e+00
1.300000e+07	  1	  1000	   889	1.847148659511982e-03	1.778279410038921e+01	2.790269080536266e+00
1.400000e+07	  1	  1000	   869	1.706999632692406e-03	1.778279410038921e+01	4.370441427793047e+00
1.500000e+07	  1	  1000	   716	1.613055736646715e-03	2.371373705661653e+01	1.930202580747210e-02
1.600000e+07	  1	  1000	   802	1.479087304077035e-03	2.371373705661653e+01	1.600357565604646e+00
1.700000e+07	  1	  1000	   721	1.543452898922609e-03	2.371373705661653e+01	3.184462006303253e+00
1.800000e+07	  1	  1000	   525	1.498290135423508e-03	2.371373705661653e+01	4.761423786136442e+00
1.900000e+07	  1	  1000	   291	1.526476942593685e-03	2.371373705661653e+01	6.341817086962345e+00
