myid = 12	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand13/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =3.004984e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  2367	1.521133097563269e-03	4.216965034285821e-01	7.916988779109366e-02
2.000000e+06	  3	  3000	    84	1.173906917111194e-03	9.999999999999994e-01	2.515843451167992e-02
3.000000e+06	  3	  3000	  1084	1.543566867349446e-03	1.333521432163323e+00	2.198269574622490e-01
4.000000e+06	  3	  3000	   487	1.642607217977793e-03	1.778279410038922e+00	3.026493800833902e-01
5.000000e+06	  3	  3000	   997	1.637051261647468e-03	2.371373705661654e+00	2.378217254831059e-01
6.000000e+06	  3	  3000	  1302	1.211758464468276e-03	2.371373705661654e+00	7.644211075741879e-01
7.000000e+06	  3	  3000	   371	1.909711938942514e-03	3.162277660168377e+00	5.014211486568769e-01
8.000000e+06	  3	  3000	  1202	1.918629124353264e-03	3.162277660168377e+00	1.029498005844238e+00
9.000000e+06	  3	  3000	  1577	1.113118798596784e-03	4.216965034285820e+00	5.016400013597088e-01
1.000000e+07	  3	  3000	   996	1.225042104720955e-03	4.216965034285820e+00	1.029368355076800e+00
1.100000e+07	  3	  3000	  2567	1.444930073978567e-03	5.623413251903486e+00	1.515327058857458e-01
1.200000e+07	  3	  3000	  1272	1.323648948757278e-03	5.623413251903486e+00	6.785989484794046e-01
1.300000e+07	  3	  3000	  2228	1.433793177487809e-03	5.623413251903486e+00	1.207526790285194e+00
1.400000e+07	  3	  3000	   623	1.310545614286376e-03	5.623413251903486e+00	1.734518894666666e+00
1.500000e+07	  3	  3000	   254	1.421857504846481e-03	7.498942093324552e+00	3.874138663249386e-01
1.600000e+07	  3	  3000	   508	2.025668102075493e-03	7.498942093324552e+00	9.165547177538348e-01
1.700000e+07	  3	  3000	  1656	1.868683896119659e-03	7.498942093324552e+00	1.445913330976577e+00
1.800000e+07	  3	  3000	  1316	1.312940845299642e-03	7.498942093324552e+00	1.974896473338244e+00
1.900000e+07	  3	  3000	  2829	1.277450130990500e-03	9.999999999999991e+00	2.249346821398314e-03
