myid = 8	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	  1000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  1	  1000	    56	1.700273142767163e-03	1.333521432163323e+00	2.487901404673553e-01
2.000000e+06	  1	  1000	   410	1.415781694656911e-03	3.162277660168377e+00	9.782748449210460e-04
3.000000e+06	  1	  1000	   550	1.516953253576273e-03	4.216965034285820e+00	5.314619906202099e-01
4.000000e+06	  1	  1000	   446	1.556053876648266e-03	5.623413251903486e+00	7.067285528990113e-01
5.000000e+06	  1	  1000	    12	1.358284100863246e-03	7.498942093324552e+00	4.154006935410191e-01
6.000000e+06	  1	  1000	   520	1.551857060419665e-03	7.498942093324552e+00	1.996044156538926e+00
7.000000e+06	  1	  1000	   151	1.538849711406925e-03	9.999999999999991e+00	1.076434873893956e+00
8.000000e+06	  1	  1000	   406	1.452210715264519e-03	9.999999999999991e+00	2.654369801866550e+00
9.000000e+06	  1	  1000	   536	1.609091853417277e-03	1.333521432163323e+01	9.014938060401777e-01
1.000000e+07	  1	  1000	    30	1.530587014710633e-03	1.333521432163323e+01	2.482592529767281e+00
1.100000e+07	  1	  1000	   702	1.615628992442999e-03	1.333521432163323e+01	4.067086039028317e+00
1.200000e+07	  1	  1000	   673	1.368108882564858e-03	1.778279410038921e+01	1.201655315828331e+00
1.300000e+07	  1	  1000	   401	1.523245457620943e-03	1.778279410038921e+01	2.787334257269817e+00
1.400000e+07	  1	  1000	   631	1.520634993753517e-03	1.778279410038921e+01	4.364582511372118e+00
1.500000e+07	  1	  1000	   676	1.384388772717520e-03	2.371373705661653e+01	1.769547187647574e-02
1.600000e+07	  1	  1000	   901	1.939255279430254e-03	2.371373705661653e+01	1.602581984644412e+00
1.700000e+07	  1	  1000	    61	1.402337167694349e-03	2.371373705661653e+01	3.187319863300663e+00
1.800000e+07	  1	  1000	   557	1.564389726036337e-03	2.371373705661653e+01	4.769975968887106e+00
1.900000e+07	  1	  1000	   283	1.427691557578684e-03	2.371373705661653e+01	6.351918531204957e+00
2.000000e+07	  1	  1000	   471	1.559969863222195e-03	3.162277660168376e+01	2.550883754041619e-02
2.100000e+07	  1	  1000	   120	1.460868384763278e-03	3.162277660168376e+01	1.596584610894264e+00
2.200000e+07	  1	  1000	   111	1.483523323859332e-03	3.162277660168376e+01	3.175119138657743e+00
2.300000e+07	  1	  1000	   581	1.678533810230008e-03	3.162277660168376e+01	4.755532026504339e+00
2.400000e+07	  1	  1000	   344	1.265940464430660e-03	3.162277660168376e+01	6.337173396195213e+00
2.500000e+07	  1	  1000	   792	1.149725245644032e-03	3.162277660168376e+01	7.921722632548339e+00
2.600000e+07	  1	  1000	   640	1.611705242631987e-03	3.162277660168376e+01	9.492652513014891e+00
2.700000e+07	  1	  1000	   422	1.697231223412682e-03	4.216965034285818e+01	5.259184718034406e-01
2.800000e+07	  1	  1000	   297	1.562706583800509e-03	4.216965034285818e+01	2.100556895739924e+00
2.900000e+07	  1	  1000	   892	1.716580273881660e-03	4.216965034285818e+01	3.680365257645326e+00
3.000000e+07	  1	  1000	     7	1.858300118376209e-03	4.216965034285818e+01	5.262877710802055e+00
3.100000e+07	  1	  1000	    21	1.639184342128967e-03	4.216965034285818e+01	6.839118507730079e+00
3.200000e+07	  1	  1000	   951	1.518723205721325e-03	4.216965034285818e+01	8.422800100667587e+00
3.300000e+07	  1	  1000	    27	1.685375110131395e-03	4.216965034285818e+01	9.998861332769806e+00
3.400000e+07	  1	  1000	   514	1.468407205073406e-03	4.216965034285818e+01	1.157999411333086e+01
3.500000e+07	  1	  1000	   291	1.546043054172512e-03	4.216965034285818e+01	1.315553663788165e+01
3.600000e+07	  1	  1000	   973	1.474379544035103e-03	5.623413251903484e+01	6.744562110568191e-01
3.700000e+07	  1	  1000	   364	1.960165318906729e-03	5.623413251903484e+01	2.249821062495698e+00
collision No.1	5.901572e+01[yr]	i=1, j=811	r_ij=6.337679196981736e-05	radius[1]+radius[811]=6.338481524341289e-05
dE_heat=-1.416600e-09	dE_grav=1.420078e-09	dE_c=-5.843763e-17	v_imp=3.088437e-01
3.800000e+07	  1	   999	   208	1.589373263919489e-03	5.623413251903484e+01	3.831013032825699e+00
3.900000e+07	  1	   999	     8	1.520711677967933e-03	5.623413251903484e+01	5.408205938826816e+00
4.000000e+07	  1	   999	   228	1.362261876653501e-03	5.623413251903484e+01	6.988543351250056e+00
4.100000e+07	  1	   999	   212	1.587927829005594e-03	5.623413251903484e+01	8.565661315928356e+00
4.200000e+07	  1	   999	   945	1.429307295336541e-03	5.623413251903484e+01	1.014826606016894e+01
4.300000e+07	  1	   999	   207	1.531240394411297e-03	5.623413251903484e+01	1.172814413835325e+01
4.400000e+07	  1	   999	   796	1.436847768843006e-03	5.623413251903484e+01	1.330578143539830e+01
4.500000e+07	  1	   999	   441	1.574660280024268e-03	5.623413251903484e+01	1.488566301625446e+01
4.600000e+07	  1	   999	   832	1.406025074002114e-03	5.623413251903484e+01	1.646644116289818e+01
4.700000e+07	  1	   999	   323	1.566780540818868e-03	5.623413251903484e+01	1.804739042521249e+01
4.800000e+07	  1	   999	   783	1.847214138747604e-03	7.498942093324548e+01	8.740938054174797e-01
4.900000e+07	  1	   999	   516	1.575945408297606e-03	7.498942093324548e+01	2.449278125313516e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	   999	   696	1.638181412455454e-03	7.498942093324548e+01	4.025422052981619e+00
5.100000e+07	  1	   999	   623	1.579275106849175e-03	7.498942093324548e+01	5.606497034126810e+00
5.200000e+07	  1	   999	   770	1.398666629589340e-03	7.498942093324548e+01	7.190143868812837e+00
5.300000e+07	  1	   999	   402	1.698835723222129e-03	7.498942093324548e+01	8.772543073300326e+00
5.400000e+07	  1	   999	    51	1.389174878488411e-03	7.498942093324548e+01	1.035380527617077e+01
5.500000e+07	  1	   999	   130	1.501125770418351e-03	7.498942093324548e+01	1.193678909213555e+01
5.600000e+07	  1	   999	   117	1.784511091392369e-03	7.498942093324548e+01	1.351722868908920e+01
5.700000e+07	  1	   999	   582	1.646419716320348e-03	7.498942093324548e+01	1.509884460999441e+01
5.800000e+07	  1	   999	   867	1.772422386561965e-03	7.498942093324548e+01	1.668488316570171e+01
5.900000e+07	  1	   999	   150	1.663602909663530e-03	7.498942093324548e+01	1.826497154449186e+01
6.000000e+07	  1	   999	   436	1.594724525425170e-03	7.498942093324548e+01	1.984456895727567e+01
6.100000e+07	  1	   999	   894	1.588094519665703e-03	7.498942093324548e+01	2.142835387697022e+01
6.200000e+07	  1	   999	   994	1.445413913115074e-03	7.498942093324548e+01	2.300804167453122e+01
6.300000e+07	  1	   999	    92	1.462767803648365e-03	7.498942093324548e+01	2.458453362063548e+01
6.400000e+07	  1	   999	   587	1.692182406905596e-03	9.999999999999986e+01	1.146879985797030e+00
6.500000e+07	  1	   999	    91	1.739545260343694e-03	9.999999999999986e+01	2.731282533626291e+00
6.600000e+07	  1	   999	   607	1.524919452986900e-03	9.999999999999986e+01	4.311500275006336e+00
6.700000e+07	  1	   999	   151	1.561537267660635e-03	9.999999999999986e+01	5.889274970582188e+00
6.800000e+07	  1	   999	   513	1.743751978854970e-03	9.999999999999986e+01	7.466568010962669e+00
6.900000e+07	  1	   999	    47	1.526506084972560e-03	9.999999999999986e+01	9.044653472999894e+00
7.000000e+07	  1	   999	    58	1.506648487442746e-03	9.999999999999986e+01	1.062690517761582e+01
7.100000e+07	  1	   999	   609	1.690785506696663e-03	9.999999999999986e+01	1.220649643658808e+01
