myid = 11	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/rand12/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	43000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  1202	2.224308516888904e-03	0.000000000000000e+00	5.345445954490144e-02
2.000000e+05	  3	  3000	  2305	1.328765733096285e-03	1.000000000000000e-01	5.240889338419667e-03
3.000000e+05	  3	  3000	  2185	1.794960206111950e-03	1.333521432163324e-01	2.370504469841862e-02
4.000000e+05	  3	  3000	  2002	1.524170709832702e-03	1.778279410038923e-01	3.117819304145691e-02
5.000000e+05	  3	  3000	  2737	2.126358407620381e-03	2.371373705661655e-01	2.389407102303559e-02
6.000000e+05	  3	  3000	  2809	1.819994885584605e-03	2.371373705661655e-01	7.688527202624756e-02
7.000000e+05	  3	  3000	   299	1.536663146323444e-03	3.162277660168378e-01	4.991898449836773e-02
8.000000e+05	  3	  3000	   789	1.714782838732251e-03	3.162277660168378e-01	1.030149563550196e-01
9.000000e+05	  3	  3000	  2665	1.522104540571437e-03	4.216965034285821e-01	4.986484549599440e-02
1.000000e+06	  3	  3000	   522	1.309254848851468e-03	4.216965034285821e-01	1.030739051791367e-01
1.100000e+06	  3	  3000	  2226	1.764444667620996e-03	5.623413251903489e-01	1.442775030812771e-02
1.200000e+06	  3	  3000	  2396	1.722394691681030e-03	5.623413251903489e-01	6.754993134300447e-02
1.300000e+06	  3	  3000	  2072	1.747587377297847e-03	5.623413251903489e-01	1.201279851573421e-01
1.400000e+06	  3	  3000	  2701	1.761890569773252e-03	5.623413251903489e-01	1.731060997954091e-01
