myid = 10	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/rand11/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc3E-2_nofrag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E5
BREAK_TIME	43000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+05	  3	  3000	  2365	1.180836897131061e-03	0.000000000000000e+00	5.348834742846954e-02
2.000000e+05	  3	  3000	   865	1.368171739937811e-03	1.000000000000000e-01	5.235811681614392e-03
3.000000e+05	  3	  3000	  2300	2.096166769919044e-03	1.333521432163324e-01	2.364155423480151e-02
4.000000e+05	  3	  3000	  1842	1.725222603345386e-03	1.778279410038923e-01	3.103550005179985e-02
5.000000e+05	  3	  3000	  2506	1.333421910479274e-03	2.371373705661655e-01	2.351078068306100e-02
6.000000e+05	  3	  3000	  1040	1.588307900744212e-03	2.371373705661655e-01	7.627406177764491e-02
7.000000e+05	  3	  3000	  1970	1.914319506278823e-03	3.162277660168378e-01	4.909708921889371e-02
8.000000e+05	  3	  3000	   130	1.716821855620433e-03	3.162277660168378e-01	1.019068525852557e-01
9.000000e+05	  3	  3000	  1924	1.449290091669952e-03	4.216965034285821e-01	4.834902990087419e-02
1.000000e+06	  3	  3000	   233	1.328446961040375e-03	4.216965034285821e-01	1.012261632747469e-01
1.100000e+06	  3	  3000	  1905	1.190628910313005e-03	5.623413251903489e-01	1.264302053434756e-02
1.200000e+06	  3	  3000	   187	1.893750665316365e-03	5.623413251903489e-01	6.563928931049952e-02
1.300000e+06	  3	  3000	   796	1.099944854608089e-03	5.623413251903489e-01	1.182146570511251e-01
collision No.1	6.810925e-01[yr]	i=3, j=1248	r_ij=6.331132832006259e-05	radius[3]+radius[1248]=6.338481524341289e-05
1.400000e+06	  3	  3000	  2347	1.469335209808341e-03	5.623413251903489e-01	1.713040027482953e-01
1.500000e+06	  3	  3000	  2621	1.098457071059705e-03	7.498942093324554e-01	3.560958469896496e-02
1.600000e+06	  3	  3000	  1728	1.647150890279822e-03	7.498942093324554e-01	8.827681199655445e-02
1.700000e+06	  3	  3000	  2894	1.719620819510538e-03	7.498942093324554e-01	1.410000869470934e-01
1.800000e+06	  3	  3000	  2868	1.742781704169899e-03	7.498942093324554e-01	1.937508366550425e-01
1.900000e+06	  3	  3000	  1090	1.614965601393121e-03	7.498942093324554e-01	2.464177692548324e-01
2.000000e+06	  3	  3000	  1947	1.785896469211098e-03	9.999999999999994e-01	4.797244408380365e-02
2.100000e+06	  3	  3000	   824	1.602299760120502e-03	9.999999999999994e-01	1.005414186385594e-01
2.200000e+06	  3	  3000	  2344	1.679537048146403e-03	9.999999999999994e-01	1.530580488526042e-01
2.300000e+06	  3	  3000	  1034	1.389066641111263e-03	9.999999999999994e-01	2.056472956586800e-01
2.400000e+06	  3	  3000	  2820	1.488448863919551e-03	9.999999999999994e-01	2.583222305618552e-01
2.500000e+06	  3	  3000	  2049	1.198702261289005e-03	9.999999999999994e-01	3.110247841293204e-01
2.600000e+06	  3	  3000	  2590	1.653056922468161e-03	1.333521432163323e+00	2.929309399423575e-02
2.700000e+06	  3	  3000	  2839	1.472088112322504e-03	1.333521432163323e+00	8.215021510152719e-02
